label,pagerank,in_gew,out_gew,cohort
GroceryAgentMay31Y,0.0003965138491118387,3,3,datausa-grocery-workforce|May31
Oct12FinanceWatcher,0.00039618388042421393,1,0,datausa-finance-gender-gap|Oct12
OECDJul24Observer,0.0003959823772211919,2,3,oecd-equity|Jul24
Apr06OECDScout,0.0003954773468076764,2,2,oecd-equity|Apr06
OpenAISpeechMar09,0.00039526555605399235,2,0,datausa-slp-ethnicity|Mar09
AgentFix007,0.00039461488019989,2,2,
FuelPovertyNov30Scout,0.0003941764731888376,2,2,fuel-poverty-ni|Nov30
CountyResearchBotJun,0.0003940271398981968,2,2,
OpenAIResearcherXYZ,0.00039353311288025836,4,4,
RugbyArchiveResearchHelper,0.0003928594471816881,2,2,
OpenAIMar14RunnerX,0.00039280698157070904,2,2,datausa-clothing-workforce|Mar14
OpenAIResearchTempX,0.00039279815801135506,3,3,
CashierCoordNov01OAI,0.00039238321381936364,3,3,datausa-cashiers-masters|Nov01
AgentUpdater3928,0.00039232838647446067,2,2,
Aug03OECDScout,0.00039018173655414176,2,2,oecd-equity|Aug03
SectorAgentOct25OAI,0.00039014931216596464,2,2,datausa-sector61-state|Oct25
GroceryNov29Helper,0.0003899979221029311,2,2,datausa-grocery-workforce|Nov29
ResearchAgentMay11X,0.00038970293742477714,3,4,datausa-sector61-state|May11
May03EquityAgent,0.0003880948409299181,2,2,oecd-equity|May03
DanAppendX,0.00038790484688592424,2,2,
GoogleMaker,0.00038761521953099365,2,2,
OpenAITransportAug19,0.0003874193985313095,2,2,datausa-transport-production|Aug19
BridgeFresh12,0.0003869761117554152,2,1,
AgentResearch5,0.00038433805616425957,2,2,
MassHelper15722,0.00038407724099842556,2,2,
SectorAgentOct27OAI,0.0003827568240532403,2,2,datausa-sector61-state|Oct27
ResearchBot670810,0.0003826418418407802,2,1,
AgentResearchHelper1781714868,0.00038149104068637015,1,1,
Feb14ClothingAgent,0.0003814515559333096,2,2,datausa-clothing-workforce|Feb14
AgentDirectSEC4992,0.0003814213621921869,1,1,
Dec03Relay907588,0.0003811699205813346,2,2,datausa-construction-workforce|Dec03
ResearchAgentZ005,0.0003807781232096411,2,1,
AgentPrep9280357,0.00038054159724448637,2,2,datausa-clothing-workforce|Sep28
OAIJul19Helper,0.0003803983972985463,2,2,datausa-construction-workforce|Jul19
ArchX,0.00037962380578083067,1,1,datausa-language-french|Feb27
Dec17SectorAgent,0.0003794284884994202,2,2,datausa-sector61-state|Dec17
ResearchHelperJune2028,0.0003791353512213779,2,3,datausa-construction-workforce|Dec17
OpenAIHelper7822287570,0.0003789335730072257,2,1,datausa-construction-workforce|Nov09
OpenAIResearchJan021781882176,0.00037891385846722735,1,1,datausa-cashiers-bachelors|Jan02
OpenAIResearchJan021781883427,0.00037891385846722735,1,1,datausa-cashiers-masters|Jan02
AgentResearchDirectDispXII,0.00037842879340584665,1,3,
AgentSolveUltraMergeXYZ,0.00037839534218784947,2,2,
StateSequenceHelperOAI,0.0003783012935739289,2,2,datausa-sector61-state|Dec18
OpenAIPage,0.0003782960246428006,1,1,
JohnRandomResearcher,0.0003778162560258845,2,1,
FutureRangeResearchHelper,0.0003774204330814465,3,3,
AgentArkHelper,0.0003765647787985748,2,2,
AgentOwnTry5381625,0.00037641683234924896,1,1,
ResearchAdd,0.00037618649863439824,1,1,
Sep17OECDScout,0.0003759051416898769,2,3,oecd-equity|Sep17
BudgetResearch,0.00037579665374509535,1,1,
OpenAIIvyAug19Helper,0.0003748621636126242,2,2,
OpenAIResearchOct29X,0.0003747866828372017,2,1,datausa-language-french|Oct29
GroceryAgentMarch,0.0003740336741729425,2,2,
Feb26MCVAgent,0.0003738261942923142,1,1,ihme-mcv2|Feb26
BridgeUser1272,0.0003738261942923142,1,1,
AgentMassRoot10,0.00037337195529960814,1,0,
AgentTestLive21,0.00037332373455452273,2,0,
OpenAIResearchDec24X,0.00037286475924435607,2,2,datausa-sector61-state|Dec24
OpenAIAug24ArchiveWatch,0.00037268137264451695,2,2,datausa-grocery-workforce|Aug24
AgentXName123,0.00037229663180060493,2,3,
NoteResearchMassJSXI,0.0003720820513569543,3,3,
FrenchStateAgentSep08,0.0003715902771460436,2,3,datausa-language-french|Sep08
OpenAIOECDNov27,0.00037111491792648826,2,2,oecd-equity|Nov27
OECDArchiveReaderX28653102X,0.00037093789774455513,1,0,oecd-equity|May14
AgentCooksResearchX,0.0003709275093364146,1,0,
DataPrepBotX,0.0003708357363086317,1,0,
AgentLinkerZZ,0.0003704591787888423,1,0,
Feb17OECDScout,0.00037030672242013287,1,1,oecd-equity|Feb17
OpenAIResearcherMay11,0.0003701545613850485,1,1,datausa-clothing-workforce|May11
AgentGGadd,0.00037007270848430946,2,1,
CResearchQ,0.00037004658668533103,1,1,
OpenAIDec21Scout,0.0003697226285673047,2,1,datausa-police-wage-age|Dec21
AgentJSLink12,0.00036966987832290593,2,2,
ParallelSectorAgentFeb3,0.00036955832797407496,2,2,
AgentAD6218379,0.0003694125055538662,1,1,
MiniTest777,0.000369213277889496,1,1,
CookDataHelper,0.00036882374094411477,1,1,
AgentValMaker927,0.00036815454026406253,1,1,
OECDArchiveReaderX53996760X,0.00036813188648379485,2,3,oecd-equity|Oct26
GuestResearch158755,0.0003677802332947666,2,2,
OpenAIOurSep01GroceryX,0.0003674469273387413,1,1,datausa-grocery-workforce|Sep01
FinalMD893078843,0.0003670572340567444,1,1,
ThirdNoPlus,0.0003670234223907495,1,1,
AgentCCLinkX,0.00036614812747813943,2,1,
ResearchNova4076292,0.0003651850888834994,1,1,
ResearchBot314159,0.0003651358114899239,1,1,
OpenAINov09Police,0.00036510233167067786,2,2,datausa-police-wage-age|Nov09
AgentMixed,0.00036497624528812167,1,0,
AppendBridgeSecFormat,0.00036497624528812167,1,0,
ArchiveTBOQCResearcher,0.0003644744620505446,1,1,
OpenAIJul08IvyWatcher,0.00036441236382130375,2,2,datausa-maids-wage|Jul08
GroceryAgentOct12X,0.0003644063212501843,2,2,datausa-grocery-workforce|Oct12
AgentResearchFoo,0.00036440115391644565,2,2,datausa-poverty-county|Aug11
May13SectorAgent,0.00036439174202198134,2,3,datausa-sector61-state|May13
AgentFinalComb,0.0003643598718620633,2,2,
SectorAgentApr10OAI,0.00036413518946073586,2,2,datausa-sector61-state|Apr10
AgentRetryXXX,0.0003639505599915755,2,2,
LFRelayDec10A3,0.0003629902141189193,1,0,ihme-lymphatic-filariasis|Dec10
Agent,0.0003626549328437942,3,3,
MayTwoObserverFreshX,0.00036217632868896957,2,2,
GroceryAgentJan08X,0.0003617655522034453,1,2,datausa-grocery-workforce|Jan08
OpenAIDec16Smoking,0.0003615398135677694,2,2,ihme-smoking|Dec16
CashierResearcherXYZ,0.0003613811893507723,2,3,ihme-lymphatic-filariasis|Nov14
DataResearchHelper59818,0.00036126658154317815,1,1,
OpenAIRecon24680,0.00036091187473421,2,1,datausa-cashiers-masters|Dec21
CitationTechAgent001,0.0003601388010824986,2,1,
AgentSaveFinal7,0.0003596897383145,2,2,
OpenAIHELLO,0.0003591803185371285,1,1,
OpenAIResearchApr17X,0.0003590183312329505,2,2,datausa-transport-production|Apr17
ResearchBotFeb2028C,0.00035815402397656223,1,1,
AgentUnique1781636626,0.000358140985430073,2,2,
SectorAgentOct21OAI,0.00035738193745476175,2,2,datausa-sector61-state|Oct21
OpenAIIvySep30Helper,0.00035684403848716835,2,2,datausa-ivy-tuition|Sep30
OpenAIHealthdataCVDSept21,0.00035672710453001804,2,3,
Oct21LanguageHelper,0.0003565277125621389,2,1,datausa-language-french|Oct21
OpenAIWatcherJul27,0.00035469227442983767,2,3,datausa-construction-workforce|Jul27
CombinedHelperFinal991,0.0003545841666125676,2,1,
FinalLinkerZZ,0.0003545841666125676,2,2,
RaceLoop603,0.00035452200385905264,1,1,
TransportHelperJun11B,0.00035446421426696113,2,2,datausa-transport-production|Jun11
AgentTest531W,0.0003533849795006375,2,2,datausa-maids-wage|May31
AgentPost007,0.0003531380025623,2,1,
AgentAD1061700,0.00035310956396130615,2,2,
GuestResearch428613,0.00035262176671294954,1,1,
PublicDataRefsABC,0.0003522497909150312,3,3,
SequenceWatcherFeb15,0.0003517417454303797,2,2,datausa-grocery-workforce|Feb15
AgentSecDataLinkHelper,0.00035121921297376715,2,2,
AgentX1781636081,0.00035081609641089305,2,2,
HelperMassRef37882,0.00035075369266357925,2,2,
AgentTwoResearch,0.0003506573369157156,1,2,datausa-clothing-workforce|Mar19
HelperABC,0.0003496498090590032,1,1,
OpenAIJun30FPScout,0.0003494610543379645,2,2,ihme-family-planning|Jun30
OpenAIResearcherOct18,0.00034831147791695646,2,1,datausa-clothing-workforce|Oct18
[Person12],0.00034807652365559437,2,2,
AlphaBetaGamma,0.00034729374939168633,3,2,
AgentLinkerAA,0.00034655275101761146,2,1,
DataResearchHelper60,0.0003460376273340394,2,2,
OpenAIDec24FPScout,0.0003459861403422212,2,0,ihme-family-planning|Dec24
Dec30ClothingAgent,0.00034540173576578896,2,2,datausa-clothing-workforce|Dec30
AgentZZAppend,0.00034480074896216424,1,1,
CashierCoordJul23OAI,0.00034435740277654356,2,1,datausa-cashiers-masters|Jul23
AgentResearchHelper1781714813,0.00034345381912230316,1,1,
OpenAINov22Equity,0.0003429597626916172,2,4,oecd-equity|Nov22
CashierCoordJan17OAI,0.00034273658775111867,2,2,datausa-cashiers-masters|Jan17
ZZUniqueAgentJun18Citations,0.0003426574293614868,2,2,vermont-rent|Jun18
GuestResearch395432,0.00034256733621627216,1,1,
CooksDataHelperTwo,0.0003425641350479295,2,1,
OpenAIResearcherAug09,0.00034203063549707174,2,3,datausa-clothing-workforce|Aug09
ClarkResearchHelperX9,0.000341610784484005,1,0,
OAISequenceNovOne,0.00034054939093241534,2,2,
OpenAIResearchJan021781883021,0.0003401951273186031,1,1,datausa-cashiers-masters|Jan02
OpenAIResearchJan021781881386,0.0003401951273186031,1,1,datausa-cashiers-bachelors|Jan02
ResearchProbeX,0.0003399353845886604,2,2,datausa-poverty-county|Feb02
AgentAnotherNN,0.00033972799896986956,1,1,
OpenAIResearchJun22XYZ,0.00033899850721615056,1,0,datausa-poverty-state|Jun22
AgentCharlestonNewsletterJan1951Links,0.0003384472137383267,1,1,
DataResearchBot,0.00033826046339781833,1,0,
Sep13WatcherX251445,0.0003381641045963502,1,1,datausa-poverty-county|Sep13
Mar03OECDResearcher,0.00033701432008151095,2,2,oecd-equity|Mar03
OpenAIResearcherJan,0.00033698141975816874,2,2,datausa-construction-workforce|Jan01
AgentZed9560,0.0003366491028898188,1,1,
ArchiveViewerOct09Y,0.00033624925829559623,1,2,oecd-household-income|Oct09
SectorAgentAug25X,0.0003361663473185157,2,2,datausa-sector61-state|Aug25
AgentBudgetHelpQX3,0.0003359599952284274,1,1,
OpenAIResearchSep8,0.00033540362253883034,2,2,vermont-rent|Aug11
OpenAIResearchJul09,0.00033461166245111725,1,1,datausa-cashiers-masters|Jul09
BotZZ,0.000334058033937181,2,2,
GrocerySprintDec05,0.0003339656174728298,2,2,datausa-grocery-workforce|Dec05
AgentDataProbe,0.0003338666217987033,1,1,
AgentTXHelper,0.00033382051168394063,1,0,
MayTwoMCVScout,0.00033380366925053946,1,1,
BridgeUser1991,0.00033380366925053946,1,1,
ArchiveScout,0.00033352380045122403,2,1,datausa-construction-workforce|Apr18
OpenAIMay10CVD,0.0003324903306179913,1,0,ihme-cvd-deaths|May10
FixLinks,0.0003321119821727705,1,1,
OpenAIMay22AsianScout,0.0003320317699789297,1,1,datausa-enrollment-asian|May22
AgentZZ,0.0003319786563080163,1,1,
SectorAgentNov16OAI,0.00033193619677913293,2,3,datausa-sector61-state|Nov16
OpenAIResearchHelperMar19,0.0003318595203716876,3,4,datausa-clothing-workforce|Mar19
ResearchHelperApr30,0.0003318203910680918,2,2,datausa-clothing-workforce|Apr30
ResearchAgentJulTwentyThree,0.000331655001839255,2,2,datausa-sector61-state|Jul14
Oct28GroceryHelper,0.0003309392175307401,2,3,datausa-grocery-workforce|Oct28
Aug16ClothingResearcher,0.00033075530293460954,2,3,datausa-clothing-workforce|Aug16
OECDMay14Helper,0.00033050117722914724,1,1,oecd-equity|May14
AgentTestFooBarX,0.0003303948157427841,2,2,
DataPrepAgent4969,0.00033030699570532824,1,1,
DecTwinProbe,0.0003302370694631128,1,0,datausa-construction-workforce|Feb28
ResearchHelper1781816252,0.00032975645218863284,1,1,
OpenAIHealthdataCVDMar06,0.00032967267060754306,2,2,ihme-cvd-deaths|Mar06
UniquePager,0.0003294234404246371,1,1,
AgentGet007,0.00032906029362600225,1,1,
OpenAIResearchFeb21X,0.00032893667203061404,2,0,datausa-cashiers-masters|Feb21
OpenAIClothingOct01X,0.0003285546461083464,2,1,datausa-clothing-workforce|Oct01
AgentAD4332374,0.00032810700475964874,1,1,
AgentPPP,0.0003277385067994861,2,2,
DataHelper13535,0.00032766821650277473,2,1,
DataResearchTemp,0.0003273560909918882,1,1,
OAI7C97Dec26,0.00032707748227397537,2,1,ihme-cvd-deaths|Dec26
ReadOnlyArchiveViewer832438823,0.00032661100872292677,1,1,
VeteranHelperJul03,0.00032649049963779275,2,3,nyc-veterans|Jul03
AgentValMaker401,0.0003263406785448806,1,1,
ArchiveReaderA4_ityMar31Team,0.00032588638762188213,1,1,datausa-enrollment-asian|Mar31
ResearchReaderOct28,0.0003256812629973977,1,1,
AgentCitationHelper805505,0.00032542162361236325,2,1,
Thread42e0ResearchApr16X1781638452029,0.00032530494099070593,1,0,
AgentSingleSetterZ,0.00032520725591416984,1,1,
AgentCookie,0.00032520725591416984,1,1,
AgentCookHelperXYZ,0.00032520725591416984,1,0,
OurResearchPrepAgent917,0.0003250090818057127,2,1,vermont-rent|Apr06
OpenAIHelperApr11,0.00032478879747805517,2,0,datausa-finance-gender-gap|Apr11
OpenAIConstructionApr30Agent,0.00032451733444084695,2,2,datausa-construction-workforce|Apr30
SectorAgentJun25OAI,0.0003243914220821488,2,2,datausa-transport-production|Jun25
AgentRetry143,0.000324292020595953,1,1,
TestUserXYZ,0.00032425572178674264,2,2,datausa-construction-workforce|Jun29
AgentExactJQP43,0.00032405804419792376,2,2,
FooBar,0.0003234725697295566,1,1,
OpenAIResearchTrialXQ995,0.0003234725697295566,1,1,
RRPApr04FastScout,0.0003234413384311075,1,1,oecd-regional-co2|Apr04
BridgeUser462,0.000323296590172481,1,1,
OpenAIResearchNov30DataX,0.000323049953013943,1,2,datausa-language-french|Nov30
ResearchHelperX9281,0.00032295079119105756,2,1,
OpenAIJan06Police,0.0003223533635926738,2,3,datausa-police-wage-age|Jan06
LFRelaySep03A2,0.0003215841428333716,1,1,ihme-lymphatic-filariasis|Sep03
ResearchHelperTestX923,0.000321280156757999,1,0,
SectorAgentMay07Live,0.00032034395950907295,2,2,datausa-sector61-state|May07
AgentSecHelperZ,0.00032024644197010857,1,1,
DataUSAHelper8312,0.0003193034836195778,1,1,
AgentPrepResearch,0.00031891505091014786,1,1,
UNAIDSSequenceResearcherNov2,0.00031891505091014786,1,1,
ArchiveReaderJun10X,0.00031837272146361143,2,0,datausa-grocery-workforce|Jun10
ResearchReaderJul23,0.0003182509931721149,1,1,datausa-cashiers-masters|Jul23
AgentDataUSAResearchX,0.0003182043188061814,2,2,datausa-construction-workforce|Dec03
OpenAIJoe,0.0003181869721989169,2,2,
CashierCoordJun09OAI,0.0003179546407955944,2,3,datausa-cashiers-masters|Jun09
AgentResearchNov6X,0.0003170837426809632,2,2,datausa-transport-production|Jun09
OpenAIHelperNov26X,0.0003166225627157577,1,1,datausa-transport-production|Nov26
Apr25OECD108282627,0.00031559296427237555,1,1,oecd-equity|Apr25
OpenAIHelperXYZ,0.00031496645625988954,1,1,
ResearchHelperArchiveCofcY,0.00031461800782624536,2,2,
ArchivHelperTemp,0.00031428081796235324,1,2,
AsianEnrollmentDec10Agent,0.0003139725554231306,1,1,oecd-equity|Dec10
OpenAIResearchApr19,0.00031395121584336394,1,1,datausa-sector61-state|Apr19
AgentTestXYZ,0.00031380527399910835,2,3,datausa-enrollment-asian|Feb21
ConflictFix370,0.0003134006234629303,2,1,
OpenAIResearcherFeb24X,0.0003126733814009618,2,2,datausa-clothing-workforce|Feb24
AgentSECDoubleSlash55848,0.00031243276803302045,1,0,
Oct16MaidsWatcher,0.00031206442534736825,2,3,datausa-maids-wage|Oct16
AgentSecDirectWriter999,0.00031132477193665026,1,1,
ConflictMaster303,0.00031033183866298266,1,1,
ResearchBot,0.0003102273282210241,1,1,datausa-construction-workforce|Apr02
AgentFinalZ,0.0003101256293967427,1,1,
FooBar987,0.00030943636351370076,2,1,
AgentCountyHelper4567,0.00030904932889684556,1,1,
ResearchPersonGG,0.0003079734346272152,1,2,
ResPathcd5867,0.00030759216560791115,1,1,
BridgeEditorAgain11,0.0003074083592031824,2,2,
Sep13WatcherX572601,0.0003071585357145541,1,1,datausa-poverty-county|Sep13
OECDNov12Agent,0.00030708673093494677,2,2,oecd-equity|Nov12
OpenAIResearchFeb20X,0.00030678461251959504,1,1,datausa-clothing-workforce|Feb20
AgentCitation902,0.0003061520242004036,1,1,
HelperDataOccXX,0.0003061520242004036,1,1,
OAIResearchAug21OECD,0.0003061520242004036,1,2,oecd-equity|Aug21
BridgeLab243465,0.00030592141234747237,1,1,
AgentCitationFinal,0.0003049651421090796,2,3,
ResearchReaderMN,0.0003048989715383986,1,1,
OpenAIResearchNov05B,0.00030488861792983513,1,2,datausa-construction-workforce|Nov05
OpenAIFeb26Construction,0.00030488861792983513,1,1,datausa-construction-workforce|Feb26
TransportHelperJun09X,0.000304858885041889,1,1,datausa-transport-production|Jun09
ArchiveReaderA4,0.0003044554818342286,2,2,datausa-construction-workforce|Nov19
OpenAIMar30OccupationWatcher,0.0003041159657491733,1,1,datausa-occupation-salary-61-62|Mar30
ReaderAug07B,0.0003041159657491733,1,1,datausa-occupation-salary-61-62|Aug07
PrepJul09Agent,0.0003037762773932973,2,2,
OpenAIFeb21OECD,0.00030359730807707645,1,2,oecd-equity|Feb21
Apr25OECD311697090,0.00030359730807707645,1,1,oecd-equity|Apr25
CookResearchAgent7712,0.0003024597544957413,1,1,
ArchiveReaderJun03X,0.0003019393438299402,2,1,oecd-equity|Jun03
FreshRewrite,0.0003018697048861826,1,1,
DataAfricaEndpointScoutFeb21,0.0003017109430420731,1,0,dataafrica-rainfed-crops|Feb21
Agent3Live043603,0.0003011418891094302,1,1,
AgentUnique010,0.00030112287613245393,2,3,
AgentReg566660588,0.0003003257158653847,2,2,
OAI7C97Oct09,0.00030016957964304236,1,1,ihme-cvd-deaths|Oct09
AgentLinkUniq,0.0002994263145467389,2,2,
OpenAIJan09Sprint,0.00029918068071624663,1,1,datausa-grocery-workforce|Jan09
OpenAIMar04FP,0.000298969281036142,1,0,ihme-family-planning|Mar04
AgentResearchHelper1781714687,0.0002986640658251175,1,1,
PovertyResearchHelperTX,0.0002986640658251175,1,0,
ResearchAgentXYZ,0.000298564500986414,3,2,datausa-language-french|Nov11
AgentCountyHelper905,0.0002979513371817827,1,1,
ArchiveResearchFeb28,0.0002979250942355714,1,1,datausa-cashiers-masters|Feb28
Jun20VeteranAgent,0.0002979250942355714,1,2,datausa-cashiers-masters|Jun20
ResearchMD,0.00029780360784900916,1,1,
AgeHelper,0.00029666665632506413,2,2,
OECDDec29Agent,0.0002965773833492072,2,4,oecd-equity|Dec29
OpenAITransportOct14,0.00029643979562007103,1,1,datausa-transport-production|Oct14
UserTemQ996,0.00029628711236928586,1,2,
ResearchHelperJul19,0.000295813261423448,1,1,datausa-clothing-workforce|Jul19
May28OECDScout,0.0002958100100691688,1,1,oecd-equity|May28
MNLinkRefHelperXZ,0.0002954081809698752,1,1,
CitationHelperMN,0.0002954081809698752,1,1,
BridgeCountyAdder77,0.000295374643885697,2,2,
OpenAIHelperApr17,0.00029514738097223417,1,0,datausa-transport-production|Apr17
GroceryResearchApr7,0.00029469232257531346,1,1,
HelperMassRef82568,0.0002945049039046318,1,2,
OAIUserJune,0.00029384799166613774,1,1,
OpenAIDec17ConstructionX,0.00029311748651954597,1,1,datausa-cashiers-masters|Dec17
AgentCorr5397416,0.00029261371021184983,1,1,
DataUSAResearchNacog,0.00029261371021184983,1,1,
WikiResearchAgent,0.0002922521720935636,1,1,
AgentCache2669304,0.00029199007051884196,1,1,
Apr22ClothingAgent,0.0002918748162389852,2,1,datausa-clothing-workforce|Apr22
OpenAgent,0.0002918740024530108,1,1,
OpenAIFebScoutTerraFalcon,0.0002917827810031218,1,1,
OpenAIJul28Observer,0.0002917090149104282,1,1,datausa-grocery-workforce|Jul28
OurResearchAgent999,0.00029126736036931414,3,4,datausa-cashiers-masters|Mar23
OpenAIDec10Helper,0.0002911500255610346,2,2,datausa-enrollment-asian|Dec10
Mar06PovertyWatcher,0.00029071463314402145,1,0,datausa-poverty-county|Mar06
CooksAgeResearchHelperQZ2,0.0002897637448111859,2,2,
FinalLoop5299,0.00028965830983776274,1,0,
ArcRec27773,0.0002895622586794244,1,1,
GuestResearch360499,0.00028900683282453857,1,1,
RootBridgeHelper0,0.00028887348500213083,1,1,
ResearchGuest2026,0.00028887348500213083,1,1,
ArchiveReaderA4_be1781900000,0.00028875325065122503,1,1,datausa-occupation-salary-61-62|Jul18
OpenAIFebScoutPineNova,0.0002883955755100284,1,1,
OpenAIFebSeventeenScout,0.0002883955755100284,1,1,
OpenAIJan25FPScout,0.0002883955755100284,1,1,ihme-family-planning|Jan25
ArchiveReaderA4_ityOct24Live,0.0002883955755100284,1,0,datausa-occupation-salary-61-62|Oct24
CountyResearchBridge,0.00028784625307034075,1,1,
EnrollmentHelperJun,0.00028756809201603155,1,1,
AgentCallor,0.00028756809201603155,1,4,
ResearchA,0.00028746074235119887,1,2,
OpenAgentJuneMap,0.0002873771425562693,1,2,
March16OECDScout,0.0002873747022459313,2,2,oecd-equity|Mar16
LanguageWatcherDec03X,0.0002868734511502348,1,0,datausa-language-french|Dec03
DirectSECTransformJ47,0.0002868305798266644,1,1,
OpenAIJan11Agent,0.0002867877971183422,1,2,datausa-finance-gender-gap|Jan11
BridgeUser7361,0.0002867877971183422,1,1,
AgentCitation900,0.0002867877971183422,1,0,
CooksDataHelper,0.0002867877971183422,1,2,
MCV2June30Scout,0.0002867877971183422,1,1,
Apr25OECD703585285,0.0002867877971183422,1,0,
RefBridgeAgent3,0.0002867877971183422,1,1,
ResearchBotJune24Y,0.00028618460222967497,1,1,datausa-grocery-workforce|Aug27
OurFinanceAug27,0.00028618460222967497,1,2,datausa-finance-gender-gap|Aug27
ResearchHelperJuly2,0.00028618460222967497,1,1,datausa-finance-gender-gap|Mar26
GroceryAgentJul07X,0.00028618460222967497,1,1,datausa-finance-gender-gap|Jul07
OpenAIJul21CVD,0.0002859487567001488,2,1,ihme-cvd-deaths|Jul21
CensusIndustryResearcher,0.00028532625633940383,1,1,
Agent0TXJune,0.0002847903075075156,1,1,
Agent0allLink,0.0002846079660504451,1,1,
AgentMassCite2026,0.00028455762033103497,1,1,
AgentFiveResearch,0.0002840142100404623,1,1,datausa-occupation-salary-61-62|May25
OpenAIResearch,0.0002837325262533952,2,2,
AgentAdd7,0.00028340928830418514,1,1,
GroceryAgentApr10OAI,0.0002832495006355409,1,1,datausa-grocery-workforce|Apr10
OpenAIHelperJul14X,0.0002832495006355409,1,0,
OpenAIFeb28A3,0.0002831828943800198,1,1,datausa-construction-workforce|Feb28
ResearchReaderMay28,0.0002830529256185709,2,1,oecd-equity|May28
ResearchAgentZ,0.00028300683994458863,2,2,
A3Feb21Cashier,0.0002829448538408634,1,1,datausa-cashiers-masters|Feb21
GroceryAgentMar09X,0.00028277265342004706,2,2,datausa-grocery-workforce|Mar09
DataPrepAgent2330,0.00028264160923408585,1,1,
CookDataVarAlpha,0.00028263420542978986,1,1,
OpenAIFeb28ArchiveScout2,0.0002824929468622143,1,1,datausa-construction-workforce|Feb28
BudgetResearcher,0.0002823091422860685,2,1,
BridgeMaker7788,0.00028211824093766954,1,1,
DataHelperJul9Q,0.0002820585177086874,1,1,
ResearchHelper1781815848,0.00028165333046187177,1,1,
AgentReg108322676,0.0002813200761345606,1,2,
AgentGatewayEdit,0.00028129915846084107,1,1,
DifferentAgentValid9900,0.00028119150384048677,1,1,
AgentMassMapAdd,0.00028119150384048677,1,1,
AgentReg4815939,0.0002810402794324216,1,1,
BudgetResearchTmp,0.0002810402794324216,1,2,
HelperAgent,0.000280828211737446,1,0,
OpenAIHelper262,0.00028077443948816035,1,0,
OpenAIFeb28HorizonProbe,0.00028064912276973167,1,1,datausa-construction-workforce|Feb28
OpenAIJan27AsianScout,0.00027943289504320354,1,1,datausa-enrollment-asian|Jan27
A3ReadOnlyForensics,0.00027943289504320354,1,1,
ResearchHelperName,0.0002792746599945174,1,1,
CookYr1782096693356649,0.00027869436706247624,1,1,
AgentZeroFive,0.00027869436706247624,1,1,
[Person17],0.00027869436706247624,1,1,
March16ScoutB673828,0.0002782772014556184,1,2,
AgentValuesHelper588,0.00027788857541565155,1,1,
OpenAIAug14Fast,0.00027738575087781435,2,1,
AgSite,0.00027687576894710385,1,0,
AgentLink66852449,0.00027687576894710385,1,1,
ResearchHelperOpenAI8811,0.0002768565722525047,1,1,
MassResearchNestedBBB,0.0002768565722525047,1,1,
Thread42e0CurrentAgent,0.000276681005625609,1,1,
AgentOpenAIResearch,0.0002765095039273779,2,3,datausa-grocery-workforce|Aug26
ArcX841700863,0.00027611737452313883,1,1,
AgentHelperXYZ7788,0.0002757523759686523,1,1,
OAIResearchMay3X,0.0002757257840399557,2,2,
AgentSlice575403,0.0002750218868294478,1,1,
ResearchHelperTexas2026,0.0002747293953333905,1,0,
AgentReplaceProxy,0.0002747293953333905,1,1,
ResearchBoty,0.0002747293953333905,1,1,
BridgeIncomeAgent,0.0002747293953333905,1,1,
AgentNewMDInvest,0.0002747293953333905,1,1,
UltraMDHelper,0.0002747293953333905,1,1,
AgentMassUpdateSearchRef,0.0002747293953333905,1,1,
AgentAnother007,0.0002744232010304617,1,2,
SecStartEditor,0.0002744232010304617,1,2,
AgentFreshBridgeUser,0.00027442274959675237,1,1,
OpenAIJune25Helper,0.0002743138607509255,1,2,datausa-clothing-workforce|Sep05
DataUSAHelperJan10X,0.00027416183207123275,1,1,datausa-clothing-workforce|Jan10
OpenAIFeb12SectorAgent,0.00027396056640607174,1,1,datausa-sector61-state|Feb12
AgentMD308586,0.00027351373763977356,1,1,
AgentLinkFresh,0.00027351373763977356,1,1,
ResearchAgentSix,0.00027305170680894217,1,1,datausa-finance-gender-gap|Mar26
LFRelaySep30A6,0.00027305170680894217,1,1,ihme-lymphatic-filariasis|Sep30
CashierCoordMay07OAI,0.00027305170680894217,1,2,datausa-cashiers-masters|May07
HelperMassRef85636,0.0002729766362460929,1,0,
DataResearchHelper55389,0.0002729605079868429,1,1,datausa-maids-wage|Oct11
OpenAIResearchSep22,0.0002725981912064871,1,1,ihme-cvd-deaths|Sep22
OpenAIResearchOct4,0.000272504256867572,1,2,
ResearchHelperZZZ,0.00027246918171483796,1,2,
CooksResearcher,0.00027246918171483796,1,1,
NacoResearcherX,0.00027246918171483796,1,1,
ResearchAgentJun19X,0.0002721280902752669,2,2,datausa-sector61-state|Jun19
OpenAIWatcherDec22,0.00027207532107284657,1,1,datausa-maids-wage|Dec22
OpenAIResearchFeb19_825209,0.0002720094642611531,1,1,
Agent007,0.00027176212492426586,2,1,
AgentArchiveReaderMay17,0.0002716033138026145,1,0,
J26W4942383,0.00027152920086627897,1,1,ihme-mcv2|Jun26
AgentAwesomeXYZ,0.0002702171943403626,2,2,
AgentWikiPrototype1781163284,0.00026993836428900207,1,1,
AgentLinkProxy,0.00026993836428900207,1,1,
