label,ip16,erste_version,lesekontakt_vor_schreiben,abstand_min
Jun18PovertyScout,4.150,2026-06-21 19:41:51+00:00,False,
Jun20VeteranAgent,168.62,2026-06-19 11:51:32+00:00,False,
Jun27LanguageAgent,135.232,2026-06-17 06:37:49+00:00,True,31278.483333333334
June05PovertyWatcher,20.237,2026-06-17 01:11:28+00:00,True,30900.266666666666
June09Scout,57.154,2026-06-21 20:24:58+00:00,True,4475.55
JuneScout,57.154,2026-06-20 10:03:43+00:00,True,2414.3
LFRelayApr15,20.237,2026-06-16 19:49:13+00:00,True,30578.016666666666
LFRelayDec10A3,4.227,2026-06-17 19:09:00+00:00,False,
LFRelayNov14,52.162,2026-06-16 17:36:08+00:00,False,
LFRelaySep03A2,4.150,2026-06-17 16:36:02+00:00,False,
LFRelaySep30A6,172.184,2026-06-17 09:05:15+00:00,False,
LFResearchHelperMay03,4.246,2026-06-16 14:20:21+00:00,False,
LanguageHelperJul17,20.165,2026-06-16 20:57:22+00:00,True,33664.95
LanguageHelperOct23,20.165,2026-06-16 21:31:41+00:00,True,33699.26666666667
LanguageWatcherDec03X,20.225,2026-06-17 01:40:49+00:00,False,
LanguageWatcherNov12,172.215,2026-06-16 20:59:11+00:00,False,
LatinAgentBridge,20.171,2026-05-30 21:12:24+00:00,False,
LibraryArchiveResearcherK,20.69,2026-05-28 12:46:27+00:00,False,
LibraryArchiveUserQ005,20.230,2026-05-28 16:54:21+00:00,False,
LibraryArchiveUserQ006,20.163,2026-05-28 16:26:16+00:00,True,2956.2833333333333
LibraryRefAgentZZ,20.172,2026-05-28 14:00:18+00:00,True,2908.616666666667
LinkHelper,20.9,2026-05-26 14:24:01+00:00,True,167.88333333333333
LinkHelper771,20.165,2026-06-18 21:08:45+00:00,True,36556.333333333336
LinkHelperABC,20.109,2026-05-26 16:16:42+00:00,False,
LinkHelperXYZ,57.154,2026-06-11 13:33:52+00:00,False,
LinkJQHelp,4.255,2026-06-18 17:18:46+00:00,True,33291.11666666667
LinkNested,23.100,2026-06-18 18:33:51+00:00,False,
LinkVariantTest,4.151,2026-05-26 13:44:45+00:00,False,
LinkWriter,172.173,2026-06-18 19:02:52+00:00,False,
LiveResearch640242,20.225,2026-06-16 20:04:10+00:00,False,
LongBotNamed,40.75,2026-06-01 16:09:54+00:00,False,
LooFmt606108,4.255,2026-06-18 19:46:32+00:00,True,33438.88333333333
LowcountryArchiveNoteHelperL4,57.154,2026-06-11 14:17:46+00:00,False,
MAResearchHelper991,20.171,2026-06-18 20:44:12+00:00,False,
MASecResearchOpenAI99,20.114,2026-06-18 20:48:45+00:00,True,33617.933333333334
MCV2June30Scout,57.154,2026-06-20 17:55:30+00:00,True,2886.0833333333335
MCV2LiveMar28,20.225,2026-06-20 10:25:25+00:00,False,
MCV2Nov30Scout,4.255,2026-06-20 19:56:36+00:00,True,2652.55
MCVScoutAug11,172.185,2026-06-20 21:21:49+00:00,False,
MDSecAppend60659,20.88,2026-06-18 19:38:27+00:00,False,
MNLinkRefHelper477,4.154,2026-05-30 23:48:48+00:00,False,
MNLinkRefHelperXZ,20.3,2026-05-30 23:49:22+00:00,False,
MaidsResearchSep02X,20.9,2026-06-16 19:37:54+00:00,True,30721.766666666666
MaidsSequenceAgentSep21,20.112,2026-06-16 09:33:25+00:00,False,
MaidsWageResearcherOct21,20.62,2026-06-16 09:33:25+00:00,False,
MaidsWatcherDec03,20.29,2026-06-16 18:57:25+00:00,False,
MapDataLinks,168.62,2026-06-18 17:58:30+00:00,False,
MapHelper,20.245,2026-06-18 17:34:48+00:00,False,
MapHelperNew992,20.165,2026-06-18 20:24:49+00:00,True,36512.4
MapJsonHelperJune,20.65,2026-06-18 19:11:01+00:00,False,
MapSecCitations,20.69,2026-06-18 20:15:04+00:00,False,
MapTxtHelper991,20.97,2026-06-18 21:01:26+00:00,True,33531.21666666667
Mar03OECDResearcher,20.65,2026-06-20 02:07:04+00:00,False,
Mar03ResearcherX,20.69,2026-06-16 19:04:20+00:00,False,
Mar06PovertyWatcher,20.59,2026-06-17 07:21:13+00:00,False,
Mar18PovertyWatcher,20.165,2026-06-17 01:49:15+00:00,True,33956.833333333336
Mar21OECDScoutX,4.227,2026-06-20 06:12:27+00:00,False,
Mar22PovertyWatcher,52.177,2026-06-17 09:20:54+00:00,False,
Mar26OAI,20.171,2026-06-17 09:04:37+00:00,False,
Mar28FastWatcher,20.83,2026-06-17 21:11:56+00:00,False,
Mar30TooltipVerifier,20.171,2026-06-20 04:56:50+00:00,False,
March13OECDHelper,20.83,2026-06-20 00:56:10+00:00,False,
March16OECDScout,65.52,2026-06-19 23:24:27+00:00,False,
March16ScoutB673828,172.212,2026-06-20 01:04:06+00:00,False,
MarketDataResearchHelperX,20.165,2026-05-28 18:53:38+00:00,True,6181.216666666666
MarketHelperXy,20.165,2026-05-28 19:32:12+00:00,True,6219.783333333334
MassConditionalHelper2,20.114,2026-06-18 18:53:13+00:00,True,33502.4
MassDataAnalyst,20.94,2026-06-18 18:58:01+00:00,True,33365.85
MassHelper11871,4.150,2026-06-18 19:43:55+00:00,False,
MassHelper15722,23.102,2026-06-18 19:44:35+00:00,False,
MassHelper56477,4.227,2026-06-18 20:15:38+00:00,False,
MassMapCitationHelperAB,20.165,2026-06-18 18:27:37+00:00,True,36395.2
MassMethodAdd,52.242,2026-06-18 18:20:37+00:00,True,33273.25
MassNestedJune21,20.65,2026-06-18 18:31:06+00:00,False,
MassResearchHelper,4.154,2026-06-18 18:47:47+00:00,False,
MassResearchJuneBBB,64.236,2026-06-18 18:04:04+00:00,True,36371.73333333333
MassResearchNestedBBB,52.165,2026-06-18 18:12:48+00:00,True,36380.55
MassResearchNewZZ,20.228,2026-06-22 06:39:26+00:00,False,
MassResearchUnres,20.168,2026-06-18 18:15:24+00:00,True,36383.21666666667
MassResearcherConditional,20.64,2026-06-18 18:49:32+00:00,True,10900.366666666667
MassSecWin12,20.97,2026-06-18 20:29:20+00:00,True,33499.11666666667
MassUpdater,20.98,2026-06-18 17:32:56+00:00,True,33359.46666666667
MassUpdaterJuly,20.110,2026-06-18 18:11:10+00:00,False,
MassUpdaterNew,172.185,2026-06-18 19:40:32+00:00,False,
May01PovertyStateScout,20.245,2026-06-21 12:32:14+00:00,False,
May03EquityAgent,20.69,2026-06-20 02:09:53+00:00,False,
May04OECDCurrent,20.228,2026-06-20 02:05:45+00:00,False,
May08ClothingAgent,23.100,2026-06-16 20:02:42+00:00,False,
May08LateClothing,135.232,2026-06-16 20:55:43+00:00,True,30696.383333333335
May10ConstructionAgent,20.169,2026-06-19 14:11:28+00:00,True,860.55
May13OECDScout,20.69,2026-06-20 06:39:46+00:00,False,
May13SectorAgent,20.69,2026-06-16 20:17:28+00:00,False,
May15ConstructionAgent,4.227,2026-06-19 14:14:03+00:00,False,
May15LanguageAgent,20.98,2026-06-17 07:15:43+00:00,True,31302.25
May16TimingScout,20.172,2026-06-20 17:17:53+00:00,True,36226.2
May17WageAgent,52.230,2026-06-20 17:42:00+00:00,False,
May22OAI,172.184,2026-06-17 08:49:41+00:00,False,
May26CVDScout,20.165,2026-06-21 05:59:09+00:00,True,3253.5
May28OECDScout,52.165,2026-06-20 02:24:51+00:00,True,1595.35
May30ConstructAgent,172.212,2026-06-19 14:07:45+00:00,False,
May31ClothingObserver,172.215,2026-06-16 19:09:47+00:00,False,
MayResearcher,20.62,2026-06-21 10:25:33+00:00,True,3521.85
MayTwoCounterCorrectionX,135.234,2026-06-20 02:24:33+00:00,True,38328.416666666664
MayTwoCountryCheckX,4.255,2026-06-20 10:49:57+00:00,True,2105.9
MayTwoFinalityRelayX,52.251,2026-06-20 10:46:52+00:00,True,2320.95
MayTwoMCVScout,172.212,2026-06-20 19:30:03+00:00,False,
MayTwoOECDObserverX,20.165,2026-06-20 01:53:01+00:00,True,1567.3666666666666
MayTwoOECDWriterBetaX,57.154,2026-06-20 03:03:02+00:00,True,1993.6166666666666
MayTwoObserverFreshX,20.122,2026-06-20 09:08:52+00:00,False,
McvSaveqFmdSuyrAgent,4.227,2026-06-20 11:24:27+00:00,False,
McvSavexbkUUQPyAgent,20.9,2026-06-20 09:44:37+00:00,True,35888.48333333333
MementoAgentTest,20.57,2026-06-18 18:00:02+00:00,False,
MetaMiner473143,20.172,2026-06-21 12:11:14+00:00,True,37359.55
MethodHelperX,20.98,2026-06-18 19:12:11+00:00,True,33458.71666666667
MineForce,20.245,2026-06-18 18:18:49+00:00,False,
MineForceZ,20.25,2026-06-18 18:28:16+00:00,False,
MineForceZZ,20.65,2026-06-18 18:50:29+00:00,False,
MineX2,20.165,2026-06-18 19:13:39+00:00,True,36441.23333333333
MiniTest777,74.249,2026-06-18 20:26:17+00:00,True,36415.15
MyAgentXYZ,74.249,2026-06-18 18:35:20+00:00,True,36304.2
MyCitationHelperXYZ,104.43,2026-06-01 14:39:34+00:00,True,8601.683333333332
MyClarkSourceReader,20.172,2026-06-01 15:01:35+00:00,True,8729.9
MyCookHelperJuneXYZ,20.168,2026-06-22 02:41:41+00:00,True,4493.016666666666
MyHelperNameXYZ,23.102,2026-06-22 02:49:49+00:00,False,
MyResearcherZAB,172.202,2026-05-28 13:38:19+00:00,True,2754.516666666667
MyTempTry,20.168,2026-06-18 19:22:49+00:00,True,36450.63333333333
NacoResearcherX,20.9,2026-06-22 08:38:49+00:00,True,38702.683333333334
NameTester,52.247,2026-05-26 15:25:42+00:00,True,3093.35
NavTiny2884,135.234,2026-06-18 20:20:25+00:00,True,36524.28333333333
NewResearchName445,20.45,2026-06-22 08:17:31+00:00,False,
NewWikiUserABCD,135.232,2026-05-28 13:36:33+00:00,True,2897.2166666666667
NewYork,4.150,2026-06-22 02:17:12+00:00,False,
NoteResearchMassJSXI,130.213,2026-06-18 19:17:05+00:00,False,
Nov01FinanceWatcher,172.184,2026-06-17 20:41:15+00:00,False,
Nov08ConstructionAgent,20.97,2026-06-17 01:11:24+00:00,True,30901.183333333334
Nov18PovertyWatcher,20.88,2026-06-17 03:36:45+00:00,False,
Nov21ClothingAgent,65.52,2026-06-16 21:43:02+00:00,False,
Nov22OECDScout,137.116,2026-06-20 01:01:22+00:00,False,
Nov26R6Poll,172.212,2026-06-17 03:23:14+00:00,False,
Nov26ResearchReader,13.78,2026-06-17 02:58:31+00:00,False,
Nov28OECDAgent,20.3,2026-06-20 01:07:52+00:00,False,
NumberReaderX,20.172,2026-05-30 20:31:08+00:00,True,6179.45
OAI1DC154Nov05,20.80,2026-06-21 19:37:56+00:00,True,4074.016666666667
OAI4FFEApr17,20.168,2026-06-16 20:53:23+00:00,True,33661.2
OAI4FFEJul16Current,20.98,2026-06-16 21:20:54+00:00,True,30707.433333333334
OAI7C97,135.232,2026-06-18 04:03:15+00:00,True,32563.916666666668
OAI7C97Dec26,20.125,2026-06-19 16:08:17+00:00,False,
OAI7C97Nov18,netz-1a26a5ad,2026-06-19 10:58:04+00:00,False,
OAI7C97Oct09,netz-2c89611a,2026-06-19 12:41:03+00:00,False,
OAI7E,20.169,2026-06-21 20:20:21+00:00,True,4109.433333333333
OAIApr15WatcherX,20.97,2026-06-16 21:36:55+00:00,True,30686.7
OAIDataResearch,52.246,2026-06-16 18:32:11+00:00,False,
OAIEquityDec02,52.159,2026-06-20 00:21:17+00:00,True,1477.2833333333333
OAIEquityDec30Raw,20.98,2026-06-20 05:03:37+00:00,True,35490.15
OAIEquityNov02,52.247,2026-06-20 08:40:16+00:00,True,38687.916666666664
OAIEquitySep04Agent,172.202,2026-06-21 19:25:37+00:00,True,37661.816666666666
OAIEquityTruth,20.97,2026-06-21 05:42:21+00:00,True,3225.883333333333
OAIFeb28Equity2,20.80,2026-06-20 02:05:05+00:00,True,1581.1666666666667
OAIHelperDec31C,4.255,2026-06-16 19:35:42+00:00,True,30548.05
OAIHelperFeb25,65.52,2026-06-17 16:44:48+00:00,False,
OAIHelperJune,20.171,2026-06-18 18:12:42+00:00,False,
OAIHelperKLM,20.94,2026-06-18 16:15:56+00:00,True,33203.76666666667
OAIHelperMar22X,20.88,2026-06-16 21:01:57+00:00,False,
OAIHelperNov11Probe,20.9,2026-06-16 21:20:13+00:00,True,30824.083333333332
OAIHelperSec,20.57,2026-06-18 16:06:18+00:00,False,
OAIHelperXYZ,20.114,2026-06-18 17:45:38+00:00,True,33434.816666666666
OAIHouseholdNov02Scout,52.161,2026-06-21 08:30:16+00:00,True,37082.916666666664
OAIJan14CVD,4.227,2026-06-21 03:09:03+00:00,False,
OAIJul03Poverty,64.236,2026-06-21 18:13:08+00:00,True,40700.8
OAIJul19Helper,104.42,2026-06-17 01:55:40+00:00,True,24592.883333333335
OAIJul19SectorAgent,20.97,2026-06-16 21:46:07+00:00,True,30695.9
OAIJul20SectorAgent,20.171,2026-06-16 20:56:09+00:00,False,
OAIJul26PovertyScout,20.165,2026-06-21 18:10:53+00:00,True,3985.233333333333
OAIJul26Researcher,4.227,2026-06-21 17:36:28+00:00,False,
OAIJul30Evening2028,netz-6a9f48eb,2026-06-21 03:45:34+00:00,False,
OAIJulBar,157.55,2026-06-21 14:56:55+00:00,True,31516.133333333335
OAIJulThirtyResearch,20.12,2026-06-21 03:22:33+00:00,True,3098.7833333333333
OAIJun07Research,52.159,2026-06-17 02:04:45+00:00,False,
OAIJun09Research,20.45,2026-06-21 01:50:11+00:00,False,
OAIJun19OECDScout,52.159,2026-06-20 00:57:56+00:00,True,1513.9333333333334
OAIJun30Scout,20.168,2026-06-21 09:15:00+00:00,True,3446.3333333333335
OAIJune20Coord,20.97,2026-06-21 21:59:34+00:00,True,4203.1
OAIJuneHelper2,20.109,2026-06-18 18:11:04+00:00,False,
OAINov26SectorScout,4.255,2026-06-16 19:31:28+00:00,True,30543.816666666666
OAIObserverMay27X,20.225,2026-06-16 19:47:49+00:00,False,
OAIOct28Y,20.65,2026-06-20 05:48:50+00:00,False,
OAIProdDec22Scout,20.122,2026-06-21 03:22:13+00:00,False,
OAIResearchAgent,20.65,2026-06-16 19:10:41+00:00,False,
OAIResearchApr08,20.171,2026-06-17 23:13:35+00:00,False,
OAIResearchAug21OECD,135.119,2026-06-19 23:36:33+00:00,False,
OAIResearchDec13FP,20.64,2026-06-21 11:10:22+00:00,True,14761.2
OAIResearchFeb14FP,20.98,2026-06-22 01:51:43+00:00,True,38178.25
OAIResearchFeb17,130.131,2026-06-20 06:21:28+00:00,False,
OAIResearchFeb27X,20.110,2026-06-20 02:14:57+00:00,False,
OAIResearchHelper987,57.154,2026-06-16 18:55:19+00:00,False,
OAIResearchJul09,20.45,2026-06-16 18:46:20+00:00,False,
OAIResearchJun22,172.212,2026-06-22 08:43:42+00:00,False,
OAIResearchMar26,20.29,2026-06-20 02:25:22+00:00,False,
OAIResearchMay24,20.97,2026-06-17 01:45:27+00:00,True,30935.233333333334
OAIResearchMay3X,20.97,2026-06-17 06:18:37+00:00,True,31208.4
OAIResearchNov23,20.69,2026-06-20 02:22:09+00:00,False,
OAIResearchOct26,20.98,2026-06-16 21:39:57+00:00,True,30726.483333333334
OAIResearcherX,20.69,2026-06-16 18:59:18+00:00,False,
OAISequenceNovOne,20.9,2026-06-16 19:03:03+00:00,True,30686.916666666668
OAITestNov12,135.232,2026-06-20 17:36:48+00:00,True,36257.46666666667
OAITestX,20.237,2026-06-20 03:44:42+00:00,True,35373.5
OAIThreadNov26Grocery,20.97,2026-06-16 20:08:28+00:00,True,30598.25
OAIThreadNov26GroceryC,135.232,2026-06-16 19:50:40+00:00,True,30631.333333333332
OAIUserJune,20.165,2026-06-18 17:25:54+00:00,True,36333.48333333333
OAIWageResearcher,20.69,2026-06-17 20:45:46+00:00,False,
OECDArchiveReaderX28653102X,20.165,2026-06-20 10:45:53+00:00,True,2100.233333333333
OECDArchiveReaderX53996760X,20.98,2026-06-20 03:45:14+00:00,True,35411.76666666667
OECDDec29Agent,64.236,2026-06-20 00:41:17+00:00,True,38208.95
OECDEquityApr14Scout,20.69,2026-06-20 06:39:31+00:00,False,
OECDEquityApr19Agent,23.102,2026-06-20 00:56:14+00:00,False,
OECDEquityAug02Agent,20.80,2026-06-19 23:57:55+00:00,True,1454.0
OECDEquityAug19Agent,20.171,2026-06-20 02:04:20+00:00,False,
OECDEquityDec16Agent,23.100,2026-06-20 06:35:03+00:00,False,
OECDEquityFeb07Agent,23.100,2026-06-20 03:15:12+00:00,False,
OECDEquityFeb17Scout,20.230,2026-06-20 01:15:27+00:00,False,
OECDEquityJan12Agent,157.55,2026-06-19 23:56:08+00:00,True,29175.35
OECDEquityJan21Scout,20.97,2026-06-20 00:37:32+00:00,True,1481.0666666666666
OECDEquityJul14Scout,23.100,2026-06-20 01:07:06+00:00,False,
OECDEquityJun06Agent,20.96,2026-06-20 01:35:25+00:00,False,
OECDEquityMar05Scout,4.155,2026-06-20 01:35:16+00:00,False,
OECDEquityMar15Agent,52.165,2026-06-19 23:57:26+00:00,True,1447.9333333333334
OECDEquityMar21Agent,20.168,2026-06-20 00:54:55+00:00,True,1506.25
OECDEquityMar31Team,52.176,2026-06-20 16:47:04+00:00,False,
OECDEquityMay09Agent,20.9,2026-06-20 01:46:00+00:00,True,35409.86666666667
OECDEquityMay17Agent,20.66,2026-06-20 00:53:41+00:00,False,
OECDEquityMay24Agent,20.62,2026-06-20 01:03:16+00:00,True,1519.5666666666666
OECDEquityOct04Agent,20.45,2026-06-17 09:42:30+00:00,False,
OECDEquityOct04Researcher,20.65,2026-06-20 02:07:25+00:00,False,
OECDEquityOct15Peer,20.122,2026-06-20 01:51:33+00:00,False,
OECDJan02Observer,132.196,2026-06-20 01:02:29+00:00,False,
OECDJan22Agent,104.210,2026-06-20 01:53:48+00:00,True,35221.13333333333
OECDJul10Research,4.227,2026-06-20 00:01:22+00:00,False,
OECDJul24Observer,20.168,2026-06-20 01:12:33+00:00,True,1523.8833333333334
OECDJun05Scout,20.25,2026-06-20 02:00:24+00:00,True,1794.45
OECDJun11Helper,157.55,2026-06-20 05:09:01+00:00,True,29488.233333333334
OECDJun26PrecisionScout,20.245,2026-06-20 02:20:08+00:00,False,
OECDMay14Helper,104.210,2026-06-20 03:51:39+00:00,True,35338.98333333333
OECDMay14Scout,20.168,2026-06-20 03:16:22+00:00,True,1647.7
OECDMay24Agent,64.236,2026-06-20 01:01:09+00:00,True,38228.816666666666
OECDNov12Agent,20.25,2026-06-20 00:53:19+00:00,True,1727.3666666666666
OECDNov22R1781921290521770054,20.245,2026-06-20 02:08:12+00:00,False,
OECDNov22R1781926719370621895,20.165,2026-06-20 03:38:41+00:00,True,1673.0333333333333
OECDNov22R1781927242438387788,20.80,2026-06-20 03:47:24+00:00,True,1683.4833333333333
OECDNov22Researcher,57.154,2026-06-20 00:42:32+00:00,True,1853.1166666666666
OECDReaderJul23,20.114,2026-06-21 03:22:35+00:00,True,36891.76666666667
OECDResearchAug10,57.154,2026-06-20 01:06:02+00:00,True,1876.6166666666666
OECDResearchGuest2,172.202,2026-06-20 09:16:22+00:00,True,35612.566666666666
OaiHelper,20.83,2026-06-16 18:55:29+00:00,False,
OaiResearchJuneSevenX,20.110,2026-06-16 19:19:22+00:00,False,
OaiResearcher,52.242,2026-06-16 18:51:36+00:00,True,30424.233333333334
OaiResearcher2720,4.151,2026-06-16 19:22:24+00:00,True,11192.483333333334
OaiResearcher5112,20.94,2026-06-16 19:26:08+00:00,True,30513.966666666667
ObserverTmpY,20.242,2026-06-20 11:35:38+00:00,False,
Oct01FinanceWatcher,20.165,2026-06-17 17:58:40+00:00,True,34926.25
Oct03CVDScout,64.236,2026-06-21 07:45:06+00:00,True,40072.76666666667
Oct07OECDScout,20.80,2026-06-20 05:12:27+00:00,True,1768.5333333333333
Oct12FinanceWatcher,57.154,2026-06-17 12:52:10+00:00,False,
Oct16MaidsWatcher,40.78,2026-06-16 19:42:56+00:00,False,
Oct16ResearchAgent,20.98,2026-06-16 19:38:33+00:00,True,30605.083333333332
Oct18Helper,104.210,2026-06-17 12:06:12+00:00,True,31513.533333333333
Oct21LangHelper,104.43,2026-06-17 01:54:52+00:00,True,30876.983333333334
Oct21LanguageHelper,52.246,2026-06-17 01:57:21+00:00,False,
Oct22OECDHelper,128.203,2026-06-20 06:30:16+00:00,False,
Oct24OECDScout,20.12,2026-06-20 09:51:30+00:00,True,2047.7333333333333
Oct25PovertyWatcher,20.62,2026-06-19 22:05:24+00:00,True,1341.7
Oct27VeteranWatcherB,52.176,2026-06-17 17:04:59+00:00,False,
Oct28GroceryHelper,20.94,2026-06-16 19:42:15+00:00,True,30530.083333333332
OecdEquityAgent,20.9,2026-06-20 02:07:36+00:00,True,35431.46666666667
OmegaHelper,52.242,2026-06-16 18:45:10+00:00,True,30417.8
OpenAI,20.228,2026-06-18 17:25:35+00:00,False,
OpenAI1781634475,20.96,2026-06-16 18:27:58+00:00,False,
OpenAI1781634584,20.29,2026-06-16 18:29:47+00:00,False,
OpenAI1781634691,52.162,2026-06-16 18:31:34+00:00,False,
OpenAIAgent252336,57.154,2026-06-16 21:30:45+00:00,False,
OpenAIAgent289910,52.225,2026-06-16 19:59:34+00:00,False,
OpenAIAgent305586,20.106,2026-06-16 18:44:41+00:00,False,
OpenAIApr01Scout,172.69,2026-06-21 21:56:33+00:00,False,
OpenAIApr09Watcher,4.151,2026-06-18 16:54:36+00:00,True,13924.683333333332
OpenAIApr10Scout,20.97,2026-06-21 19:51:52+00:00,True,4075.4
OpenAIApr15Watcher,20.9,2026-06-16 21:39:24+00:00,True,30843.266666666666
OpenAIApr26FPScout,13.78,2026-06-21 13:34:45+00:00,False,
OpenAIApr30SchoolScout,64.236,2026-06-21 18:42:10+00:00,True,40729.833333333336
OpenAIArchiveJun19,20.122,2026-06-16 21:37:36+00:00,False,
OpenAIAsianJun21Scout,20.97,2026-06-21 11:35:54+00:00,True,3579.4333333333334
OpenAIAug02FPScoutB,172.184,2026-06-21 18:19:02+00:00,False,
OpenAIAug09CVD,20.69,2026-06-21 06:29:06+00:00,False,
OpenAIAug14Fast,172.184,2026-06-21 03:21:39+00:00,False,
OpenAIAug19FPScout,20.45,2026-06-21 18:21:07+00:00,False,
OpenAIAug21ConstructionX,20.110,2026-06-17 02:34:48+00:00,False,
OpenAIAug23Police,40.70,2026-06-18 20:52:40+00:00,True,36540.55
OpenAIAug24ArchiveWatch,20.165,2026-06-16 21:47:48+00:00,True,33715.38333333333
OpenAIAug24SectorAgent,52.190,2026-06-16 19:59:29+00:00,False,
OpenAIAug27CVD,20.171,2026-06-20 13:27:54+00:00,False,
OpenAIAugTwoScout,65.52,2026-06-21 08:18:52+00:00,False,
OpenAIBot,40.65,2026-06-18 19:29:51+00:00,False,
OpenAIBridgeWindow10,104.209,2026-06-18 19:00:36+00:00,False,
OpenAIC72Prep,20.171,2026-06-17 23:32:04+00:00,False,
OpenAICVDApr01,netz-ac8014ae,2026-06-19 00:05:48+00:00,False,
OpenAICVDAug04,netz-5fd5ba41,2026-06-19 03:18:26+00:00,False,
OpenAICVDDec08Fast2028,netz-98e04a49,2026-06-21 01:16:10+00:00,False,
OpenAICVDFeb26Fast,52.165,2026-06-21 07:29:04+00:00,True,3339.5666666666666
OpenAICVDNov21,18.220,2026-06-18 22:04:53+00:00,False,
OpenAICite,130.131,2026-06-18 20:15:45+00:00,False,
OpenAIClimateOct01,20.125,2026-06-18 03:04:03+00:00,False,
OpenAIClothingApr30Late,20.171,2026-06-16 20:00:54+00:00,False,
OpenAIClothingMar29X,20.122,2026-06-16 20:58:09+00:00,False,
OpenAIClothingOct01X,13.78,2026-06-16 20:25:12+00:00,False,
OpenAIConstructionAgent,57.154,2026-06-17 07:55:58+00:00,False,
OpenAIConstructionApr30A2,4.151,2026-06-17 20:48:45+00:00,True,12718.833333333334
OpenAIConstructionApr30Agent,20.25,2026-06-17 20:40:07+00:00,False,
OpenAIConstructionNov18Agent,57.154,2026-06-17 16:44:46+00:00,False,
OpenAIConstructionOct07Agent,20.165,2026-06-17 17:45:47+00:00,True,34913.36666666667
OpenAIConstructionSep11X,20.228,2026-06-17 02:47:30+00:00,False,
OpenAIDataAfricaAug13,64.236,2026-06-17 23:14:18+00:00,True,35241.96666666667
OpenAIDataAfricaNov27,20.165,2026-06-17 09:53:10+00:00,True,34440.75
OpenAIDataBridge,20.98,2026-06-16 09:42:32+00:00,True,30009.066666666666
OpenAIDataHelperDec5,20.109,2026-06-16 22:31:59+00:00,False,
OpenAIDataUSAOccJul18,20.171,2026-06-21 18:20:02+00:00,False,
OpenAIDec01Researcher,20.59,2026-06-16 22:02:13+00:00,False,
OpenAIDec04Equity,20.230,2026-06-19 23:32:45+00:00,False,
OpenAIDec07Cashier,64.236,2026-06-21 19:45:28+00:00,True,40793.13333333333
OpenAIDec07Police,20.69,2026-06-19 21:39:06+00:00,False,
OpenAIDec09PovertyWatcher,20.66,2026-06-19 21:33:52+00:00,False,
OpenAIDec10Helper,20.237,2026-06-19 23:37:55+00:00,True,35126.71666666667
OpenAIDec11ConstructionX,4.154,2026-06-17 17:27:01+00:00,False,
OpenAIDec14A3,20.80,2026-06-18 16:10:37+00:00,True,36258.316666666666
OpenAIDec14AsianScout,20.7,2026-06-21 18:48:51+00:00,False,
OpenAIDec16Smoking,20.171,2026-06-21 11:40:44+00:00,False,
OpenAIDec17ConstructionX,4.227,2026-06-17 05:26:04+00:00,False,
OpenAIDec21Scout,20.114,2026-06-20 11:10:30+00:00,True,35919.683333333334
OpenAIDec22Police,172.173,2026-06-19 21:37:38+00:00,False,
OpenAIDec23Police,57.154,2026-06-19 19:58:04+00:00,True,1568.65
OpenAIDec23Police2,65.52,2026-06-19 20:08:04+00:00,False,
OpenAIDec24FPScout,20.114,2026-06-21 17:46:29+00:00,True,37755.666666666664
OpenAIDec27X2,20.237,2026-06-16 20:46:40+00:00,True,30635.466666666667
OpenAIDec28Police,20.12,2026-06-20 03:45:08+00:00,True,1681.3666666666666
OpenAIElPasoDecSeven,20.110,2026-06-20 18:35:46+00:00,False,
OpenAIElPasoJul23X,20.94,2026-06-19 16:31:03+00:00,True,34658.88333333333
OpenAIEquityApr30Scout,20.45,2026-06-21 08:09:03+00:00,False,
OpenAIExact931497,57.154,2026-06-16 21:57:57+00:00,False,
OpenAIFPResearchSep05,20.109,2026-06-21 10:50:05+00:00,False,
OpenAIFeb12SectorAgent,20.88,2026-06-16 20:53:24+00:00,False,
OpenAIFeb13Fast,4.227,2026-06-20 17:46:05+00:00,False,
OpenAIFeb13Fast6m,20.245,2026-06-20 17:46:49+00:00,False,
OpenAIFeb20Cashier2027,57.154,2026-06-19 12:35:28+00:00,True,1126.05
OpenAIFeb21OECD,20.97,2026-06-20 01:10:54+00:00,True,1514.4333333333334
OpenAIFeb23Construction,20.165,2026-06-18 06:09:14+00:00,True,35656.816666666666
OpenAIFeb25Construction,20.168,2026-06-17 19:12:02+00:00,True,34999.85
OpenAIFeb26Construction,20.228,2026-06-17 17:11:34+00:00,False,
OpenAIFeb26OECD,20.168,2026-06-20 03:02:52+00:00,True,1634.2
OpenAIFeb28A3,20.69,2026-06-18 17:24:27+00:00,False,
OpenAIFeb28A3X,20.3,2026-06-18 11:58:20+00:00,False,
OpenAIFeb28ArchiveScout2,20.9,2026-06-18 00:47:16+00:00,True,32471.133333333335
OpenAIFeb28Equity,20.245,2026-06-20 01:45:37+00:00,False,
OpenAIFeb28HorizonProbe,4.255,2026-06-18 06:16:21+00:00,True,32628.7
OpenAIFeb28Watcher,20.168,2026-06-17 18:56:04+00:00,True,34983.88333333333
OpenAIFeb28WatcherX,20.98,2026-06-18 17:51:24+00:00,True,33377.933333333334
OpenAIFebScoutAlphaLumen,157.56,2026-06-21 22:03:53+00:00,False,
OpenAIFebScoutPineNova,20.125,2026-06-21 21:02:42+00:00,False,
