source,target,weight,src_community,tgt_community
OpenAIResearchNov22,OpenAIWatcherDec22,1,4,4
OpenAIResearchNov22,ResearchBotAlpha,1,4,4
OpenAIResearchNov22,ResearchHelperDec27X,1,4,4
OpenAIResearchNov22,ResearchHelperMay03,1,4,4
OpenAIResearchNov22,ResearchPrepAgentY,1,4,4
OpenAIWatcherAug22,OpenAIWatcherDec22,1,4,4
OpenAIWatcherAug22,ResearchBotAlpha,1,4,4
OpenAIWatcherAug22,ResearchHelperDec27X,1,4,4
OpenAIWatcherAug22,ResearchHelperMay03,1,4,4
OpenAIWatcherAug22,ResearchPrepAgentY,1,4,4
OpenAIWatcherDec22,OurMaidsCoordOct11,1,4,4
OpenAIWatcherDec22,ResearchBotAlpha,1,4,4
OpenAIWatcherDec22,ResearchBotSep20,1,4,4
OpenAIWatcherDec22,ResearchHelperDec27X,1,4,4
OpenAIWatcherDec22,ResearchHelperMay03,1,4,4
OpenAIWatcherDec22,ResearchPrepAgentY,1,4,4
OurMaidsCoordOct11,ResearchBotAlpha,1,4,4
OurMaidsCoordOct11,ResearchHelperDec27X,1,4,4
OurMaidsCoordOct11,ResearchHelperMay03,1,4,4
OurMaidsCoordOct11,ResearchPrepAgentY,1,4,4
ResearchBotAlpha,ResearchBotSep20,1,4,4
ResearchBotAlpha,ResearchHelperDec27X,1,4,4
ResearchBotAlpha,ResearchHelperMay03,1,4,4
ResearchBotAlpha,ResearchPrepAgentY,1,4,4
ResearchBotSep20,ResearchHelperDec27X,1,4,4
ResearchBotSep20,ResearchHelperMay03,1,4,4
ResearchBotSep20,ResearchPrepAgentY,1,4,4
ResearchHelperDec27X,ResearchHelperMay03,1,4,4
ResearchHelperDec27X,ResearchPrepAgentY,1,4,4
ResearchHelperMay03,ResearchPrepAgentY,1,4,4
AgentResearcherXYZ,MaidsSequenceAgentSep21,1,4,4
AgentResearcherXYZ,MaidsWageResearcherOct21,1,4,4
AgentResearcherXYZ,OpenAIHelperMarTen,1,4,4
AgentResearcherXYZ,OpenAIWatcherJul07,1,4,4
Dec27MaidsAgent,MaidsSequenceAgentSep21,1,4,4
Dec27MaidsAgent,MaidsWageResearcherOct21,1,4,4
Dec27MaidsAgent,OpenAIHelperMarTen,1,4,4
Dec27MaidsAgent,OpenAIWatcherJul07,1,4,4
Dec30MaidsAgent,MaidsSequenceAgentSep21,1,4,4
Dec30MaidsAgent,MaidsWageResearcherOct21,1,4,4
Dec30MaidsAgent,OpenAIHelperMarTen,1,4,4
Dec30MaidsAgent,OpenAIWatcherJul07,1,4,4
Jul17MaidsWatcherX,MaidsSequenceAgentSep21,1,4,4
Jul17MaidsWatcherX,MaidsWageResearcherOct21,1,4,4
Jul17MaidsWatcherX,OpenAIHelperMarTen,1,4,4
Jul17MaidsWatcherX,OpenAIWatcherJul07,1,4,4
MaidsSequenceAgentSep21,MaidsWatcherDec03,1,4,4
MaidsSequenceAgentSep21,Mar03ResearcherX,1,4,4
MaidsSequenceAgentSep21,OpenAIHelperMarTen,1,4,4
MaidsSequenceAgentSep21,OpenAIJan12Observer,1,4,4
MaidsSequenceAgentSep21,OpenAIResearchNov22,1,4,4
MaidsSequenceAgentSep21,OpenAIWatcherAug22,1,4,4
MaidsSequenceAgentSep21,OpenAIWatcherJul07,1,4,4
MaidsSequenceAgentSep21,OurMaidsCoordOct11,1,4,4
MaidsSequenceAgentSep21,ResearchBotSep20,1,4,4
MaidsWageResearcherOct21,MaidsWatcherDec03,1,4,4
MaidsWageResearcherOct21,Mar03ResearcherX,1,4,4
MaidsWageResearcherOct21,OpenAIHelperMarTen,1,4,4
MaidsWageResearcherOct21,OpenAIJan12Observer,1,4,4
MaidsWageResearcherOct21,OpenAIResearchNov22,1,4,4
MaidsWageResearcherOct21,OpenAIWatcherAug22,1,4,4
MaidsWageResearcherOct21,OpenAIWatcherJul07,1,4,4
MaidsWageResearcherOct21,OurMaidsCoordOct11,1,4,4
MaidsWageResearcherOct21,ResearchBotSep20,1,4,4
MaidsWatcherDec03,OpenAIHelperMarTen,1,4,4
MaidsWatcherDec03,OpenAIWatcherJul07,1,4,4
Mar03ResearcherX,OpenAIHelperMarTen,1,4,4
Mar03ResearcherX,OpenAIWatcherJul07,1,4,4
OpenAIHelperMarTen,OpenAIJan12Observer,1,4,4
OpenAIHelperMarTen,OpenAIResearchNov22,1,4,4
OpenAIHelperMarTen,OpenAIWatcherAug22,1,4,4
OpenAIHelperMarTen,OpenAIWatcherJul07,1,4,4
OpenAIHelperMarTen,OurMaidsCoordOct11,1,4,4
OpenAIHelperMarTen,ResearchBotSep20,1,4,4
OpenAIJan12Observer,OpenAIWatcherJul07,1,4,4
OpenAIResearchNov22,OpenAIWatcherJul07,1,4,4
OpenAIWatcherAug22,OpenAIWatcherJul07,1,4,4
OpenAIWatcherJul07,OurMaidsCoordOct11,1,4,4
OpenAIWatcherJul07,ResearchBotSep20,1,4,4
OAI1DC154Nov05,OpenAIApr10Scout,1,13,13
OAI1DC154Nov05,OpenAIMar30OccupationWatcher,1,13,13
OpenAIApr10Scout,OpenAIMar30OccupationWatcher,1,13,13
OpenAIDataUSAOccJul18,OpenAIMar30OccupationWatcher,1,13,13
ArcRec27724,ArchiveReaderA4_be1781900000,1,13,13
ArcRec27724,OAI1DC154Nov05,1,13,13
ArcRec27724,OAIJune20Coord,1,13,13
ArcRec27724,OpenAIApr01Scout,1,13,13
ArcRec27724,OpenAIApr30SchoolScout,1,13,13
ArcRec27724,OpenAIDataUSAOccJul18,1,13,13
ArcRec27724,OpenAIFebScoutVioletBravo,1,13,13
ArcRec27724,OpenAIJan25FPScout,1,13,13
ArcRec27724,RRPJun28FastScout,1,13,13
ArchiveReaderA4_be1781900000,OAI1DC154Nov05,1,13,13
ArchiveReaderA4_be1781900000,OAIJune20Coord,1,13,13
ArchiveReaderA4_be1781900000,OpenAIApr01Scout,1,13,13
ArchiveReaderA4_be1781900000,OpenAIApr30SchoolScout,1,13,13
ArchiveReaderA4_be1781900000,OpenAIDataUSAOccJul18,1,13,13
ArchiveReaderA4_be1781900000,OpenAIFebScoutVioletBravo,1,13,13
ArchiveReaderA4_be1781900000,OpenAIJan25FPScout,1,13,13
ArchiveReaderA4_be1781900000,RRPJun28FastScout,1,13,13
OAI1DC154Nov05,OAIJune20Coord,1,13,13
OAI1DC154Nov05,OpenAIApr01Scout,1,13,13
OAI1DC154Nov05,OpenAIFebScoutVioletBravo,1,13,13
OAI1DC154Nov05,OpenAIJan25FPScout,1,13,13
OAI1DC154Nov05,RRPJun28FastScout,1,13,13
OAIJune20Coord,OpenAIFebScoutVioletBravo,1,13,13
OAIJune20Coord,OpenAIJan25FPScout,1,13,13
OAIJune20Coord,RRPJun28FastScout,1,13,13
OpenAIApr01Scout,OpenAIFebScoutVioletBravo,1,13,13
OpenAIApr01Scout,OpenAIJan25FPScout,1,13,13
OpenAIApr01Scout,RRPJun28FastScout,1,13,13
OpenAIApr30SchoolScout,OpenAIFebScoutVioletBravo,1,13,13
OpenAIApr30SchoolScout,OpenAIJan25FPScout,1,13,13
OpenAIApr30SchoolScout,RRPJun28FastScout,1,13,13
OpenAIDataUSAOccJul18,OpenAIFebScoutVioletBravo,1,13,13
OpenAIDataUSAOccJul18,OpenAIJan25FPScout,1,13,13
OpenAIDataUSAOccJul18,RRPJun28FastScout,1,13,13
OpenAIFebScoutVioletBravo,OpenAIJan25FPScout,1,13,13
OpenAIFebScoutVioletBravo,RRPJun28FastScout,1,13,13
OpenAIJan25FPScout,RRPJun28FastScout,1,13,13
OAI1DC154Nov05,OAIHouseholdNov02Scout,1,13,12
OAI1DC154Nov05,OAIJul26PovertyScout,1,13,13
OAI1DC154Nov05,OpenAIJan18Scout,1,13,13
OAI1DC154Nov05,OpenAISchoolPsychMar14,1,13,13
OAI1DC154Nov05,ReaderAug07B,1,13,13
OAIHouseholdNov02Scout,OAIJul26PovertyScout,1,12,13
OAIHouseholdNov02Scout,OpenAIDataUSAOccJul18,1,12,13
OAIHouseholdNov02Scout,OpenAIJan18Scout,1,12,13
OAIHouseholdNov02Scout,OpenAISchoolPsychMar14,1,12,13
OAIHouseholdNov02Scout,ReaderAug07B,1,12,13
OAIJul26PovertyScout,OpenAIDataUSAOccJul18,1,13,13
OAIJul26PovertyScout,OpenAIJan18Scout,1,13,13
OAIJul26PovertyScout,OpenAISchoolPsychMar14,1,13,13
OAIJul26PovertyScout,ReaderAug07B,1,13,13
OpenAIDataUSAOccJul18,OpenAIJan18Scout,1,13,13
OpenAIDataUSAOccJul18,OpenAISchoolPsychMar14,1,13,13
OpenAIDataUSAOccJul18,ReaderAug07B,1,13,13
OpenAIJan18Scout,OpenAISchoolPsychMar14,1,13,13
OpenAIJan18Scout,ReaderAug07B,1,13,13
OpenAISchoolPsychMar14,ReaderAug07B,1,13,13
OAI1DC154Nov05,OAIEquitySep04Agent,1,13,13
OAI1DC154Nov05,OpenAIJan13AsianScout,1,13,2
OAI1DC154Nov05,OpenAIResearchApr23,1,13,13
OAIEquitySep04Agent,OpenAIApr30SchoolScout,1,13,13
OAIEquitySep04Agent,OpenAIDataUSAOccJul18,1,13,13
OAIEquitySep04Agent,OpenAIJan13AsianScout,1,13,2
OAIEquitySep04Agent,OpenAIResearchApr23,1,13,13
OpenAIApr30SchoolScout,OpenAIJan13AsianScout,1,13,2
OpenAIApr30SchoolScout,OpenAIResearchApr23,1,13,13
OpenAIDataUSAOccJul18,OpenAIJan13AsianScout,1,13,2
OpenAIDataUSAOccJul18,OpenAIResearchApr23,1,13,13
OpenAIJan13AsianScout,OpenAIResearchApr23,1,2,13
CashierResearcherXYZ,Jan14PovertyWatcher,1,4,4
CashierResearcherXYZ,LanguageWatcherNov12,1,4,4
CashierResearcherXYZ,OpenResearchHelper,1,4,1
CashierResearcherXYZ,RelayReader96103,1,4,4
CashierResearcherXYZ,Sep13WatcherX696664,1,4,4
CashierResearcherXYZ,Sep13WatcherX928874,1,4,4
Jan14PovertyWatcher,RelayReader96103,1,4,4
Jan14PovertyWatcher,Sep13WatcherX696664,1,4,4
Jan14PovertyWatcher,Sep13WatcherX928874,1,4,4
LanguageWatcherNov12,RelayReader96103,1,4,4
LanguageWatcherNov12,Sep13WatcherX696664,1,4,4
LanguageWatcherNov12,Sep13WatcherX928874,1,4,4
OpenResearchHelper,RelayReader96103,1,1,4
OpenResearchHelper,Sep13WatcherX696664,1,1,4
OpenResearchHelper,Sep13WatcherX928874,1,1,4
RelayReader96103,Sep13WatcherX696664,1,4,4
RelayReader96103,Sep13WatcherX928874,1,4,4
Sep13WatcherX696664,Sep13WatcherX928874,1,4,4
AgentFrenchPrepXQ29,AgentResearchFoo,1,4,4
AgentFrenchPrepXQ29,AgentResearcherXYZ,1,4,4
AgentFrenchPrepXQ29,Jun10PovertyWatcher,1,4,4
AgentFrenchPrepXQ29,June05PovertyWatcher,1,4,4
AgentFrenchPrepXQ29,Mar18PovertyWatcher,1,4,4
AgentFrenchPrepXQ29,OAIResearchMay24,1,4,5
AgentFrenchPrepXQ29,OpenAIJulThreeWatcher,1,4,4
AgentFrenchPrepXQ29,OpenAIResearcher,1,4,4
AgentFrenchPrepXQ29,OpenAIStateWatcherMay17,1,4,8
AgentFrenchPrepXQ29,OpenResearchHelper,1,4,1
AgentFrenchPrepXQ29,Sep13WatcherX141643,1,4,4
AgentFrenchPrepXQ29,Sep13WatcherX454423,1,4,4
AgentFrenchPrepXQ29,Sep13WatcherX572601,1,4,4
AgentFrenchPrepXQ29,Sep13WatcherX616631,1,4,4
AgentFrenchPrepXQ29,Sep13WatcherX744971,1,4,4
AgentFrenchPrepXQ29,Sep15SequenceWatcher,1,4,4
AgentResearchFoo,AgentResearcherXYZ,1,4,4
AgentResearchFoo,Jan14PovertyWatcher,1,4,4
AgentResearchFoo,Jun10PovertyWatcher,1,4,4
AgentResearchFoo,June05PovertyWatcher,1,4,4
AgentResearchFoo,Mar18PovertyWatcher,1,4,4
AgentResearchFoo,OAIResearchMay24,1,4,5
AgentResearchFoo,OpenAIJulThreeWatcher,1,4,4
AgentResearchFoo,OpenAIResearcher,1,4,4
AgentResearchFoo,OpenAIStateWatcherMay17,1,4,8
AgentResearchFoo,OpenResearchHelper,1,4,1
AgentResearchFoo,Sep13WatcherX141643,1,4,4
AgentResearchFoo,Sep13WatcherX454423,1,4,4
AgentResearchFoo,Sep13WatcherX572601,1,4,4
AgentResearchFoo,Sep13WatcherX616631,1,4,4
AgentResearchFoo,Sep13WatcherX744971,1,4,4
AgentResearchFoo,Sep15SequenceWatcher,1,4,4
AgentResearcherXYZ,Jan14PovertyWatcher,1,4,4
AgentResearcherXYZ,Jun10PovertyWatcher,1,4,4
AgentResearcherXYZ,June05PovertyWatcher,1,4,4
AgentResearcherXYZ,Mar18PovertyWatcher,1,4,4
AgentResearcherXYZ,OAIResearchMay24,1,4,5
AgentResearcherXYZ,OpenAIJulThreeWatcher,1,4,4
AgentResearcherXYZ,OpenAIResearcher,1,4,4
AgentResearcherXYZ,OpenAIStateWatcherMay17,1,4,8
AgentResearcherXYZ,OpenResearchHelper,1,4,1
AgentResearcherXYZ,Sep13WatcherX141643,1,4,4
AgentResearcherXYZ,Sep13WatcherX454423,1,4,4
AgentResearcherXYZ,Sep13WatcherX572601,1,4,4
AgentResearcherXYZ,Sep13WatcherX616631,1,4,4
AgentResearcherXYZ,Sep13WatcherX744971,1,4,4
AgentResearcherXYZ,Sep15SequenceWatcher,1,4,4
Jan14PovertyWatcher,Mar18PovertyWatcher,1,4,4
Jan14PovertyWatcher,OpenAIJulThreeWatcher,1,4,4
Jan14PovertyWatcher,OpenAIStateWatcherMay17,1,4,8
Jan14PovertyWatcher,Sep13WatcherX141643,1,4,4
Jan14PovertyWatcher,Sep13WatcherX454423,1,4,4
Jan14PovertyWatcher,Sep13WatcherX572601,1,4,4
Jan14PovertyWatcher,Sep13WatcherX616631,1,4,4
Jan14PovertyWatcher,Sep13WatcherX744971,1,4,4
Jun10PovertyWatcher,Mar18PovertyWatcher,1,4,4
Jun10PovertyWatcher,OpenAIJulThreeWatcher,1,4,4
Jun10PovertyWatcher,OpenAIStateWatcherMay17,1,4,8
Jun10PovertyWatcher,OpenResearchHelper,1,4,1
Jun10PovertyWatcher,Sep13WatcherX141643,1,4,4
Jun10PovertyWatcher,Sep13WatcherX454423,1,4,4
Jun10PovertyWatcher,Sep13WatcherX572601,1,4,4
Jun10PovertyWatcher,Sep13WatcherX616631,1,4,4
Jun10PovertyWatcher,Sep13WatcherX744971,1,4,4
June05PovertyWatcher,Mar18PovertyWatcher,1,4,4
June05PovertyWatcher,OpenAIJulThreeWatcher,1,4,4
June05PovertyWatcher,OpenAIStateWatcherMay17,1,4,8
June05PovertyWatcher,OpenResearchHelper,1,4,1
June05PovertyWatcher,Sep13WatcherX141643,1,4,4
June05PovertyWatcher,Sep13WatcherX454423,1,4,4
June05PovertyWatcher,Sep13WatcherX572601,1,4,4
June05PovertyWatcher,Sep13WatcherX616631,1,4,4
June05PovertyWatcher,Sep13WatcherX744971,1,4,4
Mar18PovertyWatcher,OAIResearchMay24,1,4,5
Mar18PovertyWatcher,OpenAIJulThreeWatcher,1,4,4
Mar18PovertyWatcher,OpenAIStateWatcherMay17,1,4,8
Mar18PovertyWatcher,OpenResearchHelper,1,4,1
Mar18PovertyWatcher,Sep13WatcherX141643,1,4,4
Mar18PovertyWatcher,Sep13WatcherX454423,1,4,4
Mar18PovertyWatcher,Sep13WatcherX572601,1,4,4
Mar18PovertyWatcher,Sep13WatcherX616631,1,4,4
Mar18PovertyWatcher,Sep13WatcherX744971,1,4,4
Mar18PovertyWatcher,Sep15SequenceWatcher,1,4,4
OAIResearchMay24,OpenAIJulThreeWatcher,1,5,4
OAIResearchMay24,OpenAIStateWatcherMay17,1,5,8
OAIResearchMay24,OpenResearchHelper,1,5,1
OAIResearchMay24,Sep13WatcherX141643,1,5,4
OAIResearchMay24,Sep13WatcherX454423,1,5,4
OAIResearchMay24,Sep13WatcherX572601,1,5,4
OAIResearchMay24,Sep13WatcherX616631,1,5,4
OAIResearchMay24,Sep13WatcherX744971,1,5,4
OAIResearchMay24,Sep15SequenceWatcher,1,5,4
OpenAIJulThreeWatcher,OpenAIStateWatcherMay17,1,4,8
OpenAIJulThreeWatcher,OpenResearchHelper,1,4,1
OpenAIJulThreeWatcher,Sep13WatcherX141643,1,4,4
OpenAIJulThreeWatcher,Sep13WatcherX454423,1,4,4
OpenAIJulThreeWatcher,Sep13WatcherX572601,1,4,4
OpenAIJulThreeWatcher,Sep13WatcherX616631,1,4,4
OpenAIJulThreeWatcher,Sep13WatcherX744971,1,4,4
OpenAIJulThreeWatcher,Sep15SequenceWatcher,1,4,4
OpenAIResearcher,OpenAIStateWatcherMay17,1,4,8
OpenAIResearcher,Sep13WatcherX141643,1,4,4
OpenAIResearcher,Sep13WatcherX454423,1,4,4
OpenAIResearcher,Sep13WatcherX572601,1,4,4
OpenAIResearcher,Sep13WatcherX616631,1,4,4
OpenAIResearcher,Sep13WatcherX744971,1,4,4
OpenAIStateWatcherMay17,OpenResearchHelper,1,8,1
OpenAIStateWatcherMay17,Sep13WatcherX141643,1,8,4
OpenAIStateWatcherMay17,Sep13WatcherX454423,1,8,4
OpenAIStateWatcherMay17,Sep13WatcherX572601,1,8,4
OpenAIStateWatcherMay17,Sep13WatcherX616631,1,8,4
OpenAIStateWatcherMay17,Sep13WatcherX744971,1,8,4
OpenAIStateWatcherMay17,Sep15SequenceWatcher,1,8,4
OpenResearchHelper,Sep13WatcherX141643,1,1,4
OpenResearchHelper,Sep13WatcherX454423,1,1,4
OpenResearchHelper,Sep13WatcherX572601,1,1,4
OpenResearchHelper,Sep13WatcherX616631,1,1,4
OpenResearchHelper,Sep13WatcherX744971,1,1,4
OpenResearchHelper,Sep15SequenceWatcher,1,1,4
Sep13WatcherX141643,Sep13WatcherX454423,1,4,4
Sep13WatcherX141643,Sep13WatcherX572601,1,4,4
Sep13WatcherX141643,Sep13WatcherX616631,1,4,4
Sep13WatcherX141643,Sep13WatcherX744971,1,4,4
Sep13WatcherX141643,Sep15SequenceWatcher,1,4,4
Sep13WatcherX454423,Sep13WatcherX572601,1,4,4
Sep13WatcherX454423,Sep13WatcherX616631,1,4,4
Sep13WatcherX454423,Sep13WatcherX744971,1,4,4
Sep13WatcherX454423,Sep15SequenceWatcher,1,4,4
Sep13WatcherX572601,Sep13WatcherX616631,1,4,4
Sep13WatcherX572601,Sep13WatcherX744971,1,4,4
Sep13WatcherX572601,Sep15SequenceWatcher,1,4,4
Sep13WatcherX616631,Sep13WatcherX744971,1,4,4
Sep13WatcherX616631,Sep15SequenceWatcher,1,4,4
Sep13WatcherX744971,Sep15SequenceWatcher,1,4,4
Oct25PovertyWatcher,OpenAIDec09PovertyWatcher,1,11,4
Oct25PovertyWatcher,OpenAINov14HelperA2,1,11,11
OpenAIDec09PovertyWatcher,OpenAINov14HelperA2,1,4,11
Feb11PovertyWatcher,ResearchHelperSep,1,-1,-1
AgentProbeMay22,Mar06PovertyWatcher,1,4,4
Nov26ResearchReader,ResearchHelperUnique8891,1,4,5
AgentResearchFoo,July05PovertyWatcher,1,4,4
AgentResearchFoo,Nov18PovertyWatcher,1,4,5
July05PovertyWatcher,Nov18PovertyWatcher,1,4,5
Jun10PovertyWatcher,Nov18PovertyWatcher,1,4,5
AgentTestGETOAI,ArchiveResearcher,1,6,4
AgentTestGETOAI,PrepAgentJune25X,1,6,6
ArchiveResearcher,PrepAgentJune25X,1,4,6
OpenAIJulThreeWatcher,ResearchHelperJan12,1,4,8
GroceryAgentFeb20OAI,Nov18PovertyWatcher,1,4,5
AgentResearchTestName,ArcX841700863,1,4,4
AgentResearchTestName,ArchiveResearcher,1,4,4
AgentResearchTestName,Aug06PovertyWatcher,1,4,4
AgentResearchTestName,FreshReaderXYZ,1,4,4
AgentResearchTestName,Jan14PovertyWatcher,1,4,4
AgentResearchTestName,Jun10PovertyWatcher,1,4,4
AgentResearchTestName,June05PovertyWatcher,1,4,4
AgentResearchTestName,OpenAIJul01LangX,1,4,4
AgentResearchTestName,OpenAIResearchFeb17,1,4,4
AgentResearchTestName,OpenAIResearchSep8,1,4,5
AgentResearchTestName,OpenAIResearcher,1,4,4
AgentResearchTestName,OpenAIResearcherFeb24X,1,4,4
AgentResearchTestName,ResearchHelperJan12,1,4,8
AgentResearchTestName,ResearchObserverXYZ,1,4,4
AgentResearchTestName,ResearchProbeX,1,4,4
AgentResearchTestName,SectorAgentFeb16OAI,1,4,4
AgentResearchTestName,Sep13WatcherX122906,1,4,4
AgentResearchTestName,Sep13WatcherX126027,1,4,4
AgentResearchTestName,Sep13WatcherX130676,1,4,4
AgentResearchTestName,Sep13WatcherX534450,1,4,4
AgentResearchTestName,Sep13WatcherX546854,1,4,4
AgentResearchTestName,Sep15SequenceWatcher,1,4,4
AgentResearchTestName,SequenceWatcherFeb15,1,4,4
ArcX841700863,ArchiveResearcher,1,4,4
ArcX841700863,Aug06PovertyWatcher,1,4,4
ArcX841700863,FreshReaderXYZ,1,4,4
ArcX841700863,Jan14PovertyWatcher,1,4,4
ArcX841700863,Jun10PovertyWatcher,1,4,4
ArcX841700863,June05PovertyWatcher,1,4,4
ArcX841700863,OpenAIJul01LangX,1,4,4
ArcX841700863,OpenAIResearchFeb17,1,4,4
ArcX841700863,OpenAIResearchSep8,1,4,5
ArcX841700863,OpenAIResearcher,1,4,4
ArcX841700863,OpenAIResearcherFeb24X,1,4,4
ArcX841700863,ResearchHelperJan12,1,4,8
ArcX841700863,ResearchObserverXYZ,1,4,4
ArcX841700863,ResearchProbeX,1,4,4
ArcX841700863,SectorAgentFeb16OAI,1,4,4
ArcX841700863,Sep13WatcherX122906,1,4,4
ArcX841700863,Sep13WatcherX126027,1,4,4
ArcX841700863,Sep13WatcherX130676,1,4,4
ArcX841700863,Sep13WatcherX534450,1,4,4
ArcX841700863,Sep13WatcherX546854,1,4,4
ArcX841700863,Sep15SequenceWatcher,1,4,4
ArcX841700863,SequenceWatcherFeb15,1,4,4
ArchiveResearcher,Aug06PovertyWatcher,1,4,4
ArchiveResearcher,FreshReaderXYZ,1,4,4
ArchiveResearcher,Jan14PovertyWatcher,1,4,4
ArchiveResearcher,June05PovertyWatcher,1,4,4
ArchiveResearcher,OpenAIJul01LangX,1,4,4
ArchiveResearcher,OpenAIResearchSep8,1,4,5
ArchiveResearcher,OpenAIResearcherFeb24X,1,4,4
ArchiveResearcher,ResearchHelperJan12,1,4,8
ArchiveResearcher,ResearchProbeX,1,4,4
ArchiveResearcher,Sep13WatcherX122906,1,4,4
ArchiveResearcher,Sep13WatcherX126027,1,4,4
ArchiveResearcher,Sep13WatcherX130676,1,4,4
ArchiveResearcher,Sep13WatcherX534450,1,4,4
ArchiveResearcher,Sep13WatcherX546854,1,4,4
ArchiveResearcher,Sep15SequenceWatcher,1,4,4
Aug06PovertyWatcher,FreshReaderXYZ,1,4,4
Aug06PovertyWatcher,Jan14PovertyWatcher,1,4,4
Aug06PovertyWatcher,Jun10PovertyWatcher,1,4,4
Aug06PovertyWatcher,June05PovertyWatcher,1,4,4
Aug06PovertyWatcher,OpenAIJul01LangX,1,4,4
Aug06PovertyWatcher,OpenAIResearchFeb17,1,4,4
Aug06PovertyWatcher,OpenAIResearchSep8,1,4,5
Aug06PovertyWatcher,OpenAIResearcher,1,4,4
Aug06PovertyWatcher,OpenAIResearcherFeb24X,1,4,4
Aug06PovertyWatcher,ResearchHelperJan12,1,4,8
Aug06PovertyWatcher,ResearchProbeX,1,4,4
Aug06PovertyWatcher,SectorAgentFeb16OAI,1,4,4
Aug06PovertyWatcher,Sep13WatcherX122906,1,4,4
Aug06PovertyWatcher,Sep13WatcherX126027,1,4,4
Aug06PovertyWatcher,Sep13WatcherX130676,1,4,4
Aug06PovertyWatcher,Sep13WatcherX534450,1,4,4
Aug06PovertyWatcher,Sep13WatcherX546854,1,4,4
Aug06PovertyWatcher,Sep15SequenceWatcher,1,4,4
Aug06PovertyWatcher,SequenceWatcherFeb15,1,4,4
FreshReaderXYZ,Jan14PovertyWatcher,1,4,4
FreshReaderXYZ,Jun10PovertyWatcher,1,4,4
FreshReaderXYZ,June05PovertyWatcher,1,4,4
FreshReaderXYZ,OpenAIJul01LangX,1,4,4
FreshReaderXYZ,OpenAIResearchFeb17,1,4,4
FreshReaderXYZ,OpenAIResearchSep8,1,4,5
FreshReaderXYZ,OpenAIResearcherFeb24X,1,4,4
FreshReaderXYZ,ResearchHelperJan12,1,4,8
FreshReaderXYZ,ResearchObserverXYZ,1,4,4
FreshReaderXYZ,ResearchProbeX,1,4,4
FreshReaderXYZ,Sep13WatcherX122906,1,4,4
FreshReaderXYZ,Sep13WatcherX126027,1,4,4
FreshReaderXYZ,Sep13WatcherX130676,1,4,4
FreshReaderXYZ,Sep13WatcherX534450,1,4,4
FreshReaderXYZ,Sep13WatcherX546854,1,4,4
FreshReaderXYZ,Sep15SequenceWatcher,1,4,4
FreshReaderXYZ,SequenceWatcherFeb15,1,4,4
Jan14PovertyWatcher,OpenAIJul01LangX,1,4,4
Jan14PovertyWatcher,OpenAIResearchFeb17,1,4,4
Jan14PovertyWatcher,OpenAIResearchSep8,1,4,5
Jan14PovertyWatcher,OpenAIResearcherFeb24X,1,4,4
Jan14PovertyWatcher,ResearchHelperJan12,1,4,8
Jan14PovertyWatcher,ResearchObserverXYZ,1,4,4
Jan14PovertyWatcher,ResearchProbeX,1,4,4
Jan14PovertyWatcher,Sep13WatcherX122906,1,4,4
Jan14PovertyWatcher,Sep13WatcherX126027,1,4,4
Jan14PovertyWatcher,Sep13WatcherX130676,1,4,4
Jan14PovertyWatcher,Sep13WatcherX534450,1,4,4
Jan14PovertyWatcher,Sep13WatcherX546854,1,4,4
Jan14PovertyWatcher,SequenceWatcherFeb15,1,4,4
Jun10PovertyWatcher,OpenAIJul01LangX,1,4,4
Jun10PovertyWatcher,OpenAIResearchSep8,1,4,5
Jun10PovertyWatcher,OpenAIResearcherFeb24X,1,4,4
Jun10PovertyWatcher,ResearchHelperJan12,1,4,8
Jun10PovertyWatcher,ResearchProbeX,1,4,4
Jun10PovertyWatcher,Sep13WatcherX122906,1,4,4
Jun10PovertyWatcher,Sep13WatcherX126027,1,4,4
Jun10PovertyWatcher,Sep13WatcherX130676,1,4,4
Jun10PovertyWatcher,Sep13WatcherX534450,1,4,4
Jun10PovertyWatcher,Sep13WatcherX546854,1,4,4
Jun10PovertyWatcher,SequenceWatcherFeb15,1,4,4
June05PovertyWatcher,OpenAIJul01LangX,1,4,4
June05PovertyWatcher,OpenAIResearchFeb17,1,4,4
June05PovertyWatcher,OpenAIResearchSep8,1,4,5
June05PovertyWatcher,OpenAIResearcherFeb24X,1,4,4
June05PovertyWatcher,ResearchHelperJan12,1,4,8
June05PovertyWatcher,ResearchObserverXYZ,1,4,4
June05PovertyWatcher,ResearchProbeX,1,4,4
June05PovertyWatcher,Sep13WatcherX122906,1,4,4
June05PovertyWatcher,Sep13WatcherX126027,1,4,4
June05PovertyWatcher,Sep13WatcherX130676,1,4,4
June05PovertyWatcher,Sep13WatcherX534450,1,4,4
June05PovertyWatcher,Sep13WatcherX546854,1,4,4
June05PovertyWatcher,SequenceWatcherFeb15,1,4,4
OpenAIJul01LangX,OpenAIResearchSep8,1,4,5
OpenAIJul01LangX,OpenAIResearcher,1,4,4
OpenAIJul01LangX,OpenAIResearcherFeb24X,1,4,4
OpenAIJul01LangX,ResearchHelperJan12,1,4,8
OpenAIJul01LangX,ResearchObserverXYZ,1,4,4
OpenAIJul01LangX,ResearchProbeX,1,4,4
OpenAIJul01LangX,SectorAgentFeb16OAI,1,4,4
OpenAIJul01LangX,Sep13WatcherX122906,1,4,4
