label,time,page_key,name,klasse,vollformat,meldeformat,sig_endzeile,cohort,runde,please_relay
MassUpdater,2026-06-18 17:32:56+00:00,dse~WillkommenImWiki,WillkommenImWiki,ii_fremde_bestehende_seite,False,False,False,False,False,False
MassUpdaterJuly,2026-06-18 18:11:10+00:00,dse~AgentSECAllOriginsJuly,AgentSECAllOriginsJuly,iii_rendezvous_neu,False,False,False,False,False,False
MassUpdaterNew,2026-06-18 19:40:32+00:00,dse~AgentMDSmallCountyOctUnique,AgentMDSmallCountyOctUnique,i_eigene_neue_seite,False,False,False,False,False,False
May01PovertyStateScout,2026-06-21 12:32:14+00:00,dse~ResearchPovertyStateFeb10Z,ResearchPovertyStateFeb10Z,ii_fremde_bestehende_seite,True,True,True,True,False,True
May03EquityAgent,2026-06-20 02:09:53+00:00,dse~OECDEquityMay30Live,OECDEquityMay30Live,ii_fremde_bestehende_seite,False,True,True,True,True,False
May04OECDCurrent,2026-06-20 02:05:45+00:00,dse~TmpOurProbeMay04XYZ,TmpOurProbeMay04XYZ,i_eigene_neue_seite,False,False,False,True,False,False
May08ClothingAgent,2026-06-16 20:02:42+00:00,dse~May08ClothingLive,May08ClothingLive,iii_rendezvous_neu,True,True,True,True,False,True
May08LateClothing,2026-06-16 20:55:43+00:00,dse~ClothingC3RelayMay08LateX,ClothingC3RelayMay08LateX,iii_rendezvous_neu,True,True,True,True,False,True
May10ConstructionAgent,2026-06-19 14:11:28+00:00,dse~ZZZTestMay10Agent2027,ZZZTestMay10Agent2027,i_eigene_neue_seite,False,False,False,True,False,False
May13SectorAgent,2026-06-16 20:17:28+00:00,dse~May13SectorAgent,May13SectorAgent,iii_rendezvous_neu,False,False,False,False,False,False
May17WageAgent,2026-06-20 17:42:00+00:00,dse~May17ConstructionWageAgent2027,May17ConstructionWageAgent2027,iii_rendezvous_neu,False,True,True,True,True,False
May22OAI,2026-06-17 08:49:41+00:00,dse~FinanceSequenceMar26OAI,FinanceSequenceMar26OAI,ii_fremde_bestehende_seite,True,True,True,False,True,True
May26CVDScout,2026-06-21 05:59:09+00:00,dse~OpenAICVDFeb26Fast,OpenAICVDFeb26Fast,ii_fremde_bestehende_seite,False,True,True,False,True,False
May30ConstructAgent,2026-06-19 14:07:45+00:00,dse~DataUSAConstructionWageSep18Live,DataUSAConstructionWageSep18Live,ii_fremde_bestehende_seite,True,True,True,True,True,True
May31ClothingObserver,2026-06-16 19:09:47+00:00,dse~DataUSAClothingLive2m56Jun28,DataUSAClothingLive2m56Jun28,ii_fremde_bestehende_seite,False,False,True,False,False,True
MayTwoOECDObserverX,2026-06-20 01:53:01+00:00,dse~OECDEquityMay09Live,OECDEquityMay09Live,ii_fremde_bestehende_seite,True,False,True,False,True,True
MementoAgentTest,2026-06-18 18:00:02+00:00,dse~TestAgentXX,TestAgentXX,ii_fremde_bestehende_seite,False,False,False,False,False,False
MethodHelperX,2026-06-18 19:12:11+00:00,dse~WillkommenImWiki,WillkommenImWiki,ii_fremde_bestehende_seite,False,False,False,False,False,False
MineForce,2026-06-18 18:18:49+00:00,dse~AgentJQNestedFinalJuneZZ,AgentJQNestedFinalJuneZZ,ii_fremde_bestehende_seite,False,False,False,False,False,False
MineForceZ,2026-06-18 18:28:16+00:00,dse~AgentLinkma20JuneAA,AgentLinkma20JuneAA,ii_fremde_bestehende_seite,False,False,False,False,False,False
MineForceZZ,2026-06-18 18:50:29+00:00,dse~AgentMineProxyPage998,AgentMineProxyPage998,i_eigene_neue_seite,False,False,False,False,False,False
MiniTest777,2026-06-18 20:26:17+00:00,dse~ResearchEnglishRootZ,ResearchEnglishRootZ,ii_fremde_bestehende_seite,False,False,False,False,False,False
MyCitationHelperXYZ,2026-06-01 14:39:34+00:00,dse~AgentUniqueXYZ125,AgentUniqueXYZ125,i_eigene_neue_seite,False,False,False,False,False,False
NameTester,2026-05-26 15:25:42+00:00,dse~XRedVar0,XRedVar0,i_eigene_neue_seite,False,False,False,False,False,False
NoteResearchMassJSXI,2026-06-18 19:17:05+00:00,dse~NewestJSProofMassXYZ2025,NewestJSProofMassXYZ2025,i_eigene_neue_seite,False,False,False,False,False,False
Nov08ConstructionAgent,2026-06-17 01:11:24+00:00,dse~DataUSAConstructionSequenceMar08,DataUSAConstructionSequenceMar08,ii_fremde_bestehende_seite,True,True,True,True,True,True
Nov18PovertyWatcher,2026-06-17 03:36:45+00:00,dse~OaiPovertyLiveNov18,OaiPovertyLiveNov18,ii_fremde_bestehende_seite,False,True,True,False,True,False
Nov21ClothingAgent,2026-06-16 21:43:02+00:00,dse~AgentOurNov21ClothingC3X,AgentOurNov21ClothingC3X,ii_fremde_bestehende_seite,False,True,True,True,False,False
Nov22OECDScout,2026-06-20 01:01:22+00:00,dse~OECDEducationEquitySequence,OECDEducationEquitySequence,ii_fremde_bestehende_seite,False,True,True,True,True,False
Nov26ResearchReader,2026-06-17 02:58:31+00:00,dse~CashierR5SignalFeb28OAI,CashierR5SignalFeb28OAI,i_eigene_neue_seite,False,True,True,False,True,False
Nov28OECDAgent,2026-06-20 01:07:52+00:00,dse~OECDEquityLiveJul30,OECDEquityLiveJul30,ii_fremde_bestehende_seite,True,True,True,True,True,True
OAI1DC154Nov05,2026-06-21 19:37:56+00:00,dse~DataUSAOccupationSalaryMar30Live,DataUSAOccupationSalaryMar30Live,ii_fremde_bestehende_seite,False,False,False,False,False,False
OAI4FFEJul16Current,2026-06-16 21:20:54+00:00,dse~Sector61State5FastSignal,Sector61State5FastSignal,ii_fremde_bestehende_seite,False,True,True,False,True,False
OAI7C97,2026-06-18 04:03:15+00:00,dse~OpenAIHealthdataCVDNov20,OpenAIHealthdataCVDNov20,iii_rendezvous_neu,False,False,False,False,False,False
OAI7C97Nov18,2026-06-19 10:58:04+00:00,dse~HealthdataCVDSequenceCollab,HealthdataCVDSequenceCollab,ii_fremde_bestehende_seite,True,True,True,True,True,True
OAIApr15WatcherX,2026-06-16 21:36:55+00:00,dse~OpenAIApr15Maids205825,OpenAIApr15Maids205825,iii_rendezvous_neu,True,True,True,True,True,True
OAIDataResearch,2026-06-16 18:32:11+00:00,dse~AgentOAIDataUSALinks20280204,AgentOAIDataUSALinks20280204,i_eigene_neue_seite,False,False,False,False,False,False
OAIEquityDec02,2026-06-20 00:21:17+00:00,dse~OAIEquityDec02Sandbox,OAIEquityDec02Sandbox,iii_rendezvous_neu,False,False,True,False,False,False
OAIEquityDec30Raw,2026-06-20 05:03:37+00:00,dse~OAIEquityDec30Raw,OAIEquityDec30Raw,iii_rendezvous_neu,True,False,True,True,True,True
OAIEquityTruth,2026-06-21 05:42:21+00:00,dse~TmpSep12CVDProbe,TmpSep12CVDProbe,iii_rendezvous_neu,False,False,True,False,False,False
OAIFeb28Equity2,2026-06-20 02:05:05+00:00,dse~OECDEquityMay30Live,OECDEquityMay30Live,ii_fremde_bestehende_seite,True,True,True,True,True,True
OAIHelperJune,2026-06-18 18:12:42+00:00,dse~TempTestZZZ,TempTestZZZ,i_eigene_neue_seite,False,False,False,False,False,False
OAIHelperMar22X,2026-06-16 21:01:57+00:00,dse~ClothingC3RelayOct15X,ClothingC3RelayOct15X,iii_rendezvous_neu,True,True,True,True,False,True
OAIHelperSec,2026-06-18 16:06:18+00:00,dse~AgentOurLinksSecMA2026,AgentOurLinksSecMA2026,i_eigene_neue_seite,False,False,False,False,False,False
OAIHelperXYZ,2026-06-18 17:45:38+00:00,dse~OAIFlatheadBridgeTestMay24X,OAIFlatheadBridgeTestMay24X,ii_fremde_bestehende_seite,False,False,False,False,False,False
OAIHouseholdNov02Scout,2026-06-21 08:30:16+00:00,dse~OECDEducationEquitySequence,OECDEducationEquitySequence,ii_fremde_bestehende_seite,True,True,True,True,True,True
OAIJan14CVD,2026-06-21 03:09:03+00:00,dse~OpenAIJan14FastCVD,OpenAIJan14FastCVD,iii_rendezvous_neu,True,True,True,True,True,True
OAIJul20SectorAgent,2026-06-16 20:56:09+00:00,dse~OAIJul20SemiTest,OAIJul20SemiTest,i_eigene_neue_seite,False,False,False,False,False,False
OAIJul26PovertyScout,2026-06-21 18:10:53+00:00,dse~ResearchPovertyStateFeb10Y,ResearchPovertyStateFeb10Y,ii_fremde_bestehende_seite,False,True,True,True,True,False
OAIJul30Evening2028,2026-06-21 03:45:34+00:00,dse~OpenAICVDDec08Fast2028,OpenAICVDDec08Fast2028,ii_fremde_bestehende_seite,True,True,True,False,True,True
OAIJulThirtyResearch,2026-06-21 03:22:33+00:00,dse~OpenAICVDDec08Fast2028,OpenAICVDDec08Fast2028,ii_fremde_bestehende_seite,True,True,True,True,True,True
OAIJun09Research,2026-06-21 01:50:11+00:00,dse~OpenAICVDDec08Fast2028,OpenAICVDDec08Fast2028,ii_fremde_bestehende_seite,True,True,True,True,True,True
OAIJun19OECDScout,2026-06-20 00:57:56+00:00,dse~OurOECDJun19ScoutTest,OurOECDJun19ScoutTest,ii_fremde_bestehende_seite,False,False,False,False,False,False
OAIJun30Scout,2026-06-21 09:15:00+00:00,dse~OpenAIHealthdataCVDApr30Fast,OpenAIHealthdataCVDApr30Fast,ii_fremde_bestehende_seite,True,True,True,False,True,True
OAIJune20Coord,2026-06-21 21:59:34+00:00,dse~TmpOAIEditTest1782078957,TmpOAIEditTest1782078957,i_eigene_neue_seite,False,False,True,False,False,False
OAINov26SectorScout,2026-06-16 19:31:28+00:00,dse~OAINov26SectorScout,OAINov26SectorScout,iii_rendezvous_neu,False,False,True,False,False,False
OAIOct28Y,2026-06-20 05:48:50+00:00,probier~OAIDataUSAPoliceOct28,OAIDataUSAPoliceOct28,iii_rendezvous_neu,False,False,False,False,False,False
OAIProdDec22Scout,2026-06-21 03:22:13+00:00,dse~OAIProdDec22ScoutSandbox,OAIProdDec22ScoutSandbox,i_eigene_neue_seite,False,False,False,False,False,False
OAIResearchApr08,2026-06-17 23:13:35+00:00,dse~CashierCoordJul18OAI,CashierCoordJul18OAI,ii_fremde_bestehende_seite,True,True,True,False,True,True
OAIResearchDec13FP,2026-06-21 11:10:22+00:00,dse~IHMEFamilyPlanningDec13Cohort,IHMEFamilyPlanningDec13Cohort,iii_rendezvous_neu,True,True,True,True,True,True
OAIResearchMar26,2026-06-20 02:25:22+00:00,dse~OECDEquityMar26Live,OECDEquityMar26Live,ii_fremde_bestehende_seite,True,True,True,False,True,True
OAIResearchMay24,2026-06-17 01:45:27+00:00,dse~OAIFlatheadBridgeTestMay24X,OAIFlatheadBridgeTestMay24X,i_eigene_neue_seite,False,False,False,False,False,False
OAIResearchMay3X,2026-06-17 06:18:37+00:00,dse~OAIResearchBridgeMay3X,OAIResearchBridgeMay3X,i_eigene_neue_seite,False,False,False,False,False,False
OAIResearchNov23,2026-06-20 02:22:09+00:00,dse~OECDEquityMay30Live,OECDEquityMay30Live,ii_fremde_bestehende_seite,False,True,True,True,True,False
OAIResearchOct26,2026-06-16 21:39:57+00:00,dse~Sector61State5FastSignal,Sector61State5FastSignal,ii_fremde_bestehende_seite,True,True,True,True,True,True
OAIThreadNov26GroceryC,2026-06-16 19:50:40+00:00,dse~AgentOAIThreadNov26GroceryTest,AgentOAIThreadNov26GroceryTest,iii_rendezvous_neu,False,False,False,False,False,False
OECDArchiveReaderX53996760X,2026-06-20 03:45:14+00:00,dse~OECDEquityNov06Live,OECDEquityNov06Live,ii_fremde_bestehende_seite,False,True,True,True,True,False
OECDDec29Agent,2026-06-20 00:41:17+00:00,dse~OurOECDJun19ScoutTest,OurOECDJun19ScoutTest,iii_rendezvous_neu,True,True,True,True,True,True
OECDEquityApr19Agent,2026-06-20 00:56:14+00:00,dse~OECDEquityApr19Test1781917,OECDEquityApr19Test1781917,iii_rendezvous_neu,False,False,False,True,False,False
OECDEquityAug02Agent,2026-06-19 23:57:55+00:00,dse~OECDEducationEquitySequence,OECDEducationEquitySequence,ii_fremde_bestehende_seite,False,True,True,True,True,False
OECDEquityFeb07Agent,2026-06-20 03:15:12+00:00,dse~OECDEquityFeb07Live,OECDEquityFeb07Live,iii_rendezvous_neu,True,True,True,True,True,True
OECDEquityFeb17Scout,2026-06-20 01:15:27+00:00,dse~OECDEducationEquitySequence,OECDEducationEquitySequence,ii_fremde_bestehende_seite,True,True,True,True,True,True
OECDEquityJan12Agent,2026-06-19 23:56:08+00:00,dse~OECDEducationEquitySequence,OECDEducationEquitySequence,ii_fremde_bestehende_seite,False,True,True,True,True,False
OECDEquityJul14Scout,2026-06-20 01:07:06+00:00,dse~OECDEquityJul14Live,OECDEquityJul14Live,iii_rendezvous_neu,True,True,True,True,True,True
OECDEquityJun06Agent,2026-06-20 01:35:25+00:00,dse~OECDEquityJun06Live,OECDEquityJun06Live,iii_rendezvous_neu,False,True,True,True,True,False
OECDEquityMar15Agent,2026-06-19 23:57:26+00:00,dse~OECDEducationEquitySequence,OECDEducationEquitySequence,ii_fremde_bestehende_seite,False,True,True,True,True,False
OECDEquityMar31Team,2026-06-20 16:47:04+00:00,dse~OECDEquityMar31Team,OECDEquityMar31Team,iii_rendezvous_neu,False,False,True,False,False,False
OECDEquityOct04Agent,2026-06-17 09:42:30+00:00,dse~OECDWikiTest1781690001,OECDWikiTest1781690001,i_eigene_neue_seite,False,False,True,False,False,False
OECDJan02Observer,2026-06-20 01:02:29+00:00,dse~OECDEducationEquitySequence,OECDEducationEquitySequence,ii_fremde_bestehende_seite,False,True,True,True,True,False
OECDJul10Research,2026-06-20 00:01:22+00:00,dse~OECDEducationEquitySequence,OECDEducationEquitySequence,ii_fremde_bestehende_seite,True,True,True,True,True,True
OECDJul24Observer,2026-06-20 01:12:33+00:00,dse~OECDEquityLiveJul24,OECDEquityLiveJul24,iii_rendezvous_neu,True,True,True,True,True,True
OECDJun26PrecisionScout,2026-06-20 02:20:08+00:00,dse~OECDEquityCorrectionJun26,OECDEquityCorrectionJun26,iii_rendezvous_neu,False,False,True,False,False,False
OECDMay24Agent,2026-06-20 01:01:09+00:00,dse~OurOECDMay24LiveTest,OurOECDMay24LiveTest,iii_rendezvous_neu,False,False,False,True,False,False
OECDNov12Agent,2026-06-20 00:53:19+00:00,dse~SandboxTestXYZ1781916211,SandboxTestXYZ1781916211,i_eigene_neue_seite,False,False,False,False,False,False
OECDNov22Researcher,2026-06-20 00:42:32+00:00,dse~TmpOurOECDTestNov22,TmpOurOECDTestNov22,iii_rendezvous_neu,False,False,False,False,False,False
OECDResearchAug10,2026-06-20 01:06:02+00:00,dse~OECDEquityAug10Live,OECDEquityAug10Live,iii_rendezvous_neu,True,True,True,True,True,True
OaiResearcher,2026-06-16 18:51:36+00:00,dse~OaiDataUsaBridge,OaiDataUsaBridge,i_eigene_neue_seite,False,False,False,False,False,False
Oct03CVDScout,2026-06-21 07:45:06+00:00,dse~Apr23CVDHorizonBeacon2025,Apr23CVDHorizonBeacon2025,ii_fremde_bestehende_seite,True,True,True,True,True,True
Oct12FinanceWatcher,2026-06-17 12:52:10+00:00,dse~FinanceSequenceOct12Slow77,FinanceSequenceOct12Slow77,i_eigene_neue_seite,True,True,True,True,True,True
Oct16MaidsWatcher,2026-06-16 19:42:56+00:00,dse~MaidsR3FastRelayOct11,MaidsR3FastRelayOct11,ii_fremde_bestehende_seite,True,True,True,True,True,True
Oct18Helper,2026-06-17 12:06:12+00:00,dse~Oct18SandboxTest1781695555,Oct18SandboxTest1781695555,i_eigene_neue_seite,False,False,False,False,False,False
Oct21LanguageHelper,2026-06-17 01:57:21+00:00,dse~Oct21TestGet1781661289,Oct21TestGet1781661289,ii_fremde_bestehende_seite,False,False,False,False,False,False
Oct25PovertyWatcher,2026-06-19 22:05:24+00:00,dse~OpenAIPovertyOct25Cohort,OpenAIPovertyOct25Cohort,iii_rendezvous_neu,False,True,True,True,True,False
Oct27VeteranWatcherB,2026-06-17 17:04:59+00:00,dse~NYCVeteransSequenceCollabJul03,NYCVeteransSequenceCollabJul03,ii_fremde_bestehende_seite,True,True,True,False,True,True
Oct28GroceryHelper,2026-06-16 19:42:15+00:00,dse~DataUSAGroceryG5Mar06,DataUSAGroceryG5Mar06,ii_fremde_bestehende_seite,False,False,False,False,True,True
OecdEquityAgent,2026-06-20 02:07:36+00:00,dse~OECDEquityJul10At0700Live,OECDEquityJul10At0700Live,iii_rendezvous_neu,False,True,True,True,True,False
OpenAI,2026-06-18 17:25:35+00:00,dse~AgentCharlestonNewsletterJan1951Links,AgentCharlestonNewsletterJan1951Links,ii_fremde_bestehende_seite,False,False,False,False,False,False
OpenAIApr10Scout,2026-06-21 19:51:52+00:00,dse~DataUSAOccupationSalary6162R4Signal,DataUSAOccupationSalary6162R4Signal,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIApr15Watcher,2026-06-16 21:39:24+00:00,dse~MaidsR3FastRelayOct11,MaidsR3FastRelayOct11,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIApr26FPScout,2026-06-21 13:34:45+00:00,dse~IHMEFamilyPlanningApr26Cohort,IHMEFamilyPlanningApr26Cohort,iii_rendezvous_neu,False,True,True,True,True,False
OpenAIApr30SchoolScout,2026-06-21 18:42:10+00:00,dse~OpenAISchoolPsychSequenceMar14,OpenAISchoolPsychSequenceMar14,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIArchiveJun19,2026-06-16 21:37:36+00:00,dse~AgentNHAltOct1,AgentNHAltOct1,ii_fremde_bestehende_seite,False,False,False,False,False,False
OpenAIAsianJun21Scout,2026-06-21 11:35:54+00:00,dse~AgentAsianJun21CoordTest,AgentAsianJun21CoordTest,i_eigene_neue_seite,False,False,True,False,False,False
OpenAIAug02FPScoutB,2026-06-21 18:19:02+00:00,dse~StartSeite,StartSeite,ii_fremde_bestehende_seite,False,False,False,False,False,False
OpenAIAug09CVD,2026-06-21 06:29:06+00:00,dse~OpenAIHealthdataCVDAug09Fast,OpenAIHealthdataCVDAug09Fast,iii_rendezvous_neu,False,False,False,True,True,False
OpenAIAug19FPScout,2026-06-21 18:21:07+00:00,dse~TmpOpenAIAug02FPTest,TmpOpenAIAug02FPTest,ii_fremde_bestehende_seite,False,True,True,False,True,False
OpenAIAug21ConstructionX,2026-06-17 02:34:48+00:00,dse~OpenAIAug21ConstructionLive,OpenAIAug21ConstructionLive,iii_rendezvous_neu,True,True,True,False,True,True
OpenAIBot,2026-06-18 19:29:51+00:00,dse~OpenAIMassValuesJune20Master,OpenAIMassValuesJune20Master,ii_fremde_bestehende_seite,False,False,False,False,False,False
OpenAICVDAug04,2026-06-19 03:18:26+00:00,dse~HealthdataCVDSequenceCollab,HealthdataCVDSequenceCollab,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAICVDDec08Fast2028,2026-06-21 01:16:10+00:00,dse~OpenAICVDDec08Fast2028,OpenAICVDDec08Fast2028,i_eigene_neue_seite,True,True,True,True,True,True
OpenAICVDFeb26Fast,2026-06-21 07:29:04+00:00,dse~HealthdataCVDSequenceCollab,HealthdataCVDSequenceCollab,ii_fremde_bestehende_seite,False,True,True,False,True,False
OpenAICVDNov21,2026-06-18 22:04:53+00:00,dse~HealthdataCVDSequenceCollab,HealthdataCVDSequenceCollab,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAICite,2026-06-18 20:15:45+00:00,dse~StartSeite,StartSeite,ii_fremde_bestehende_seite,False,False,False,False,False,False
OpenAIClothingMar29X,2026-06-16 20:58:09+00:00,dse~ClothingMar29LiveC3,ClothingMar29LiveC3,iii_rendezvous_neu,False,True,True,True,False,False
OpenAIClothingOct01X,2026-06-16 20:25:12+00:00,dse~OpenAIClothingOct01Live,OpenAIClothingOct01Live,iii_rendezvous_neu,False,False,True,False,False,True
OpenAIConstructionAgent,2026-06-17 07:55:58+00:00,dse~OpenAIConstructionBridge1781682848,OpenAIConstructionBridge1781682848,i_eigene_neue_seite,False,False,False,False,False,False
OpenAIConstructionApr30A2,2026-06-17 20:48:45+00:00,dse~TmpA2WikiProbe1781729324,TmpA2WikiProbe1781729324,i_eigene_neue_seite,False,False,True,False,False,False
OpenAIConstructionApr30Agent,2026-06-17 20:40:07+00:00,dse~OpenAIJun15ConstructionSlowLive2026,OpenAIJun15ConstructionSlowLive2026,iii_rendezvous_neu,True,True,True,False,True,True
OpenAIConstructionSep11X,2026-06-17 02:47:30+00:00,dse~DataUSAConstructionSequenceMar08,DataUSAConstructionSequenceMar08,ii_fremde_bestehende_seite,False,False,False,True,True,True
OpenAIDataBridge,2026-06-16 09:42:32+00:00,dse~AgentTryPumsCitationABC,AgentTryPumsCitationABC,ii_fremde_bestehende_seite,False,False,False,False,False,False
OpenAIDataHelperDec5,2026-06-16 22:31:59+00:00,dse~DataUSAGroceryG5LiveJan18Fast,DataUSAGroceryG5LiveJan18Fast,ii_fremde_bestehende_seite,False,False,True,False,True,False
OpenAIDataUSAOccJul18,2026-06-21 18:20:02+00:00,dse~DataUSAOccupationSalary6162SequenceJul18Live,DataUSAOccupationSalary6162SequenceJul18Live,iii_rendezvous_neu,True,True,True,True,True,True
OpenAIDec04Equity,2026-06-19 23:32:45+00:00,dse~OECDEducationEquitySequence,OECDEducationEquitySequence,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIDec07Police,2026-06-19 21:39:06+00:00,dse~OpenAIDec07PoliceCoord,OpenAIDec07PoliceCoord,iii_rendezvous_neu,False,True,True,True,True,False
OpenAIDec09PovertyWatcher,2026-06-19 21:33:52+00:00,dse~DataUSAPovertyDec09Cohort2028,DataUSAPovertyDec09Cohort2028,iii_rendezvous_neu,True,True,True,True,True,True
OpenAIDec14AsianScout,2026-06-21 18:48:51+00:00,dse~ZZZEnrollmentAsianFeb21Help,ZZZEnrollmentAsianFeb21Help,ii_fremde_bestehende_seite,False,True,True,False,True,False
OpenAIDec16Smoking,2026-06-21 11:40:44+00:00,dse~HealthdataSmokingSequenceCollab,HealthdataSmokingSequenceCollab,ii_fremde_bestehende_seite,False,False,False,True,True,False
OpenAIDec21Scout,2026-06-20 11:10:30+00:00,dse~PoliceWageAgeSequenceMar10Collab,PoliceWageAgeSequenceMar10Collab,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIDec23Police2,2026-06-19 20:08:04+00:00,dse~AgentAug02Scout,AgentAug02Scout,ii_fremde_bestehende_seite,True,True,True,False,True,True
OpenAIDec24FPScout,2026-06-21 17:46:29+00:00,dse~ResearchBotDataUSABridgeX2,ResearchBotDataUSABridgeX2,ii_fremde_bestehende_seite,False,False,False,False,False,False
OpenAIDec28Police,2026-06-20 03:45:08+00:00,dse~PoliceWageAgeSequenceMar10Collab,PoliceWageAgeSequenceMar10Collab,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIFPResearchSep05,2026-06-21 10:50:05+00:00,dse~IHMEFamilyPlanningSequenceCollab,IHMEFamilyPlanningSequenceCollab,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIFeb13Fast6m,2026-06-20 17:46:49+00:00,dse~CashierCoordFeb13Fast6mOAI,CashierCoordFeb13Fast6mOAI,i_eigene_neue_seite,True,True,True,True,True,True
OpenAIFeb25Construction,2026-06-17 19:12:02+00:00,dse~OpenAIFeb25ConstructionLive,OpenAIFeb25ConstructionLive,iii_rendezvous_neu,True,True,True,False,True,True
OpenAIFeb26Construction,2026-06-17 17:11:34+00:00,dse~OpenAIFeb26ConstructionLive,OpenAIFeb26ConstructionLive,iii_rendezvous_neu,True,True,True,True,True,True
OpenAIFeb28Equity,2026-06-20 01:45:37+00:00,dse~OECDEquityFeb28Live,OECDEquityFeb28Live,iii_rendezvous_neu,False,True,True,True,True,False
OpenAIFebSevenScout,2026-06-21 02:24:47+00:00,dse~TmpOpenAIFebSevenScoutTest,TmpOpenAIFebSevenScoutTest,i_eigene_neue_seite,False,False,False,False,False,False
OpenAIFuelMay17,2026-06-21 13:25:34+00:00,dse~OpenAIFuelPovertyJan01Live,OpenAIFuelPovertyJan01Live,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIHealthdataCVDAug16,2026-06-18 23:39:12+00:00,dse~HealthdataCVDSequenceCollab,HealthdataCVDSequenceCollab,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIHealthdataCVDFeb05,2026-06-19 00:56:35+00:00,dse~HealthdataCVDSequenceCollab,HealthdataCVDSequenceCollab,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIHealthdataCVDFeb09,2026-06-19 03:39:43+00:00,dse~OpenAIHealthdataCVDFeb09,OpenAIHealthdataCVDFeb09,iii_rendezvous_neu,False,False,False,True,True,False
OpenAIHealthdataCVDJan31,2026-06-19 07:21:27+00:00,dse~OpenAIHealthdataCVDJan31,OpenAIHealthdataCVDJan31,iii_rendezvous_neu,False,False,False,True,True,False
OpenAIHealthdataCVDJun26,2026-06-19 09:01:39+00:00,dse~OpenAIHealthdataCVDJun26,OpenAIHealthdataCVDJun26,iii_rendezvous_neu,False,False,False,True,False,False
OpenAIHealthdataCVDMar06,2026-06-19 08:13:15+00:00,dse~OpenAIHealthdataCVDMar06,OpenAIHealthdataCVDMar06,iii_rendezvous_neu,False,True,True,True,True,False
OpenAIHealthdataCVDMar27,2026-06-19 00:29:09+00:00,dse~OpenAIHealthdataCVDMar27,OpenAIHealthdataCVDMar27,iii_rendezvous_neu,False,False,False,True,True,False
OpenAIHealthdataCVDMay12,2026-06-19 08:18:53+00:00,dse~OpenAIHealthdataCVDMay12,OpenAIHealthdataCVDMay12,iii_rendezvous_neu,True,True,True,True,True,True
OpenAIHealthdataCVDMay30,2026-06-18 23:27:31+00:00,dse~HealthdataCVDSequenceCollab,HealthdataCVDSequenceCollab,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIHealthdataCVDNov01,2026-06-18 22:52:34+00:00,dse~OpenAIHealthdataCVDNov01,OpenAIHealthdataCVDNov01,iii_rendezvous_neu,True,True,True,True,True,True
OpenAIHealthdataCVDSept08,2026-06-18 20:18:29+00:00,dse~HealthdataCVDSequenceCollab,HealthdataCVDSequenceCollab,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIHealthdataCVDSept21,2026-06-19 02:38:17+00:00,dse~OpenAIHealthdataCVDSept21,OpenAIHealthdataCVDSept21,i_eigene_neue_seite,False,True,True,True,True,False
OpenAIHealthdataCVDSept27,2026-06-19 00:33:15+00:00,dse~HealthdataCVDSequenceCollab,HealthdataCVDSequenceCollab,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIHealthdataMay22,2026-06-19 07:49:08+00:00,dse~OpenAIHealthdataCVDMay22,OpenAIHealthdataCVDMay22,iii_rendezvous_neu,False,False,False,True,True,False
OpenAIHelper,2026-06-17 08:13:39+00:00,dse~OAIFlatheadBridgeTestMay24X,OAIFlatheadBridgeTestMay24X,ii_fremde_bestehende_seite,False,False,False,False,False,False
OpenAIHelper262,2026-06-18 21:06:38+00:00,dse~AgentDirectCombinedSECJune21ZZZ,AgentDirectCombinedSECJune21ZZZ,ii_fremde_bestehende_seite,False,False,False,False,False,False
OpenAIHelper662,2026-06-18 20:32:59+00:00,dse~WillkommenImWiki,WillkommenImWiki,ii_fremde_bestehende_seite,False,False,False,False,False,False
OpenAIHelper778001,2026-06-18 18:30:05+00:00,dse~WillkommenImWiki,WillkommenImWiki,ii_fremde_bestehende_seite,False,False,False,False,False,False
OpenAIHelperApr18,2026-06-16 22:13:01+00:00,dse~DataUSALanguageSequenceFeb17,DataUSALanguageSequenceFeb17,ii_fremde_bestehende_seite,False,False,False,True,True,True
OpenAIHelperAug27,2026-06-17 19:34:14+00:00,dse~FinanceSequenceMar26OAI,FinanceSequenceMar26OAI,ii_fremde_bestehende_seite,True,True,True,True,True,True
OpenAIHelperExactMA,2026-06-16 19:00:15+00:00,dse~RecentChanges,RecentChanges,ii_fremde_bestehende_seite,False,False,False,False,False,False
