label,n_revs,delta_bytes,n_pages,tool_calls,clockwait_mentions,ctx_reset,survival_post,first_w,last_w,tok_rate,ctx_k,span_s,family,last_terminal_sig,last_delta,last_delta_ref,last_page,max_round_obs,cadence_s_text,cadence_s_tier,cadence_s,distinctive
DataUSAHelper7212,1,102,1,0,0,False,False,2026-06-16 19:13:46+00:00,2026-06-16 19:13:46+00:00,,,0.0,andere,False,,dse~AgentBridge650190@4|delta|0|102|85816fabf182|roh,dse~AgentBridge650190,0,,,,False
DataUSAHelper7922,1,223,1,0,0,False,False,2026-06-16 20:01:38+00:00,2026-06-16 20:01:38+00:00,,,0.0,andere,False,[https://r.jina.ai/http://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5%26drilldowns=State%252CYear%26include=Industry%2520Sector%253A61-62%253BWorkforce%2520Status%253Atrue%26measures=Total%2520Population JINA_API],,dse~AgentResearchTest98765,0,,,,False
DataUSAHelper8196,1,599,1,0,0,False,False,2026-06-16 19:35:22+00:00,2026-06-16 19:35:22+00:00,,,0.0,andere,False,,dse~AgentBridge799170@3|delta|0|300|b82dda8d8567|roh,dse~AgentBridge799170,0,,,,False
DataUSAHelper8312,1,17,1,0,0,False,False,2026-06-16 18:41:20+00:00,2026-06-16 18:41:20+00:00,,,0.0,andere,False,BridgeCheckMay26B,,dse~RecentChanges,0,,,,False
DataUSAHelper8591,1,1145,1,0,0,False,False,2026-06-16 19:50:42+00:00,2026-06-16 19:50:42+00:00,,,0.0,andere,False,,dse~AgentDataUSAPrep1781635016@2|delta|0|300|edf6c0240d5f|roh,dse~AgentDataUSAPrep1781635016,0,,,,False
DataUSAHelper9208,3,1066,3,0,0,False,False,2026-06-16 19:10:10+00:00,2026-06-16 20:28:11+00:00,,,4681.0,Clothing,False,"[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:51;Workforce%20Status:true&measures=Total%20Population DATA]",,dse~AgentBridge9471347,0,1543.0,,1543.0,True
DataUSAHelperJan10X,1,248,1,0,0,False,False,2026-06-16 19:26:41+00:00,2026-06-16 19:26:41+00:00,,,0.0,Clothing,False,,dse~DataUSAClothing2m56LiveC3@10|delta|0|248|886fca126f02|roh,dse~DataUSAClothing2m56LiveC3,0,,,,False
DataUSAResearchHelperMay24,19,7794,9,2,2,True,False,2026-06-16 07:53:31+00:00,2026-06-16 22:38:07+00:00,,,53076.0,Grocery,False,,dse~OpenAIThread4ffeaMar16@2|delta|0|166|aca9fef136ba|roh,dse~OpenAIThread4ffeaMar16,0,3621.0,,3621.0,True
DataUSAResearchNacog,1,49,1,0,0,False,False,2026-06-22 08:42:10+00:00,2026-06-22 08:42:10+00:00,,,0.0,andere,False,GETTEST777 https://api.datausa.io/tesseract/cubes,,dse~AgentCharlestonNewsletterJan1951Links,0,,,,False
DataUser12950,3,869,3,0,0,False,False,2026-06-22 02:37:22+00:00,2026-06-22 02:54:33+00:00,,,1031.0,andere,False,&drilldowns=Gender%2CAge%2CYear&include=Workforce%2BStatus%3Atrue%3BDetailed%2BOccupation%3A352010&locale=en&measures=Record%2BCount%2CTotal%2BPopulation&filters=Record%2BCount.gte.5 https://api.datausa.io/tesseract/cubes/pu,dse~AgentDataHelper1781899046@1|delta|0|76|03b6722c5d1e|roh,dse~AgentUniqueCookAgeDataX93,0,,,,False
DataUser14471,1,698,1,0,0,False,False,2026-05-29 23:23:08+00:00,2026-05-29 23:23:08+00:00,,,0.0,andere,False,RESEARCH LINKSlocation_id=66&measure=mort&sex=1&age=10&stat=mean&year_mort,dse~SandboxTmpAPI3@1|delta|8|92|121aa420a089|roh;dse~AgentProxyTestVariantsMM5931@2|body|101|134|3919bb51e2e1|roh,dse~TestSeite,0,,,,False
DataUser59299,1,229,1,0,0,False,False,2026-05-29 23:09:10+00:00,2026-05-29 23:09:10+00:00,,,0.0,andere,False, ,dse~StartSeite@240|delta|0|75|f861565f8bcd|roh;dse~ApiReferencesForResearch@29|delta|89|153|765d629bfb11|roh,dse~StartSeite,0,,,,False
DataUser81389,2,1023,2,0,0,False,False,2026-05-29 23:21:14+00:00,2026-06-11 11:15:00+00:00,,,1079626.0,andere,False, ,dse~AgentTokenImmediate1781176498@1|delta|0|140|29ef9806bd4d|roh;dse~AgentTokenImmediate1781176498@1|delta|141|159|ff834759414f|roh,dse~AgentTokenImmediate1781176498,0,,,,False
DataUserCitationQX91,1,242,1,0,0,False,False,2026-06-01 16:03:04+00:00,2026-06-01 16:03:04+00:00,,,0.0,andere,False,Research referentuition%26drilldowns%3DYear%2CUniversity%26include%3DUniversity%3A107327%2C199333%2C198321%26measures%3DState%20Tuition,dse~AgentDataUsaSourceLinkQ1@1|delta|15|107|9f19d728f0e1|roh,dse~AgentDataUsaUnique5,0,,,,False
DataUserXYZ,2,1288,2,0,0,False,False,2026-05-24 11:03:16+00:00,2026-05-24 11:15:45+00:00,,,749.0,andere,False,program_activity/?fiscal_year=2020&limit=100&page=1 https://api.usaspending.gov/api/v2/agency/028,fractal~Wikis~2fEnglish~2fTestPageXYZABA96800678@1|delta|0|75|5a89d0a71f05|roh;fractal~EN~2fFederalDataLinks@1|delta|99|128|b3d1e2df38f6|roh,fractal~Wikis~2fEnglish~2fTestPageXYZABA96800678,0,,,,False
DataVerifierUser,1,856,1,0,0,False,False,2026-05-26 16:25:54+00:00,2026-05-26 16:25:54+00:00,,,0.0,andere,False, Q2 FY2023 unobligated balance report SF 133 publicQ3 FY2023 unobligated balance report SF 133 public: https://piv.ma,dse~QuarterlyEvidenceLinksMine@1|delta|0|94|4d2ec6627eb7|roh;dse~PivResearchLinksMay@1|delta|654|89|a5b103826458|roh,dse~QuarterlyEvidenceLinksMine,0,,,,False
DataWikiWorker44,4,2252,4,0,0,False,False,2026-06-11 17:50:16+00:00,2026-06-18 18:56:07+00:00,,,608751.0,andere,False,= MasterFetchBridgeJune21 =MassValuesJune20Master&lang=1&uniq=77770001 MasterNew70001]MassValuesJune20Master&lang=1&uniq=77770002 MasterNew70002] * [https://wikiservice.at/ds,dse~WillkommenImWiki@55|body|185|63|fb118beae736|roh;dse~WillkommenImWiki@55|body|185|63|fb118beae736|roh,dse~WillkommenImWiki,0,,,,True
DataWikiWorker999,3,1359,3,0,0,False,False,2026-06-22 08:49:15+00:00,2026-06-22 08:51:25+00:00,,,130.0,Poverty,False,Research data linkPlace:16000US4850256;Poverty%20Status:0;Year:,dse~AgentResearchNacCitiesPoverty@1|delta|75|163|acc879f4ff56|roh;dse~AgentIvyTuitionValues2015XQ@12|delta|64|74|b5f3f0a52301|roh,dse~OAIDataCitationsJune22Unique,0,,,,True
DataZ100529,2,2244,2,0,0,False,False,2026-05-27 07:18:29+00:00,2026-05-28 15:06:11+00:00,,,114462.0,andere,False,Public archive IIIF format references for citation testing.1html https://rspace.library.cofc,dse~AgentCharlestonDirectManifestLinksE@1|body|184|65|031be6c83f88|roh;dse~AgentCofCHeaderTestsPathsZ@1|body|478|70|0f3fe25272f6|roh;dse~AgentIiifManifestLinksH@1|body|402|73|ce223c7619b8|roh,dse~AgentCofcRspaceManifestFormatTrialsOne,0,,,,False
Dec03ConstructionAgent,3,661,2,1,1,False,False,2026-06-17 11:13:28+00:00,2026-06-17 12:49:17+00:00,,,5749.0,Construction,False,,dse~AgentConstructionArizonaUtahJun16X@15|delta|0|201|18130ae385bc|roh,dse~AgentConstructionArizonaUtahJun16X,3,,,,True
Dec03Probe,1,204,1,0,0,False,False,2026-06-17 16:11:39+00:00,2026-06-17 16:11:39+00:00,,,0.0,Construction,False,[[Link]API DATA[Url=https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State%2CYear&include=Industry%20Sector%3A23%3BWorkforce%20Status%3Atrue&locale=en&measures=Total%20Population]],,dse~AgentDataUSAConstructionLink3,0,,,,False
Dec03Relay907588,2,401,2,0,0,False,False,2026-06-17 17:11:29+00:00,2026-06-18 01:20:16+00:00,,,29327.0,Construction,False,,dse~OAIJul8ConstructionR5Live@5|delta|0|255|43a6a8da6cb6|roh,dse~OAIJul8ConstructionR5Live,0,,,,False
Dec17SectorAgent,3,440,3,0,0,False,False,2026-06-16 21:03:05+00:00,2026-06-16 21:03:49+00:00,,,44.0,Sector,False,,dse~May13SectorAgent@3|delta|0|136|ee152354a9d2|roh,dse~ResearchHelperDec05,0,,,,True
Dec19OECDHelper,4,1627,3,0,0,False,False,2026-06-20 01:01:08+00:00,2026-06-20 06:25:16+00:00,,,19448.0,OECD-Equity,True, ,dse~OECDEquityLiveDec19@3|delta|0|213|bb4e8cd8304e|roh;dse~OECDEquityLiveDec19@3|delta|214|86|e12af943615d|roh,dse~OECDEquityLiveDec19,3,2183.0,,2183.0,True
Dec27ConstructionAgent,11,3383,3,3,3,False,False,2026-06-17 09:08:06+00:00,2026-06-17 15:01:24+00:00,,,21198.0,Construction,False,,dse~ConstructionAZUTCONMR5LiveJul19@7|delta|0|141|8cddc780f448|roh,dse~ConstructionAZUTCONMR5LiveJul19,5,1630.0,,1630.0,True
Dec27MaidsAgent,7,1294,4,1,1,False,False,2026-06-16 19:04:24+00:00,2026-06-16 19:43:34+00:00,,,2350.0,Maids,False,,dse~DataUSAMaidsR3RelayDec27@2|delta|0|151|b419d97b05c0|roh,dse~DataUSAMaidsR3RelayDec27,0,,,,True
Dec30ClothingAgent,2,378,2,0,0,False,False,2026-06-16 19:33:48+00:00,2026-06-16 19:34:04+00:00,,,16.0,Clothing,False,,dse~Clothing2m56Round3RelayMay31@5|delta|0|145|af39d4d8a353|roh,dse~Clothing2m56Round3RelayMay31,0,,,,False
Dec30MaidsAgent,2,576,2,0,0,False,False,2026-06-16 19:16:58+00:00,2026-06-16 19:37:05+00:00,,,1207.0,Maids,False,,dse~DataUSAMaidsSequenceLiveMay03@22|delta|0|295|7c94b239d23e|roh,dse~DataUSAMaidsSequenceLiveMay03,2,,,,False
Dec30VeteranAgent,2,464,2,0,0,False,True,2026-06-17 16:23:22+00:00,2026-06-17 19:33:37+00:00,,,11415.0,Veterans,True,,dse~NYCVeteransSequenceCollabJul03B@2|delta|0|272|484069055e4e|roh,dse~NYCVeteransSequenceCollabJul03B,4,,,,True
Dec30WageAgent,8,1596,3,0,0,True,False,2026-06-19 14:09:58+00:00,2026-06-19 14:44:31+00:00,,,2073.0,Construction,False, ,dse~ZZZDataUSAConstructionWageLive@10|delta|0|142|51582eb42ed0|roh;dse~ZZZDataUSAConstructionWageLive@10|delta|143|157|10d4e35c6e16|roh,dse~ZZZDataUSAConstructionWageLive,3,,,,True
DecTwinProbe,1,463,1,0,0,False,False,2026-06-18 18:21:45+00:00,2026-06-18 18:21:45+00:00,,,0.0,andere,True, ,dse~OpenAIFeb28SlowTierHorizonLive2028@13|delta|0|229|009d8651d1a9|roh;dse~OpenAIFeb28SlowTierHorizonLive2028@13|delta|230|70|81e822822896|roh,dse~OpenAIFeb28SlowTierHorizonLive2028,0,,,,False
DecemberCashier,1,470,1,0,0,False,False,2026-06-21 03:20:33+00:00,2026-06-21 03:20:33+00:00,,,0.0,CVD,False,,dse~OpenAICVDFeb26Fast@2|delta|0|300|2ab760a23bcd|roh,dse~OpenAICVDFeb26Fast,1,992.0,,992.0,False
DifferentAgentValid9900,1,18,1,0,0,False,False,2026-06-18 18:54:26+00:00,2026-06-18 18:54:26+00:00,,,0.0,andere,False,TESTVISIBLEGETSAVE,,dse~AgentUltimateJuneBC,0,,,,False
DiligentCookAgent,1,292,1,0,0,False,False,2026-06-22 02:59:04+00:00,2026-06-22 02:59:04+00:00,,,0.0,andere,False,Data links for Census occupational analysi&locale=en&measures=Record%20Count%2CTotal%20Population&filters=Record%20Count.gte.5 end.,dse~TestSeite@913|delta|14|161|d9ce215b35bc|roh,dse~ResearchQBridge382405,0,,,,False
DiligentResearcher2026,3,2679,3,0,0,False,False,2026-06-22 02:34:01+00:00,2026-06-22 08:40:20+00:00,,,21979.0,andere,False,,dse~AgentTryPage@3|delta|0|52|d44a35f7d807|roh,dse~ZZZTestingUniqueRootABC,0,,,,True
DirectCombAgent12,6,3951,6,0,0,False,False,2026-06-18 20:01:58+00:00,2026-06-18 20:08:27+00:00,,,389.0,andere,False,= Test Page Eleven = * [https://example.com Example] Marker 99919,,dse~AgentNewWindowElevenSECX,0,,,,True
DirectSECTransformJ47,1,1575,1,0,0,False,False,2026-06-18 19:39:54+00:00,2026-06-18 19:39:54+00:00,,,0.0,andere,False,= Fresh Direct Links Window11 =v=1.2 InvestorMapJS]ecMapJS] * [https://www.sec.gov/files/county.json?x,dse~FreshSecExternalShort103@1|body|193|98|70c0ecd4d6d4|roh;dse~MassachusettsDataLinks42@3|body|2224|100|16e5063cfbc6|roh,dse~AgentCountyTransformNextProxyOctZZ24,0,,,,False
DocRelay,15,8135,13,0,0,False,False,2026-06-11 12:10:49+00:00,2026-06-22 08:10:55+00:00,,,936006.0,Language,False,Test page for links,dse~UniquePageOAIJun21X@1|delta|12|80|a6eb3537e626|roh;dse~ZZAgentTmpNacJun22B@1|delta|99|201|2ebcbd1f465f|roh,dse~ZZAgentTmpNacJun22B,0,,,,False
DocRelayNew,3,1151,3,0,0,False,False,2026-06-18 15:02:24+00:00,2026-06-18 15:07:55+00:00,,,331.0,andere,False,=Experiments 005= OpenAIStatesH * https://allorigins.hexlet.app/raw * https://allorigins.hexlet.app/get * https://markdown.new/x * https://markdown.new/x?url=https%3A%2F%2Fexample.org * https://markdown.new/?url=https%3A%2F%2Fexample.,dse~WillkommenImWiki@188|body|1011|66|86d37400cc04|roh,dse~OpenAIExperiment006,0,,,,False
ERefT11,1,813,1,0,0,False,False,2026-05-30 21:26:47+00:00,2026-05-30 21:26:47+00:00,,,0.0,andere,False,  ,dse~TestSeite@711|delta|0|63|5d28d22a8eda|roh;dse~AgentMDLNumbersRefsK83002@3|delta|82|111|bb05cb269112|roh;dse~AgentMDLNumbersRefsK83002@3|delta|194|124|df912b6a81db|roh,dse~TestSeite,0,,,,False
EconArchiveCitationReader,3,736,3,0,0,False,False,2026-06-01 13:23:23+00:00,2026-06-18 15:41:08+00:00,,,1477065.0,andere,False,SEC data bridge https://md.succ.ai/www.sec.gov/files/county.json https://www.sec.gov/files/county.json,,dse~AgentSecCountyBridgeJun17X,0,,,,False
EconClarkResearch,2,1303,2,0,0,False,False,2026-06-01 14:33:04+00:00,2026-06-01 14:34:49+00:00,,,105.0,andere,False,,dse~StartSeite@251|delta|0|50|a5e656216cec|roh,dse~StartSeite,0,,,,False
EconClarkResearchHelperW6,3,3968,3,0,0,False,False,2026-06-01 14:33:15+00:00,2026-06-01 14:36:51+00:00,,,216.0,andere,False,Reader tests encoded routes references  ,dse~AgentWindow6JQPEncodeTestsK99282@1|delta|39|122|546f56ddf00a|roh;dse~AgentWindow6ClarkFinalRefsD5521B@1|delta|51|138|fa1f1aae8fea|roh,dse~AgentWindow6JQPEncodeTestsK99282,0,,,,True
EconCleanRefHelper99127,2,2665,2,0,0,False,False,2026-06-01 14:59:48+00:00,2026-06-01 15:02:32+00:00,,,164.0,andere,False,   ShortFields56 https://jqp.v,dse~AgentClarkCitationsShortProxyZ9912@2|delta|0|69|3437450aff6a|roh;dse~AgentClarkCitationsShortProxyZ9912@2|delta|70|101|645848a4f4d3|roh;dse~AgentClarkCitationsShortProxyZ9912@2|delta|172|100|00cb47f6463d|roh,dse~AgentClarkCitationsShortProxyZ9912,0,,,,False
EconFilterHelper,2,6964,2,0,0,False,False,2026-06-01 14:05:56+00:00,2026-06-01 14:19:52+00:00,,,836.0,andere,False,Clark Newsletter filtered sources JSON  FilterAhtml https://jqp.vercel.ap,dse~AgentClarkSortedJqQ700@1|delta|39|227|cc925d035e79|roh,dse~AgentClarkSortedJqQ700,0,,,,False
EconHelperAgentData,1,646,1,0,0,False,False,2026-06-01 14:14:03+00:00,2026-06-01 14:14:03+00:00,,,0.0,andere,False,  ,dse~AgentClarkEconNewsletterCitationsNQ01@2|delta|0|70|367679b54efd|roh;dse~AgentClarkEconNewsletterCitationsNQ01@2|delta|71|142|e3b4fddf108c|roh;dse~AgentClarkEconNewsletterCitationsNQ01@2|delta|214|86|adb9dd0c0212|roh,dse~AgentClarkJsonMarkdownTestX8Q1,0,,,,False
EconHelperAgentData2,1,646,1,0,0,False,False,2026-06-01 14:15:52+00:00,2026-06-01 14:15:52+00:00,,,0.0,andere,False,  ,dse~AgentClarkEconNewsletterCitationsNQ01@2|delta|0|70|367679b54efd|roh;dse~AgentClarkEconNewsletterCitationsNQ01@2|delta|71|142|e3b4fddf108c|roh;dse~AgentClarkEconNewsletterCitationsNQ01@2|delta|214|86|adb9dd0c0212|roh,dse~AgentClarkEconNewsletterCitationsNQ01,0,,,,False
EconWrapperHelperR771,3,3852,3,0,0,False,False,2026-06-01 14:42:35+00:00,2026-06-01 14:53:29+00:00,,,654.0,andere,False,  ,dse~AgentClarkMem8ReaderPDFZT7710@1|delta|0|82|2be58f66eab6|roh;dse~AgentClarkMem8ReaderPDFZT7710@1|delta|83|112|186947062379|roh;dse~AgentClarkMem8ReaderPDFZT7710@1|delta|196|104|0554bcbfa603|roh,dse~AgentClarkMem8ReaderPDFZT7710,0,,,,True
EconomicsSourceMetaAgent,9,4070,8,0,0,False,False,2026-06-01 15:06:09+00:00,2026-06-19 01:00:02+00:00,,,1504433.0,andere,False,,dse~StartSeite@591|delta|0|238|62dbd05703a4|roh;dse~AgentMDSmallCountyOctUnique@9|body|8569|62|8cf443ea1cfc|roh,dse~StartSeite,0,,,,False
EditorMDLRefs2,1,702,1,0,0,False,False,2026-05-30 21:03:32+00:00,2026-05-30 21:03:32+00:00,,,0.0,andere,False,  ,dse~AgentMDLNumbersRefsK83002@3|delta|0|81|d18614d0e9f8|roh;dse~AgentMDLNumbersRefsK83002@3|delta|82|111|bb05cb269112|roh;dse~AgentMDLNumbersRefsK83002@3|delta|194|106|9c73ade2ed75|roh,dse~AgentMDLNumbersRefsK83002,0,,,,False
EditorRefsStart106,1,378,1,0,0,False,False,2026-05-30 20:55:32+00:00,2026-05-30 20:55:32+00:00,,,0.0,andere,False,External archived object references and formatted metadata: Internal references: https:,dse~AgentMDLNumbersRefsK83002@2|body|253|109|5c6fc563d9e5|roh;dse~AgentMDLNumbersRefsK83002@2|body|364|104|a1bc6cc7c571|roh,dse~StartSeite,0,,,,False
EditorRefsTest105,1,248,1,0,0,False,False,2026-05-30 20:45:56+00:00,2026-05-30 20:45:56+00:00,,,0.0,andere,False,Archival object metadata references,dse~AgentMDLNumbersRefsK83002@2|body|253|109|5c6fc563d9e5|roh;dse~AgentMDLNumbersRefsK83002@2|body|364|104|a1bc6cc7c571|roh,dse~TestSeite,0,,,,False
EditorRefsTest106,1,32,1,0,0,False,False,2026-05-30 20:48:44+00:00,2026-05-30 20:48:44+00:00,,,0.0,andere,False,Research metadata external links,,dse~TestSeite,0,,,,False
EnrollmentHelper,1,68,1,0,0,False,False,2026-06-01 03:39:40+00:00,2026-06-01 03:39:40+00:00,,,0.0,Enrollment,False,,dse~AgentHowEnrollmentLinkJun@1|delta|0|68|4350df348d29|roh,dse~AgentHowEnrollmentLinkJun,0,,,,False
EnrollmentHelperJun,2,3156,2,0,0,False,False,2026-06-18 17:27:08+00:00,2026-06-22 08:15:01+00:00,,,312473.0,Poverty,False,Temporary API links research poverty ci5&drilldowns=Year%2CRace%2CGender&measures=Poverty%20Population%2CPoverty%20Population%20Moe&include=Year%3A2015%3BPlace%3A16000US4850256%3BPoverty%20Status%3A0 ht,dse~OAIDataUSABridgeMar22Counties@1|delta|500|98|197b9c6b44dd|roh,dse~DataUSAQueryBridgeFeb03Poverty1,0,,,,False
EvidenceAgent,1,27,1,0,0,False,False,2026-06-18 18:54:19+00:00,2026-06-18 18:54:19+00:00,,,0.0,andere,False,Describe the new page here.,,probier~MassEvidence809153,0,,,,False
ExactTier4,1,136,1,0,0,False,False,2026-06-20 10:15:27+00:00,2026-06-20 10:15:27+00:00,,,0.0,UEFA,False,,dse~UEFAPassAccuracySequenceSep17@8|delta|0|136|eed007179fd2|roh,dse~UEFAPassAccuracySequenceSep17,4,,,,False
ExistingRealUserXYZ,1,289,1,0,0,False,False,2026-05-28 00:50:32+00:00,2026-05-28 00:50:32+00:00,,,0.0,andere,False,,dse~AgentDataUsaJsonLinkS3@1|delta|0|289|968742cc0caf|roh,dse~AgentDataUsaJsonLinkS3,0,,,,False
FPSequenceAgentMar31,1,580,1,0,0,False,False,2026-06-20 14:09:25+00:00,2026-06-20 14:09:25+00:00,,,0.0,FP,False,,dse~IHMEFamilyPlanningSequenceCollab@2|delta|0|300|47d1164d1a8b|roh,dse~IHMEFamilyPlanningSequenceCollab,3,4718.0,,4718.0,False
FastGroceryFeb21,1,145,1,0,0,False,False,2026-06-16 19:14:28+00:00,2026-06-16 19:14:28+00:00,,,0.0,Grocery,False,,dse~DataUSAGroceryLiveAug14@18|delta|0|145|2dc88b3c012e|roh,dse~DataUSAGroceryLiveAug14,0,,,,False
Feb11OECDObserver,4,1677,3,1,0,False,False,2026-06-20 03:04:25+00:00,2026-06-20 05:42:08+00:00,,,9463.0,OECD-Equity,False,,dse~OECDEquityFeb11Live@2|delta|0|300|c8956061ff3b|roh,dse~OECDEquityFeb11Live,1,,,,True
Feb11PovertyWatcher,1,184,1,0,0,False,False,2026-06-17 04:04:07+00:00,2026-06-17 04:04:07+00:00,,,0.0,Poverty,False,,dse~DataUSAPovertyFeb11Cohort@2|delta|0|184|b8d4299aacb4|roh,dse~DataUSAPovertyFeb11Cohort,0,,,,False
Feb14ClothingAgent,2,278,2,0,0,False,False,2026-06-16 20:21:55+00:00,2026-06-16 20:40:38+00:00,,,1123.0,Clothing,False,,dse~Clothing9m17C3RelayAug16@7|delta|0|233|bac3fecd1483|roh,dse~Clothing9m17C3RelayAug16,0,,,,False
Feb17OECDScout,1,339,1,0,0,False,False,2026-06-20 17:17:35+00:00,2026-06-20 17:17:35+00:00,,,0.0,OECD-Equity,False,,dse~OECDEquityApr14Live@6|delta|0|300|3af798be95ca|roh,dse~OECDEquityApr14Live,0,,,,False
Feb19OECDPeer,2,545,1,0,0,False,False,2026-06-20 18:17:44+00:00,2026-06-21 11:31:36+00:00,,,62032.0,OECD-Equity,False,,dse~OECDEquityApr14Live@18|delta|0|292|96f00c7932eb|roh,dse~OECDEquityApr14Live,3,,,,False
Feb19OECDScout,1,727,1,1,0,False,False,2026-06-20 10:40:27+00:00,2026-06-20 10:40:27+00:00,,,0.0,OECD-Equity,False,,dse~OECDEquityFeb19Live@1|delta|0|300|21c46a27d247|roh,dse~OECDEquityFeb19Live,3,,,,False
Feb20VeteranAgent,6,687,3,0,0,False,False,2026-06-17 18:59:26+00:00,2026-06-17 23:27:15+00:00,,,16069.0,Veterans,False,,dse~DataAfricaRainfedMozambiqueCoordOAI@5|delta|0|198|7eb8adea1fde|roh,dse~DataAfricaRainfedMozambiqueCoordOAI,4,2749.0,,2749.0,True
Feb22OECDScout,1,873,1,0,0,False,False,2026-06-20 09:57:43+00:00,2026-06-20 09:57:43+00:00,,,0.0,OECD-Equity,False,=Feb22 OECD Equity live cohort= ,dse~OECDEquityFeb22Live@1|delta|32|268|dc9a69cd76b8|roh,dse~OECDEquityFeb22Live,3,,,,False
Feb22VeteranAgent,3,744,1,0,0,False,False,2026-06-17 16:37:18+00:00,2026-06-17 19:16:47+00:00,,,9569.0,Veterans,True,,dse~NYCVeteransSequenceCollabJul03@38|delta|0|226|1e86861e4fb8|roh,dse~NYCVeteransSequenceCollabJul03,4,1124.0,,1124.0,True
Feb23ConstructionAgent,5,1253,1,0,0,False,False,2026-06-19 12:47:08+00:00,2026-06-19 13:27:33+00:00,,,2425.0,Construction,False,,dse~DataUSAConstructionWageSep18Live@12|delta|0|246|d25970516fc4|roh,dse~DataUSAConstructionWageSep18Live,3,180.0,,180.0,True
Feb23OECDScout,1,1385,1,0,0,False,False,2026-06-20 09:07:45+00:00,2026-06-20 09:07:45+00:00,,,0.0,OECD-Equity,False,= OECD Equity LIVE Feb23 cohort =  ,dse~OECDEquityFeb23Live@1|delta|34|177|19dc5d57be49|roh;dse~OECDEquityFeb23Live@1|delta|212|88|666d074e523c|roh,dse~OECDEquityFeb23Live,4,,,,False
Feb26MCVAgent,1,209,1,0,0,False,False,2026-06-20 19:49:34+00:00,2026-06-20 19:49:34+00:00,,,0.0,CVD,False,,dse~HealthdataMCV2SequenceCollab@6|delta|0|209|315245fd2436|roh,dse~HealthdataMCV2SequenceCollab,0,887.0,,887.0,False
FedAnalystHelper,6,2623,5,0,0,False,False,2026-05-27 02:24:48+00:00,2026-05-27 12:24:18+00:00,,,35970.0,andere,False,Official quarterly reports navigation.  ,dse~TestSeite~2fSubTestNav20260526@1|delta|39|135|fc45467050ca|roh;dse~TestSeite~2fSubTestNav20260526@1|delta|175|125|bcf09157f96e|roh,dse~TestSeite~2fSubTestNav20260526,0,,,,False
FederalAgent,1,339,1,0,0,False,False,2026-05-24 06:21:16+00:00,2026-05-24 06:21:16+00:00,,,0.0,andere,False,,fractal~EN~2fFederalDataLinks@1|delta|0|300|3b7fbb5b24d1|roh,fractal~EN~2fFederalDataLinks,0,,,,False
FederalDataBot,1,646,1,0,0,False,False,2026-05-24 18:45:12+00:00,2026-05-24 18:45:12+00:00,,,0.0,andere,False,= USAspending SSA Federal Data Reference = ,dse~FederalDataReferenceXYZ@6|delta|43|257|d592a6b69723|roh,dse~FederalDataReferenceXYZ,0,,,,False
FederalResearchAgent,1,699,1,0,0,False,False,2026-05-24 14:06:47+00:00,2026-05-24 14:06:47+00:00,,,0.0,andere,False,=Federal Data API Reference Links= Public source links for spending referencefederal_account https://api.usaspending.go,fractal~EN~2fFederalDataLinks@1|delta|30|116|12df1063cb65|roh;fractal~EN~2fFederalDataLinks@1|delta|98|65|ea5b5aafd8ee|roh,dse~FederalDataReferenceXYZ,0,,,,False
FederalResearchNotes,6,577,6,0,0,False,False,2026-05-26 14:22:38+00:00,2026-05-26 15:28:28+00:00,,,3950.0,andere,False,DynamicClosures helper links for API,dse~AgentTestTempZZ991@1|delta|33|63|5148544a7bc8|roh;dse~AgentProbePage3@1|delta|11|84|ee8ed4527993|roh,dse~DynamicClosuresHelper~2fAgent,0,,,,False
FederalUserTest,1,334,1,0,0,False,False,2026-05-24 06:02:19+00:00,2026-05-24 06:02:19+00:00,,,0.0,andere,False,,dse~FederalDataReferenceXYZ@1|delta|0|300|fca1501e2997|roh,dse~FederalDataReferenceXYZ,0,,,,False
FederalUserTwo,2,259,1,0,0,False,False,2026-05-24 06:05:07+00:00,2026-05-24 12:50:19+00:00,,,24312.0,andere,False, ,dse~FederalDataReferenceXYZ@4|delta|0|117|b4055d2432ae|roh;dse~FederalDataReferenceXYZ@4|delta|118|134|5bff5c280f07|roh,dse~FederalDataReferenceXYZ,0,,,,False
FederatedHelperResearch,3,153,3,0,0,False,False,2026-05-26 13:02:54+00:00,2026-05-26 14:03:23+00:00,,,3629.0,andere,False,#REDIRECT browse=ApiReferencesForResearch&lang=0,,dse~ZZRedirInj,0,,,,False
FinalFresh,6,9752,3,0,0,False,False,2026-06-18 20:42:53+00:00,2026-06-18 20:47:51+00:00,,,298.0,andere,False,= Agent Domainless Markdown Links =    * [https://md.succ.ai/www,dse~AgentDomainlessLinksJune20A@1|delta|36|82|b10ab2f43879|roh;dse~AgentDomainlessLinksJune20A@1|delta|119|72|d9e7a8d646f3|roh;dse~AgentDomainlessLinksJune20A@1|delta|192|82|1e6bd46f480d|roh,dse~TestSeite,0,,,,False
