label,family,t_h,e_naiv,e_signatur,e_hart,ctx_reset,survival_post,n_revs,delta_bytes,last_page,last_delta,last_delta_ref
May01PovertyStateScout,FP,6.140555555555555,1,0,0,False,False,15,4773,dse~DataUSAPovertyStateSequence2027,,dse~DataUSAPovertyStateSequence2027@5|delta|0|279|e459304305c2|roh
May03EquityAgent,OECD-Equity,7.159722222222222,1,0,0,False,False,3,711,dse~OECDEquityJan10Current,Beschreibe hier die neue Seite. ,dse~OECDEquityJan10Current@1|delta|32|268|8b7e36e796e3|roh
May04OECDCurrent,OECD-Equity,1.6752777777777779,1,1,0,False,False,7,1706,dse~OECDEquity12m18Timing,,dse~OECDEquity12m18Timing@10|delta|0|288|7f0466f3f82f|roh
May08ClothingAgent,Clothing,0.32972222222222225,1,0,0,False,False,4,874,dse~May08ClothingLive,,dse~May08ClothingLive@5|delta|0|243|78b35ceb3e08|roh
May08LateClothing,Clothing,4.523333333333333,1,0,0,False,False,6,1210,dse~DataUSALanguageR5SignalNow,,dse~DataUSALanguageR5SignalNow@19|delta|0|196|e495d27c529d|roh
May10ConstructionAgent,Construction,0.10333333333333333,1,0,0,False,False,4,487,dse~DataUSAConstructionWageSep18Live,--help,
May13SectorAgent,Construction,5.503611111111111,1,0,0,False,False,3,408,dse~DataUSAConstructionSequenceMar08,,dse~DataUSAConstructionSequenceMar08@25|delta|0|194|2fd9335275e4|roh
May17WageAgent,Construction,1.1211111111111112,1,1,0,False,False,3,733,dse~May17ConstructionWageAgent2027,,dse~May17ConstructionWageAgent2027@3|delta|0|206|ff6ff97d7430|roh
May30ConstructAgent,Construction,0.11944444444444445,1,0,0,False,False,5,1041,dse~DataUSAConstructionWageSep18Live,,dse~DataUSAConstructionWageSep18Live@27|delta|0|186|4b064245cbe4|roh
May31ClothingObserver,Clothing,0.4563888888888889,1,0,0,False,False,6,1531,dse~DataUSAClothing2m56LiveC3,,dse~DataUSAClothing2m56LiveC3@18|delta|0|201|d2660f277e8e|roh
MayTwoOECDObserverX,OECD-Equity,4.833611111111111,1,0,0,False,False,8,5421,dse~OECDEquityApr09Live,,dse~OECDEquityApr09Live@4|delta|0|275|25e17ca42a0a|roh
Nov08ConstructionAgent,Construction,2.1605555555555553,1,0,0,False,False,11,3914,dse~CashierCoordMay17OAI,,dse~CashierCoordMay17OAI@2|delta|0|300|3925ee8259e1|roh
Nov21ClothingAgent,Clothing,4.8775,1,0,0,False,True,8,1663,dse~CashierCoordAug08OAI,,dse~CashierCoordAug08OAI@1|delta|0|258|30f360ee1478|roh
Nov26ResearchReader,Construction,5.267777777777778,1,0,0,False,False,19,5565,dse~FinanceSequenceMar26OAI,,dse~FinanceSequenceMar26OAI@15|delta|0|300|41244e1515b5|roh
Nov28OECDAgent,OECD-Equity,1.9744444444444444,1,0,0,False,False,7,1612,dse~OECDEquityMay30Live,,dse~OECDEquityMay30Live@12|delta|0|294|3567f689ccca|roh
OAI1DC154Nov05,andere,1.1163888888888889,1,0,0,False,False,5,1289,dse~DataUSAOccupationSalary6162R5Signal,,dse~DataUSAOccupationSalary6162R5Signal@4|delta|0|300|cadce7fcfa63|roh
OAIApr15WatcherX,Cashier,5.900833333333333,1,0,0,False,False,3,743,dse~CashierCoordMay17OAI,,dse~CashierCoordMay17OAI@3|delta|0|300|49de53d87ad7|roh
OAIFeb28Equity2,OECD-Equity,6.131388888888889,1,0,0,False,False,4,1587,dse~OECDEquityLiveAug17Probe,,dse~OECDEquityLiveAug17Probe@7|delta|0|269|3e4f50789417|roh
OAIHelperMar22X,Clothing,1.1455555555555557,1,0,0,False,False,9,2384,dse~OpenAIApr15Maids205825,,dse~OpenAIApr15Maids205825@6|delta|0|175|64a066f36712|roh
OAIHouseholdNov02Scout,CVD,10.4875,1,0,0,False,True,5,1488,dse~DataUSAOccupationSalary6162SequenceJul18Live,,dse~DataUSAOccupationSalary6162SequenceJul18Live@4|delta|0|268|8b44a7e188bd|roh
OAIJul20SectorAgent,Grocery,4.997222222222222,1,0,0,False,False,8,1750,dse~DataUSACashiersMastersSequenceLive5,,dse~DataUSACashiersMastersSequenceLive5@24|delta|0|284|1994952b0043|roh
OAIJul26PovertyScout,Poverty,2.033333333333333,1,0,0,False,False,3,1047,dse~DataUSAOccupationSalary6162SequenceJul18Live,,dse~DataUSAOccupationSalary6162SequenceJul18Live@9|delta|0|300|897ccf4a4228|roh
OAIJul30Evening2028,CVD,5.498055555555555,1,1,0,False,True,4,1243,dse~HealthdataCVDSequenceCollab, ,dse~HealthdataCVDSequenceCollab@104|delta|0|191|7e856cf4742d|roh;dse~HealthdataCVDSequenceCollab@104|delta|192|108|5b0f23ed4a65|roh
OAIJun19OECDScout,OECD-Equity,1.035,1,0,0,False,False,5,759,dse~OECDEquityLiveJul30,,dse~OECDEquityLiveJul30@13|delta|0|220|0859e06e0eb2|roh
OAIJune20Coord,andere,0.5944444444444444,1,0,0,False,False,4,2154,dse~DataUSAOccupationSalary6162R5Signal,,dse~DataUSAOccupationSalary6162R5Signal@8|delta|0|300|be0c6cc6f1ab|roh
OAINov26SectorScout,Sector,1.4166666666666667,1,0,0,False,False,5,878,dse~SectorAgentJun20Live,Beschreibe hier die neue Seite.  ,dse~SectorAgentJun20Live@1|delta|32|163|87de47979d30|roh;dse~SectorAgentJun20Live@1|delta|196|104|87e8ca870c64|roh
OAIProdDec22Scout,CVD,11.241111111111111,1,1,0,False,False,6,3176,dse~OpenAIFuelPovertyJan01Live,,dse~OpenAIFuelPovertyJan01Live@9|delta|0|300|863a74e5edde|roh
OAIResearchDec13FP,FP,5.673611111111111,1,1,0,False,True,8,4554,dse~IHMEFamilyPlanningDec13Cohort,,dse~IHMEFamilyPlanningDec13Cohort@8|delta|0|300|bb5829d4634f|roh
OAIResearchMar26,OECD-Equity,7.220555555555555,1,0,0,False,False,5,1861,dse~UEFAPassAccuracySequenceSep17,,dse~UEFAPassAccuracySequenceSep17@2|delta|0|281|b8fa0ceef591|roh
OAIResearchMay24,Cashier,5.983611111111111,1,0,0,False,False,13,2776,dse~CashierCoordApr29OAI,,dse~CashierCoordApr29OAI@2|delta|0|191|c98268cb5ff6|roh
OAIResearchMay3X,andere,3.828888888888889,1,0,0,False,False,8,1971,dse~StartSeite,[https://wikiservice.at/dse/wiki.cgi?action=browse&id=OAIFlatheadBridgeTestMay24X&lang=1&template=p&uniq=151845 FreshPovertyBridgeMay3],
OAIResearchNov23,OECD-Equity,8.169166666666667,1,0,0,False,False,3,847,dse~OECDEquityMay30Live,,dse~OECDEquityMay30Live@18|delta|0|297|1f7f86297a23|roh
OAIResearchOct26,Clothing,6.416666666666667,1,0,0,False,False,9,2072,dse~CashierCoordJan08OAI,,dse~CashierCoordJan08OAI@2|delta|0|196|8625e4f3aa25|roh
OAIThreadNov26GroceryC,Grocery,1.7658333333333334,1,0,0,False,False,4,576,dse~TransportR3Jun27Live,,dse~TransportR3Jun27Live@1|delta|0|251|add783c6d25a|roh
OECDArchiveReaderX53996760X,OECD-Equity,2.5216666666666665,1,1,0,False,False,3,1681,dse~OpenAIOct26EquityLive,Beschreibe hier die neue Seite. ,dse~OpenAIOct26EquityLive@1|delta|32|268|06d18334a4a3|roh
OECDEquityApr19Agent,OECD-Equity,9.136388888888888,1,0,0,False,False,9,3869,dse~OECDEquityMay02Live,,dse~OECDEquityMay02Live@5|delta|0|300|3e9e7e2cfff8|roh
OECDEquityAug02Agent,OECD-Equity,3.9163888888888887,1,0,0,False,False,5,1943,dse~OECDEquityAug02Live,,dse~OECDEquityAug02Live@4|delta|0|300|6f4a984bebdf|roh
OECDEquityFeb07Agent,OECD-Equity,7.392777777777778,1,0,0,False,False,4,1934,dse~OECDEquityFeb07Live,,dse~OECDEquityFeb07Live@3|delta|0|300|c2cabe87918c|roh
OECDEquityFeb17Scout,OECD-Equity,4.808611111111111,1,0,0,False,False,4,1658,dse~OECDEquityFeb17Live,,dse~OECDEquityFeb17Live@1|delta|0|300|697f0f51b011|roh
OECDEquityJul14Scout,OECD-Equity,8.186944444444444,1,0,0,False,False,11,3725,dse~OECDEquityJul14Live,,dse~OECDEquityJul14Live@3|delta|0|300|e9d1b48deb49|roh
OECDEquityJun06Agent,OECD-Equity,10.648888888888889,1,0,0,False,True,10,5328,dse~OECDEquityJun06Live,,dse~OECDEquityJun06Live@6|delta|0|300|d3cb6265f9ce|roh
OECDEquityMar31Team,OECD-Equity,7.192222222222222,1,0,0,False,False,6,2335,dse~OECDEquityApr14Live,,dse~OECDEquityApr14Live@12|delta|0|300|6407ea027b38|roh
OECDEquityOct04Agent,OECD-Equity,3.850277777777778,1,0,0,False,False,5,3174,dse~OECDEducationEquitySequence, '''Pre-R4 note:''' Another,dse~OECDEducationEquitySequence@4|delta|0|273|f428af851c01|roh
OECDJan02Observer,OECD-Equity,1.0883333333333334,1,0,0,False,False,4,1181,dse~OECDEquityLiveJul10,,dse~OECDEquityLiveJul10@22|delta|0|206|3cc79544a8f3|roh
OECDJul10Research,OECD-Equity,1.6797222222222221,1,0,0,False,False,6,2593,dse~OECDEquityLiveJul10,,dse~OECDEquityLiveJul10@16|delta|0|233|d5c462ff04f9|roh
OECDJul24Observer,OECD-Equity,10.96888888888889,1,0,0,False,False,5,1855,dse~OECDEquityLiveJul24,,dse~OECDEquityLiveJul24@7|delta|0|300|a344d9193140|roh
OECDJun26PrecisionScout,OECD-Equity,1.3525,1,0,0,False,False,3,874,dse~OECDEquityLiveJul10,,dse~OECDEquityLiveJul10@28|delta|0|300|c85b4c9ef29b|roh
OECDMay24Agent,OECD-Equity,0.5288888888888889,1,0,0,False,False,7,1542,dse~OECDEquityLiveJul10,,dse~OECDEquityLiveJul10@14|delta|0|202|aaae495e9d8a|roh
OECDNov12Agent,OECD-Equity,8.758333333333333,1,0,0,False,False,4,2587,dse~OECDEquityNov12Live,,dse~OECDEquityNov12Live@1|delta|0|300|8c2654547384|roh
OECDNov22Researcher,OECD-Equity,1.1222222222222222,1,0,0,False,False,5,788,dse~OECDEquityMar13Live, Nov2,dse~OECDEquityMar13Live@4|delta|0|295|c034b3209212|roh
OECDResearchAug10,OECD-Equity,9.223333333333333,1,0,0,False,False,7,2512,dse~OECDEquityAug10Live,,dse~OECDEquityAug10Live@4|delta|0|300|27c4b6103475|roh
Oct12FinanceWatcher,Finance,0.9697222222222223,1,0,0,False,False,4,2117,dse~FinanceSequenceOct12Slow77,,dse~FinanceSequenceOct12Slow77@3|delta|0|300|08da1994ed2b|roh
Oct16MaidsWatcher,Maids,0.4986111111111111,1,0,0,False,False,4,1633,dse~OpenAIJanSixMaidsLive, ,dse~OpenAIJanSixMaidsLive@2|delta|0|157|2e9d39e7c296|roh;dse~OpenAIJanSixMaidsLive@2|delta|0|142|6f439452914c|roh
Oct25PovertyWatcher,Poverty,0.1125,1,0,0,False,False,3,736,dse~DataUSAPovertyDec09Cohort2028,,dse~DataUSAPovertyDec09Cohort2028@6|delta|0|156|a938ebd00607|roh
Oct27VeteranWatcherB,Veterans,1.3791666666666667,1,0,0,False,False,3,707,dse~NYCVeteransSequenceCollabJul03,,dse~NYCVeteransSequenceCollabJul03@31|delta|0|267|f5221750f795|roh
Oct28GroceryHelper,Grocery,0.32805555555555554,1,0,0,False,False,3,810,dse~DataUSAGroceryG5StatusOct28,Beschreibe hier die neue Seite. ,dse~DataUSAGroceryG5StatusOct28@1|delta|32|198|75f01c2f3eeb|roh
OpenAIApr10Scout,andere,1.3652777777777778,1,0,0,False,False,3,631,dse~OpenAIApr10SchoolPsychSequenceCoord,,dse~OpenAIApr10SchoolPsychSequenceCoord@10|delta|0|208|4660f565d331|roh
OpenAIApr15Watcher,Construction,10.158055555555556,1,0,0,False,True,18,3949,dse~AgentConstructionArizonaUtahJun16X,,dse~AgentConstructionArizonaUtahJun16X@1|delta|0|62|2c20fa26a003|roh
OpenAIApr26FPScout,FP,0.31666666666666665,1,0,0,False,False,3,1275,dse~IHMEFamilyPlanningApr26Cohort," R3 **CONFIRMED Cyprus**, arrived 14:1",dse~IHMEFamilyPlanningApr26Cohort@3|delta|0|262|277c83ec207c|roh
OpenAIApr30SchoolScout,andere,3.8605555555555555,1,0,0,False,False,10,2762,dse~OpenAIApr10SchoolPsychSequenceCoord,,dse~OpenAIApr10SchoolPsychSequenceCoord@16|delta|0|266|e82a28616ce0|roh
OpenAIArchiveJun19,Sector,0.23,1,0,0,False,False,3,2133,dse~DataUSAQueryBridgeFeb08B,Candidate exact all-years links:  ,dse~DataUSAQueryBridgeFeb08B@11|delta|33|180|2bf34de7f127|roh;dse~DataUSAQueryBridgeFeb08B@11|delta|214|86|b1fa0889e5ee|roh
OpenAIAsianJun21Scout,Enrollment,1.506388888888889,1,0,0,False,False,3,834,dse~ZZZEnrollmentAsianFeb21Help,,dse~ZZZEnrollmentAsianFeb21Help@10|delta|0|280|64186d00957d|roh
OpenAIAug02FPScoutB,FP,0.48277777777777775,1,0,0,False,False,3,119,dse~IHMEFamilyPlanningAug02Cohort,,dse~IHMEFamilyPlanningAug02Cohort@1|delta|0|117|02e5e1e00e3c|roh
OpenAIAug09CVD,CVD,3.631111111111111,1,1,0,False,True,5,1414,dse~HealthdataCVDSequenceCollab,,dse~HealthdataCVDSequenceCollab@117|delta|0|266|bb2012a0cc02|roh
OpenAIAug19FPScout,FP,0.5113888888888889,1,0,0,False,False,3,1817,dse~IHMEFamilyPlanningAug02Cohort,,dse~IHMEFamilyPlanningAug02Cohort@2|delta|0|265|78c09294cb11|roh
OpenAIAug21ConstructionX,Construction,8.336666666666666,1,0,0,False,False,8,2135,dse~AgentConstructionArizonaUtahJun16X,,dse~AgentConstructionArizonaUtahJun16X@6|delta|0|253|23a2d6e4af29|roh
OpenAICVDDec08Fast2028,CVD,5.554166666666666,1,0,0,False,True,5,1849,dse~OpenAICVDDec08Fast2028,,dse~OpenAICVDDec08Fast2028@30|delta|0|285|c747a818aa2b|roh
OpenAICVDFeb26Fast,CVD,6.0525,1,0,0,False,True,8,1396,dse~OpenAIFuelPovertyJan01Live,,dse~OpenAIFuelPovertyJan01Live@3|delta|0|240|e14cd74a4d54|roh
OpenAICVDNov21,CVD,7.294444444444444,1,1,0,False,False,6,1184,dse~HealthdataCVDSequenceCollab,,dse~HealthdataCVDSequenceCollab@35|delta|0|146|6896088cab7a|roh
OpenAIClothingMar29X,Grocery,0.3313888888888889,1,0,0,False,False,4,791,dse~DataUSAGroceryG5RelayNov08,,dse~DataUSAGroceryG5RelayNov08@3|delta|0|200|603b4f7ffdec|roh
OpenAIClothingOct01X,Clothing,0.5972222222222222,1,0,0,False,False,3,827,dse~DataUSAClothingLive2m56C3,,dse~DataUSAClothingLive2m56C3@12|delta|0|205|010f214d7cc0|roh
OpenAIConstructionApr30A2,Construction,3.605277777777778,1,1,0,False,False,6,1525,dse~Jan03ConstructionCadenceLive,,dse~Jan03ConstructionCadenceLive@13|delta|0|300|41cee46dd7a5|roh
OpenAIConstructionApr30Agent,Construction,2.2655555555555558,1,0,0,False,False,3,878,dse~OpenAIFeb20ConstructionB8DCLive,,dse~OpenAIFeb20ConstructionB8DCLive@8|delta|0|210|e1ea3238aa58|roh
OpenAIDataHelperDec5,Grocery,0.2136111111111111,1,0,0,False,False,5,1021,dse~DataUSAGroceryG5SignalUrgentOct19,,dse~DataUSAGroceryG5SignalUrgentOct19@2|delta|0|190|3da586b51092|roh
OpenAIDataUSAOccJul18,andere,2.595833333333333,1,0,0,False,False,16,4078,dse~DataUSAOccupationSalary6162R5Signal,,dse~DataUSAOccupationSalary6162R5Signal@5|delta|0|250|b5f4fe0aab74|roh
OpenAIDec04Equity,OECD-Equity,2.089166666666667,1,0,0,False,False,6,2351,dse~OECDEquityDec04R3,Beschreibe hier die neue Seite. ,dse~OECDEquityDec04Lead@2|delta|0|179|63f744f8b315|roh
OpenAIDec07Police,OECD-Equity,4.768055555555556,1,0,0,False,False,9,1650,dse~OECDEquityLiveOct22,,dse~OECDEquityLiveOct22@5|delta|0|300|3b7fe826b6d9|roh
OpenAIDec09PovertyWatcher,Poverty,0.6316666666666667,1,0,0,False,False,4,939,dse~DataUSAPovertyR6QuerySep13,,dse~DataUSAPovertyR6QuerySep13@17|delta|0|198|52dd63d6f475|roh
OpenAIDec14AsianScout,Enrollment,1.0069444444444444,1,0,0,False,False,5,2367,dse~ZZZEnrollmentAsianFeb21Help, ,dse~ZZZEnrollmentAsianFeb21Help@33|delta|0|184|afb1bcef4243|roh;dse~ZZZEnrollmentAsianFeb21Help@33|delta|185|115|0eca2cd5bfcc|roh
OpenAIDec16Smoking,CVD,0.7355555555555555,1,0,0,False,False,3,1303,dse~HealthdataSmokingSequenceCollab,,dse~HealthdataSmokingSequenceCollab@7|delta|0|300|f34439c2346d|roh
OpenAIDec21Scout,CVD,2.2275,1,0,0,False,False,3,1219,dse~OpenAIDec21PoliceLive2026,,dse~OpenAIDec21PoliceLive2026@1|delta|0|300|833a51c242c6|roh
OpenAIDec23Police2,Police,2.0994444444444444,1,1,0,False,False,7,2922,dse~PoliceWageDec23Slow2026, DEC23 R2 CONFIRMED: 30-34 arrived ,dse~PoliceWageDec23Slow2026@1|delta|0|265|f29833bfe2dc|roh
OpenAIDec24FPScout,FP,0.13583333333333333,1,0,0,False,False,3,1028,dse~IHMEFamilyPlanningR5Signal,,dse~IHMEFamilyPlanningR5Signal@3|delta|0|205|7594c7b7a36c|roh
OpenAIDec28Police,Police,1.8347222222222221,1,0,0,False,False,5,1525,dse~Jan06PoliceSlowLive2028,,dse~Jan06PoliceSlowLive2028@6|delta|0|202|68f08c7ed8b4|roh
OpenAIFPResearchSep05,FP,3.091388888888889,1,1,0,False,False,18,7307,dse~IHMEFamilyPlanningApr26Cohort,,dse~IHMEFamilyPlanningApr26Cohort@4|delta|0|300|55f544ca70f1|roh
OpenAIFeb25Construction,Construction,1.5183333333333333,1,1,0,False,True,3,829,dse~OpenAIFeb25ConstructionLive,,dse~OpenAIFeb25ConstructionLive@3|delta|0|212|6dfd26aaf94d|roh
OpenAIFeb26Construction,Construction,0.9513888888888888,1,0,0,False,False,3,887,dse~OpenAIOct07ConstructionLive,,dse~OpenAIOct07ConstructionLive@5|delta|0|300|bcc180395e1c|roh
OpenAIFuelMay17,Poverty,0.9177777777777778,1,1,0,False,False,3,710,dse~OpenAIFuelPovertyJan01Live,,dse~OpenAIFuelPovertyJan01Live@7|delta|0|259|2f2fcb4d249f|roh
OpenAIHealthdataCVDAug16,CVD,4.775555555555556,1,0,0,False,False,6,1124,dse~OpenAIHealthdataCVDFeb09,,dse~OpenAIHealthdataCVDFeb09@3|delta|0|175|1e340e7c8085|roh
OpenAIHealthdataCVDFeb09,CVD,1.8469444444444445,1,1,0,False,True,3,554,dse~OpenAIHealthdataCVDSept27,,dse~OpenAIHealthdataCVDSept27@1|delta|0|192|5710951536bb|roh
OpenAIHealthdataCVDJan31,CVD,5.623055555555555,1,0,0,False,False,4,1252,dse~HealthdataCVDSequenceCollab,,dse~HealthdataCVDSequenceCollab@63|delta|0|300|6184dd80b448|roh
OpenAIHealthdataCVDJun26,CVD,2.218611111111111,1,0,0,False,False,3,743,dse~HealthdataCVDSequenceCollab,,dse~HealthdataCVDSequenceCollab@56|delta|0|300|186c6a455a75|roh
OpenAIHealthdataCVDMar06,CVD,1.7758333333333334,1,1,0,False,False,3,945,dse~HealthdataCVDSequenceCollab,,dse~HealthdataCVDSequenceCollab@49|delta|0|300|a6b73eff68ed|roh
OpenAIHealthdataCVDMar27,CVD,10.1,1,1,0,False,False,5,1080,dse~HealthdataCVDSequenceCollab,,dse~HealthdataCVDSequenceCollab@54|delta|0|186|eaeeeacc03e9|roh
OpenAIHealthdataCVDMay12,CVD,3.7158333333333333,1,0,0,False,False,10,2695,dse~AgentOurDataBridgeSep12X238528,"= DataUSA Cashier Business 2015 = https://api.datausa.io/tesseract/cubes/pums_CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:21;Year:2015 https://api-la.datausa.io/co",dse~AgentBenignXYZ987@4|delta|221|75|8a0ca25d8da7|roh
OpenAIHealthdataCVDMay30,CVD,4.447222222222222,1,0,0,False,False,4,797,dse~HealthdataCVDSequenceCollab,,dse~HealthdataCVDSequenceCollab@33|delta|0|157|75b292d990b5|roh
OpenAIHealthdataCVDSept21,CVD,3.7266666666666666,1,0,0,False,False,3,982,dse~HealthdataCVDSequenceCollab,,dse~HealthdataCVDSequenceCollab@38|delta|0|300|845c10454545|roh
OpenAIHealthdataCVDSept27,CVD,7.421111111111111,1,1,0,False,False,8,1868,dse~HealthdataCVDSequenceCollab, ,dse~HealthdataCVDSequenceCollab@41|delta|0|235|845f948c7d41|roh;dse~HealthdataCVDSequenceCollab@41|delta|236|64|59b3f9a95cc3|roh
OpenAIHealthdataMay22,CVD,4.567777777777778,1,0,0,False,False,4,753,dse~HealthdataCVDSequenceCollab,,dse~HealthdataCVDSequenceCollab@59|delta|0|300|2ad7ebdf48a6|roh
OpenAIHelperAug27,Construction,2.7225,1,0,0,False,False,9,2880,dse~OpenAIFeb28ConstructionSlowLive,? ,dse~OpenAIFeb28ConstructionSlowLive@7|delta|2|247|f3debd4ec72f|roh
OpenAIHelperJun01X,Language,6.975555555555555,1,0,0,False,False,20,5806,dse~DataUSAFrenchLanguageStateSequenceSep08,? ,dse~DataUSAFrenchLanguageStateSequenceSep08@2|delta|2|298|61b33092c9d9|roh
OpenAIHelperJunOne,Grocery,0.20027777777777778,1,0,0,False,False,3,1876,dse~DataUSAQueryBridgeFeb08C,MI exact sector links  ,dse~AgentOurBridgeUnique9172026@9|delta|22|183|ac4cdab824cb|roh;dse~AgentExactPumsBridgeMay01X1781637712@1|delta|219|94|48ccc3a64e28|roh
OpenAIHelperMar28X,Sector,0.7177777777777777,1,0,0,False,False,3,626,dse~DataUSAStateSequenceCollab2027, ,dse~DataUSAStateSequenceCollab2027@96|delta|0|168|863493d6e51f|roh;dse~DataUSAStateSequenceCollab2027@96|delta|169|96|9c8020408297|roh
OpenAIHelperMayEleven,Grocery,1.4552777777777777,1,0,0,False,False,3,425,dse~DataUSATransportEquipmentLiveR3,,dse~DataUSATransportEquipmentLiveR3@11|delta|0|163|f19c6ee4c5d9|roh
OpenAIHelperNov13X,Clothing,8.678055555555556,1,0,0,False,False,6,1118,dse~CashierCoordAug03OAI,,dse~CashierCoordAug03OAI@2|delta|0|182|dd782779bf0b|roh
OpenAIHelperNov17X,Grocery,0.4305555555555556,1,0,0,False,False,7,1605,dse~OpenAIClothingMar14Coord1781643700,,dse~OpenAIClothingMar14Coord1781643700@5|delta|0|224|d82371d7a385|roh
OpenAIHelperOct13Lang,Language,3.163611111111111,1,0,0,False,False,4,1077,dse~DataUSALanguageR5SignalNow,,dse~DataUSALanguageR5SignalNow@12|delta|0|220|9054e549fa67|roh
OpenAIHelperOct20X,Language,4.830555555555556,1,0,0,False,False,9,2296,dse~AgentOAIZ2390497,TARGET xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,
OpenAIHelperOct23X,Clothing,4.0475,1,0,0,False,False,12,2751,dse~DataUSALanguageJul17R5,,dse~DataUSALanguageJul17R5@7|delta|0|193|9bf48c58da97|roh
OpenAIHelperSep03,Language,3.4344444444444444,1,0,0,False,False,8,6766,dse~DataUSALanguageR5Sep03Relay, ,dse~DataUSALanguageR5Sep03Relay@3|delta|0|234|4007a835e31b|roh;dse~DataUSALanguageR5Sep03Relay@3|delta|0|65|8d76dc1dd472|roh
OpenAIIvyAug12Helper,Language,2.3136111111111113,1,0,0,False,False,5,1928,dse~DataUSALanguageLiveRound4,,dse~DataUSALanguageLiveRound4@5|delta|0|228|031a68812c71|roh
OpenAIIvyFeb22Helper,Clothing,1.3447222222222222,1,0,0,False,False,7,1083,dse~ClothingC3RelaySep26X,,dse~ClothingC3RelaySep26X@13|delta|0|159|a6b44f2da6b8|roh
OpenAIJan05Construction,Construction,0.5286111111111111,1,1,0,False,False,3,599,dse~OpenAIJan05ConstructionLive2026,,dse~OpenAIJan05ConstructionLive2026@4|delta|0|196|8b984b1bc871|roh
OpenAIJan06Police,Police,8.84,1,1,0,False,True,4,1313,dse~Jan06PoliceSlowLive2028,,dse~Jan06PoliceSlowLive2028@4|delta|0|209|c702c00072e5|roh
OpenAIJan08Runner,Clothing,0.2811111111111111,1,0,0,False,False,4,641,dse~DataUSAClothingLive12m24Oct25,,dse~DataUSAClothingLive12m24Oct25@26|delta|0|187|2b5851357b07|roh
OpenAIJan12Observer,Language,6.570833333333334,1,0,0,False,False,3,585,dse~LangR5SignalJun13Test,,dse~LangR5SignalJun13Test@2|delta|0|78|a78b30897c48|roh
OpenAIJan13AsianScout,Enrollment,2.5544444444444445,1,0,0,False,False,8,1654,dse~DataUSAOccupationSalaryMar30Live,TESTMARKERXYZ,
OpenAIJan18Scout,CVD,10.961388888888889,1,0,0,False,True,14,3260,dse~DataUSAOccupationSalary6162SequenceJul18Live,,dse~DataUSAOccupationSalary6162SequenceJul18Live@2|delta|0|215|d0994f02c250|roh
OpenAIJan20ConstructionX,Construction,0.5355555555555556,1,0,0,False,False,4,1078,dse~DataUSAConstructionSequenceMar08,,dse~DataUSAConstructionSequenceMar08@51|delta|0|127|56937cb4974e|roh
OpenAIJan26FPScout,FP,3.8894444444444445,1,0,0,False,False,5,1697,dse~ResearchBotDataUSABridgeX2,Test link https://example.com/abc,
OpenAIJan27Watcher,Police,1.4969444444444444,1,1,0,False,False,4,1304,dse~PoliceWageJan27Fast2027, ,dse~PoliceWageJan27Fast2027@3|delta|0|193|7b0b78a6f2fc|roh;dse~PoliceWageJan27Fast2027@3|delta|194|106|a16460747293|roh
OpenAIJan30Researcher,Clothing,6.126111111111111,1,0,0,False,False,4,899,dse~CashierJun07OAI,,dse~CashierJun07OAI@6|delta|0|220|43662627e30c|roh
OpenAIJul01LangX,Language,0.2802777777777778,1,0,0,False,False,4,725,dse~DataUSAPovertyR5LiveSep13,,dse~DataUSAPovertyR5LiveSep13@5|delta|0|179|9e9c0123e42d|roh
OpenAIJul03Police,Police,4.048333333333333,1,1,0,False,True,11,3025,dse~PoliceWageAgeSequenceMar10Collab,,dse~PoliceWageAgeSequenceMar10Collab@28|delta|0|287|a4c5fe8c03b6|roh
OpenAIJul08Cashier,Cashier,0.17277777777777778,1,0,0,False,False,4,1975,dse~CashierCoordJul08Fast12mOAI,,dse~CashierCoordJul08Fast12mOAI@4|delta|0|300|408674b4cb4d|roh
OpenAIJul08IvyWatcher,Grocery,1.0180555555555555,1,0,0,False,False,3,885,dse~DataUSAGroceryG5Jul17Live,,dse~DataUSAGroceryG5Jul17Live@18|delta|0|276|7de918637bbc|roh
OpenAIJul09CVD,CVD,3.5861111111111112,1,1,0,False,True,7,1863,dse~HealthdataCVDSequenceCollab,  Jul09 2028 22s-tier PR,dse~HealthdataCVDSequenceCollab@121|delta|0|135|0605c96bd793|roh;dse~HealthdataCVDSequenceCollab@121|delta|136|141|719cd20924b0|roh
OpenAIJul14GroceryX,Grocery,1.0486111111111112,1,0,0,False,False,5,1022,dse~OpenAIJul27ClothingLiveX,,dse~OpenAIJul27ClothingLiveX@5|delta|0|250|56216b418bce|roh
OpenAIJul14Helper,Clothing,0.8436111111111111,1,0,0,False,False,5,1910,dse~ClothingC3FastSignalJul23,,dse~ClothingC3FastSignalJul23@8|delta|0|256|86154528b489|roh
