label,t0,t1,t_mid,wall_delta_s,task_delta_s,rollover,factor,weg,rev0,rev1,page_key_0,page_key_1,beleg0,beleg0_ref,beleg1,beleg1_ref,load_revs_5,load_bytes_5,load_labels_5,load_ip_5,load_events_5,load_revs_15,load_bytes_15,load_labels_15,load_ip_15,load_events_15,load_revs_60,load_bytes_60,load_labels_60,load_ip_60,load_events_60,hour,logf,ldw,ldt,datensatz
Nov28OECDAgent,2026-06-20T01:07:52Z,2026-06-20T03:06:20Z,2026-06-20T02:07:06Z,7108.0,11426.0,0,1.6074845244794598,CC,dse~OECDEquityLiveJul30@7,dse~OECDEquityMay30Live@12,dse~OECDEquityLiveJul30,dse~OECDEquityMay30Live,,dse~OECDEquityLiveJul30@7|delta|0|209|2a36392148ad|roh,,dse~OECDEquityMay30Live@12|delta|0|294|3567f689ccca|roh,7.08,2285.76,6.08,6.64,7.36,21.555555555555557,6892.222222222223,16.555555555555557,17.22222222222222,22.333333333333332,77.66666666666667,25023.333333333332,48.666666666666664,46.333333333333336,80.0,2,0.4746705500098659,8.868976189274543,9.343646739284408,mit_Ereignissen_ABC
OAI1DC154Nov05,2026-06-21T19:44:01Z,2026-06-21T20:20:10Z,2026-06-21T20:02:05Z,2169.0,17227.0,0,7.942369755647764,CC,dse~DataUSAOccupationSalary6162R4Signal@2,dse~DataUSAOccupationSalary6162R5Signal@2,dse~DataUSAOccupationSalary6162R4Signal,dse~DataUSAOccupationSalary6162R5Signal,,dse~DataUSAOccupationSalary6162R4Signal@2|delta|0|190|664b16db3e95|roh,,dse~DataUSAOccupationSalary6162R5Signal@2|delta|0|194|6d36363b412c|roh,4.777777777777778,2027.3333333333333,4.111111111111111,4.888888888888889,5.0,14.0,6103.75,10.75,13.0,15.25,40.5,15880.5,25.0,30.0,43.5,20,2.072211688619495,7.682021510826875,9.75423319944637,mit_Ereignissen_ABC
OAI7C97,2026-06-18T23:28:44Z,2026-06-19T00:17:56Z,2026-06-18T23:53:20Z,2952.0,433.0,0,0.14668021680216803,AA,dse~HealthdataCVDSequenceJun15Relay@3,dse~HealthdataCVDSequenceCollab@12,dse~HealthdataCVDSequenceJun15Relay,dse~HealthdataCVDSequenceCollab,,dse~HealthdataCVDSequenceJun15Relay@3|delta|0|238|f548b3020bf6|roh,,dse~HealthdataCVDSequenceCollab@12|delta|0|213|3b14212fb5ee|roh,2.3636363636363638,1605.8181818181818,2.3636363636363638,2.6363636363636362,4.363636363636363,10.2,7692.8,8.6,10.2,14.6,38.5,26634.0,23.0,30.5,50.0,23,-1.9195004577178731,7.990238185720363,6.07073772800249,mit_Ereignissen_ABC
OAI7C97,2026-06-19T00:17:56Z,2026-06-19T00:46:07Z,2026-06-19T00:32:01Z,1691.0,220.0,0,0.13010053222945003,AA,dse~HealthdataCVDSequenceCollab@12,dse~OpenAIHealthdataCVDApr04@3,dse~HealthdataCVDSequenceCollab,dse~OpenAIHealthdataCVDApr04,,dse~HealthdataCVDSequenceCollab@12|delta|0|213|3b14212fb5ee|roh,,dse~OpenAIHealthdataCVDApr04@3|delta|0|145|b26b615e4c5b|roh,4.285714285714286,3875.4285714285716,3.5714285714285716,4.285714285714286,4.857142857142857,10.666666666666666,9231.0,8.0,10.0,12.0,43.0,31413.0,25.0,34.0,47.0,0,-2.039447802546219,7.43307534889858,5.393627546352362,mit_Ereignissen_ABC
OAI7C97,2026-06-19T00:46:07Z,2026-06-19T05:23:33Z,2026-06-19T03:04:50Z,16646.0,33708.0,0,2.0249909888261444,AC,dse~OpenAIHealthdataCVDApr04@3,dse~HealthdataCVDSequenceCollab@36,dse~OpenAIHealthdataCVDApr04,dse~HealthdataCVDSequenceCollab,,dse~OpenAIHealthdataCVDApr04@3|delta|0|145|b26b615e4c5b|roh,,dse~HealthdataCVDSequenceCollab@36|delta|0|233|858031baef85|roh,1.5,705.75,1.25,1.4821428571428572,1.5535714285714286,4.473684210526316,2092.1052631578946,3.473684210526316,4.2105263157894735,4.631578947368421,21.5,12263.166666666666,14.166666666666666,18.0,22.5,3,0.7055652505862035,9.71992522630604,10.425490476892245,mit_Ereignissen_ABC
OAI7C97,2026-06-19T05:23:33Z,2026-06-19T12:59:09Z,2026-06-19T09:11:21Z,27336.0,5007.0,0,0.18316505706760317,CC,dse~HealthdataCVDSequenceCollab@36,dse~HealthdataCVDSequenceCollab@64,dse~HealthdataCVDSequenceCollab,dse~HealthdataCVDSequenceCollab,,dse~HealthdataCVDSequenceCollab@36|delta|0|233|858031baef85|roh,,dse~HealthdataCVDSequenceCollab@64|delta|0|206|d3940c793922|roh,1.3369565217391304,421.75,1.0978260869565217,1.3804347826086956,1.423913043478261,3.967741935483871,1251.6451612903227,3.064516129032258,3.935483870967742,4.225806451612903,15.5,4853.5,10.5,13.25,16.5,9,-1.697367581465183,10.215959793795127,8.518592212329946,mit_Ereignissen_ABC
OAIEquityDec02,2026-06-20T02:23:12Z,2026-06-20T09:37:40Z,2026-06-20T06:00:26Z,26068.0,4612.0,0,0.17692189657818014,CB,dse~OAIEquityDec02@3,dse~OAIEquityDec02@6,dse~OAIEquityDec02,dse~OAIEquityDec02,,dse~OAIEquityDec02@3|delta|0|343|75a3cf5c1f56|roh,,dse~OAIEquityDec02@6|delta|0|235|4b3c7a97c16d|roh,2.8181818181818183,1284.0454545454545,2.5795454545454546,2.7613636363636362,2.909090909090909,8.7,3976.8333333333335,7.433333333333334,7.833333333333333,8.966666666666667,41.125,17818.75,28.375,28.5,42.125,6,-1.7320469060633215,10.168463787452271,8.436416881388949,mit_Ereignissen_ABC
OAIEquityDec02,2026-06-20T09:37:40Z,2026-06-20T11:10:03Z,2026-06-20T10:23:51Z,5543.0,1442.0,0,0.2601479343315894,BC,dse~OAIEquityDec02@6,dse~OAIEquityDec02@7,dse~OAIEquityDec02,dse~OAIEquityDec02,,dse~OAIEquityDec02@6|delta|0|235|4b3c7a97c16d|roh,,dse~OAIEquityDec02@7|delta|0|299|7199488f1a86|roh,2.9,1175.85,2.75,2.95,3.0,8.571428571428571,3605.285714285714,7.428571428571429,8.142857142857142,8.857142857142858,32.333333333333336,12632.333333333334,22.0,26.666666666666668,33.666666666666664,10,-1.3465048315749104,8.620291149419804,7.273786317844895,mit_Ereignissen_ABC
OAIHelperMar22X,2026-06-16T21:02:40Z,2026-06-16T21:29:28Z,2026-06-16T21:16:04Z,1608.0,3767.0,0,2.3426616915422884,AC,dse~MaidsR3FastRelayOct11@16,dse~Mar22MaidsLiveOAI@2,dse~MaidsR3FastRelayOct11,dse~Mar22MaidsLiveOAI,,dse~MaidsR3FastRelayOct11@16|delta|0|260|6d913d29728d|roh,,dse~Mar22MaidsLiveOAI@2|delta|0|213|407ba95f6b08|roh,31.0,9294.166666666666,26.0,24.666666666666668,31.5,93.0,27882.5,66.5,53.0,94.5,386.0,100681.0,170.0,101.0,393.0,21,0.8512877579531294,7.382746449738912,8.23403420769204,mit_Ereignissen_ABC
OAIHelperMar22X,2026-06-16T21:29:28Z,2026-06-16T21:38:01Z,2026-06-16T21:33:44Z,513.0,264.0,0,0.5146198830409356,CA,dse~Mar22MaidsLiveOAI@2,dse~Mar22MaidsLiveOAI@4,dse~Mar22MaidsLiveOAI,dse~Mar22MaidsLiveOAI,,dse~Mar22MaidsLiveOAI@2|delta|0|213|407ba95f6b08|roh,,dse~Mar22MaidsLiveOAI@4|delta|0|219|474ec99866c6|roh,37.0,8725.333333333334,31.0,29.666666666666668,37.666666666666664,91.0,21716.0,63.5,52.0,92.0,386.0,100681.0,170.0,101.0,393.0,21,-0.6643267420244534,6.240275845170769,5.575949103146316,mit_Ereignissen_ABC
OAIJul20SectorAgent,2026-06-16T20:59:01Z,2026-06-16T21:25:30Z,2026-06-16T21:12:15Z,1589.0,733.5,0,0.4616110761485211,AA,dse~Sector61State5LiveRelay@57,dse~Sector61State5FastSignal@36,dse~Sector61State5LiveRelay,dse~Sector61State5FastSignal,,dse~Sector61State5LiveRelay@57|delta|0|283|7784ecdef281|roh,,dse~Sector61State5FastSignal@36|delta|0|224|7d5f0c0e0aff|roh,35.142857142857146,9731.0,29.285714285714285,26.571428571428573,35.57142857142857,107.33333333333333,29343.0,73.33333333333333,55.666666666666664,108.33333333333333,389.0,113638.5,191.0,99.5,391.5,21,-0.7730325689536796,7.370860166536716,6.597827597583036,mit_Ereignissen_ABC
OAIJul20SectorAgent,2026-06-16T21:25:30Z,2026-06-17T01:55:59Z,2026-06-16T23:40:44Z,16229.0,20965.5,0,1.2918540883603427,AC,dse~Sector61State5FastSignal@36,dse~DataUSACashiersMastersSequenceLive5@24,dse~Sector61State5FastSignal,dse~DataUSACashiersMastersSequenceLive5,,dse~Sector61State5FastSignal@36|delta|0|224|7d5f0c0e0aff|roh,,dse~DataUSACashiersMastersSequenceLive5@24|delta|0|284|1994952b0043|roh,15.50909090909091,3794.7454545454543,12.654545454545454,13.472727272727273,15.618181818181819,47.05263157894737,11517.105263157895,32.68421052631579,32.31578947368421,47.36842105263158,200.8,50947.6,97.6,74.8,202.0,23,0.25607846427718894,9.694555044315882,9.950633508593071,mit_Ereignissen_ABC
OAIJulThirtyResearch,2026-06-21T14:06:47Z,2026-06-21T16:33:28Z,2026-06-21T15:20:07Z,8801.0,1380.0,0,0.156800363595046,CB,dse~OECDRegionalRecoveryCO2Sequence@5,dse~OECDRegionalRecoveryCO2Sequence@13,dse~OECDRegionalRecoveryCO2Sequence,dse~OECDRegionalRecoveryCO2Sequence,,dse~OECDRegionalRecoveryCO2Sequence@5|delta|0|332|090ea79ed3dc|roh,,dse~OECDRegionalRecoveryCO2Sequence@13|delta|0|274|d8f8a55ff581|roh,1.1666666666666667,454.5,1.1333333333333333,1.3,1.3,3.272727272727273,1259.3636363636363,3.0,3.6363636363636362,3.6363636363636362,13.0,5116.333333333333,11.0,13.333333333333334,14.333333333333334,15,-1.8527818522225614,9.082620630373812,7.22983877815125,mit_Ereignissen_ABC
OAIJun19OECDScout,2026-06-20T01:03:39Z,2026-06-20T01:54:31Z,2026-06-20T01:29:05Z,3052.0,5406.0,0,1.77129750982962,CC,dse~OECDEquityLiveJul30@5,dse~OECDEquityLiveJul30@12,dse~OECDEquityLiveJul30,dse~OECDEquityLiveJul30,,dse~OECDEquityLiveJul30@5|delta|0|228|6b4ba5960781|roh,,dse~OECDEquityLiveJul30@12|delta|0|237|b2b9358a3ad5|roh,8.363636363636363,2447.0,7.090909090909091,8.0,8.545454545454545,24.0,6898.5,17.75,19.5,24.5,96.0,27594.0,49.0,54.0,98.0,1,0.5717123344320453,8.023552392404348,8.595264726836392,mit_Ereignissen_ABC
OAIJun19OECDScout,2026-06-20T01:54:31Z,2026-06-20T02:00:02Z,2026-06-20T01:57:16Z,331.0,4368.0,0,13.196374622356496,CC,dse~OECDEquityLiveJul30@12,dse~OECDEquityLiveJul30@13,dse~OECDEquityLiveJul30,dse~OECDEquityLiveJul30,,dse~OECDEquityLiveJul30@12|delta|0|237|b2b9358a3ad5|roh,,dse~OECDEquityLiveJul30@13|delta|0|220|0859e06e0eb2|roh,11.333333333333334,3172.3333333333335,9.666666666666666,11.333333333333334,12.0,42.5,13407.5,31.5,31.5,43.5,89.0,27476.5,51.5,52.5,90.5,1,2.579942142047678,5.802118375377063,8.38206051742474,mit_Ereignissen_ABC
OAIProdDec22Scout,2026-06-21T06:39:46Z,2026-06-21T07:20:29Z,2026-06-21T07:00:07Z,2443.0,10324.0,0,4.225951698731069,CC,dse~BridgeLAProd1782007689@19,dse~HealthdataCVDSequenceCollab@83,dse~BridgeLAProd1782007689,dse~HealthdataCVDSequenceCollab,,dse~BridgeLAProd1782007689@19|delta|1345|283|f769b7d4be80|roh,,dse~HealthdataCVDSequenceCollab@83|delta|0|269|9679f9bbf939|roh,1.8,706.8,1.7,2.0,2.1,7.5,2595.5,6.25,7.0,8.25,31.5,10487.5,19.0,26.0,33.0,7,1.4412444895807641,7.8009820712577405,9.242226560838505,mit_Ereignissen_ABC
OAIResearchOct26,2026-06-16T21:39:57Z,2026-06-17T04:04:57Z,2026-06-17T00:52:27Z,23100.0,8157.0,0,0.3531168831168831,AC,dse~Sector61State5FastSignal@48,dse~CashierCoordJan08OAI@2,dse~Sector61State5FastSignal,dse~CashierCoordJan08OAI,,dse~Sector61State5FastSignal@48|delta|198|222|ff048d54526b|roh,,dse~CashierCoordJan08OAI@2|delta|0|196|8625e4f3aa25|roh,13.871794871794872,3500.8205128205127,11.564102564102564,12.294871794871796,13.987179487179487,42.111111111111114,10585.962962962964,29.62962962962963,30.25925925925926,42.44444444444444,168.375,43658.75,84.625,67.625,169.5,0,-1.0409561632093045,10.047587896509885,9.00663173330058,mit_Ereignissen_ABC
OECDDec29Agent,2026-06-20T03:05:54Z,2026-06-21T10:35:01Z,2026-06-20T18:50:27Z,113347.0,12743.0,0,0.11242467820056994,CC,dse~OECDEquityLiveDec29@1,dse~HealthdataSmokingSequenceCollab@1,dse~OECDEquityLiveDec29,dse~HealthdataSmokingSequenceCollab,,dse~OECDEquityLiveDec29@1|delta|30|400|cd874d51a0b3|roh,,dse~HealthdataSmokingSequenceCollab@1|delta|39|336|8ec1fd334efd|roh,1.8733509234828496,671.6543535620053,1.6596306068601583,1.7968337730870712,1.8944591029023747,5.645669291338582,2033.6456692913387,4.606299212598425,5.094488188976378,5.708661417322834,22.59375,8128.3125,14.71875,17.0625,22.84375,18,-2.1854718086770726,11.638209188889352,9.452737380212278,mit_Ereignissen_ABC
OECDEquityFeb07Agent,2026-06-20T03:15:12Z,2026-06-20T06:51:50Z,2026-06-20T05:03:31Z,12998.0,2456.0,0,0.18895214648407446,CC,dse~OECDEquityFeb07Live@1,dse~OECDEquityLiveFeb01@1,dse~OECDEquityFeb07Live,dse~OECDEquityLiveFeb01,,dse~OECDEquityFeb07Live@1|delta|0|400|04aef0534191|roh,,dse~OECDEquityLiveFeb01@1|delta|34|252|d6451abad4ba|roh,3.9545454545454546,1837.590909090909,3.6136363636363638,3.8181818181818183,4.0227272727272725,11.666666666666666,5420.8,9.933333333333334,10.4,11.866666666666667,48.75,22329.0,33.25,33.25,49.5,5,-1.6662614891872611,9.472550778454295,7.806289289267033,mit_Ereignissen_ABC
OECDEquityFeb07Agent,2026-06-20T06:51:50Z,2026-06-20T10:38:46Z,2026-06-20T08:45:18Z,13616.0,8970.0,0,0.6587837837837838,CC,dse~OECDEquityLiveFeb01@1,dse~OECDEquityFeb07Live@3,dse~OECDEquityLiveFeb01,dse~OECDEquityFeb07Live,,dse~OECDEquityLiveFeb01@1|delta|34|252|d6451abad4ba|roh,,dse~OECDEquityFeb07Live@3|delta|0|322|89af318eb59d|roh,1.7826086956521738,798.4565217391304,1.6304347826086956,1.8043478260869565,1.8478260869565217,5.625,2513.375,4.625,5.3125,5.8125,29.4,14073.2,21.0,23.0,30.0,8,-0.41735989576031357,9.519000850813155,9.101640955052842,mit_Ereignissen_ABC
OECDEquityJul14Scout,2026-06-20T01:07:06Z,2026-06-20T09:18:19Z,2026-06-20T05:12:42Z,29473.0,9774.0,0,0.33162555559325485,CC,dse~OECDEquityJul14Live@1,dse~OECDEquityJul14Live@3,dse~OECDEquityJul14Live,dse~OECDEquityJul14Live,,dse~OECDEquityJul14Live@1|delta|32|400|25c6d90b3da7|roh,,dse~OECDEquityJul14Live@3|delta|0|400|20ba2d8060c1|roh,3.909090909090909,1556.4343434343434,3.505050505050505,3.7474747474747474,4.03030303030303,11.764705882352942,4643.5,9.617647058823529,10.088235294117647,12.117647058823529,47.0,19054.222222222223,30.666666666666668,31.333333333333332,48.333333333333336,5,-1.1037487911596213,10.291229868989722,9.1874810778301,mit_Ereignissen_ABC
OECDEquityJun06Agent,2026-06-20T01:35:25Z,2026-06-20T02:07:30Z,2026-06-20T01:51:27Z,1925.0,1687.0,0,0.8763636363636363,CA,dse~OECDEquityJun06Live@1,dse~OECDEquityMar13Live@7,dse~OECDEquityJun06Live,dse~OECDEquityMar13Live,,dse~OECDEquityJun06Live@1|delta|32|330|49bc1d83ca1e|roh,,dse~OECDEquityMar13Live@7|delta|482|235|a66622f80fe5|roh,12.714285714285714,3716.714285714286,11.0,11.857142857142858,13.571428571428571,37.333333333333336,11064.333333333334,28.0,29.0,39.333333333333336,87.0,25964.5,51.5,52.5,90.5,1,-0.13197416417591631,7.562681246721884,7.430707082545968,mit_Ereignissen_ABC
OECDEquityJun06Agent,2026-06-20T02:20:45Z,2026-06-20T09:58:59Z,2026-06-20T06:09:52Z,27494.0,6054.0,0,0.2201934967629301,CC,dse~OECDEquityJun06Live@3,dse~OECDEquityJun06Live@5,dse~OECDEquityJun06Live,dse~OECDEquityJun06Live,,dse~OECDEquityJun06Live@3|delta|71|78|d6572c4eaae2|roh,,dse~OECDEquityJun06Live@5|delta|0|366|8d22d5a69cb3|roh,2.9130434782608696,1351.1739130434783,2.6847826086956523,2.8260869565217392,2.967391304347826,8.935483870967742,4118.967741935484,7.580645161290323,7.935483870967742,9.096774193548388,41.375,17989.125,28.375,28.5,42.125,6,-1.5132485884497013,10.221723078031365,8.708474489581665,mit_Ereignissen_ABC
OECDEquityJun06Agent,2026-06-20T09:58:59Z,2026-06-20T12:14:21Z,2026-06-20T11:06:40Z,8122.0,5372.0,0,0.6614134449642946,CC,dse~OECDEquityJun06Live@5,dse~OECDEquityJun06Live@6,dse~OECDEquityJun06Live,dse~OECDEquityJun06Live,,dse~OECDEquityJun06Live@5|delta|0|366|8d22d5a69cb3|roh,,dse~OECDEquityJun06Live@6|delta|0|367|704002844e61|roh,2.7142857142857144,927.9285714285714,2.4642857142857144,2.642857142857143,2.7857142857142856,8.3,2866.7,6.7,7.8,8.5,29.25,11543.5,20.0,23.75,30.0,11,-0.41337615060311483,9.002331708246244,8.588955557643128,mit_Ereignissen_ABC
OECDEquityMar15Agent,2026-06-19T23:57:26Z,2026-06-20T03:37:00Z,2026-06-20T01:47:13Z,13174.0,11426.0,0,0.8673144071656292,CC,dse~OECDEducationEquitySequence@11,dse~OECDEquity12m18Timing@8,dse~OECDEducationEquitySequence,dse~OECDEquity12m18Timing,,dse~OECDEducationEquitySequence@11|delta|0|293|da36809cb2b3|roh,,dse~OECDEquity12m18Timing@8|delta|0|311|93aa3a66471d|roh,5.711111111111111,1800.0222222222221,5.066666666666666,5.4,7.555555555555555,16.625,5239.875,13.25,13.6875,23.5,60.4,18798.2,38.4,39.4,106.6,1,-0.14235372991623044,9.486000469200638,9.343646739284408,mit_Ereignissen_ABC
OECDJan02Observer,2026-06-20T01:44:15Z,2026-06-20T02:07:22Z,2026-06-20T01:55:48Z,1387.0,4448.0,0,3.2069214131218455,CC,dse~OECDEquityLiveJul10@17,dse~OECDEquityJan21Live@1,dse~OECDEquityLiveJul10,dse~OECDEquityJan21Live,,dse~OECDEquityLiveJul10@17|delta|0|224|86e88b5323dd|roh,,dse~OECDEquityJan21Live@1|delta|0|400|e17121cc2573|roh,12.666666666666666,3915.6666666666665,11.333333333333334,11.5,13.166666666666666,38.333333333333336,11728.666666666666,28.333333333333332,29.0,39.333333333333336,88.5,27228.5,51.5,52.5,90.5,1,1.1653114156155866,7.234898420314831,8.400209835930418,mit_Ereignissen_ABC
OECDJul10Research,2026-06-20T00:35:40Z,2026-06-20T01:42:09Z,2026-06-20T01:08:54Z,3989.0,9774.0,0,2.450238154926047,CC,dse~OECDEquityLiveJul10@1,dse~OECDEquityLiveJul10@16,dse~OECDEquityLiveJul10,dse~OECDEquityLiveJul10,,dse~OECDEquityLiveJul10@1|delta|27|232|1d6c7667ec1a|roh,,dse~OECDEquityLiveJul10@16|delta|0|233|d5c462ff04f9|roh,6.571428571428571,1804.357142857143,5.571428571428571,6.571428571428571,10.142857142857142,18.6,5132.6,14.0,16.2,32.6,68.5,19103.5,38.5,45.0,109.0,1,0.8961852259246936,8.291295851905407,9.1874810778301,mit_Ereignissen_ABC
OECDJul24Observer,2026-06-20T01:12:33Z,2026-06-20T12:05:16Z,2026-06-20T06:38:54Z,39163.0,5461.0,0,0.13944284145749816,CC,dse~OECDEquityLiveJul24@1,dse~OECDEquityLiveJul24@5,dse~OECDEquityLiveJul24,dse~OECDEquityLiveJul24,,dse~OECDEquityLiveJul24@1|delta|27|327|58d6cb93a396|roh,,dse~OECDEquityLiveJul24@5|delta|0|400|c28cb1aef908|roh,3.5984848484848486,1439.5757575757575,3.234848484848485,3.393939393939394,3.6363636363636362,11.133333333333333,4376.155555555555,9.066666666666666,9.555555555555555,11.266666666666667,42.583333333333336,16667.833333333332,27.583333333333332,29.0,43.083333333333336,6,-1.9701005003424639,10.575487702494618,8.605387202152153,mit_Ereignissen_ABC
OECDMay24Agent,2026-06-20T01:07:50Z,2026-06-20T01:13:52Z,2026-06-20T01:10:51Z,362.0,2966.0,0,8.193370165745856,AC,dse~OECDEquityAug10Live@2,dse~OECDEquityLiveJul10@11,dse~OECDEquityAug10Live,dse~OECDEquityLiveJul10,,dse~OECDEquityAug10Live@2|delta|0|309|70d440b1c7f4|roh,,dse~OECDEquityLiveJul10@11|delta|0|195|eefcae40ab57|roh,9.0,2473.0,7.5,10.5,10.5,28.0,7873.0,23.0,28.0,32.0,91.0,26517.0,49.0,54.0,98.0,1,2.103325310872106,5.8916442118257715,7.994969522697877,mit_Ereignissen_ABC
OECDMay24Agent,2026-06-20T01:13:52Z,2026-06-20T01:31:09Z,2026-06-20T01:22:30Z,1037.0,4368.0,0,4.212150433944069,CC,dse~OECDEquityLiveJul10@11,dse~OECDEquityLiveJul10@13,dse~OECDEquityLiveJul10,dse~OECDEquityLiveJul10,,dse~OECDEquityLiveJul10@11|delta|0|195|eefcae40ab57|roh,,dse~OECDEquityLiveJul10@13|delta|0|210|80960d89e05d|roh,3.6,1048.6,3.2,4.4,4.4,19.666666666666668,5553.0,15.333333333333334,18.0,22.0,91.0,26517.0,49.0,54.0,98.0,1,1.4379733091952136,6.9440872082295275,8.38206051742474,mit_Ereignissen_ABC
OECDResearchAug10,2026-06-20T01:06:02Z,2026-06-20T03:46:54Z,2026-06-20T02:26:28Z,9652.0,4846.5,0,0.5021239121425611,CC,dse~OECDEquityAug10Live@1,dse~OECDEquityAug10Live@3,dse~OECDEquityAug10Live,dse~OECDEquityAug10Live,,dse~OECDEquityAug10Live@1|delta|32|352|8f9855a83cf6|roh,,dse~OECDEquityAug10Live@3|delta|0|202|2c61d1000857|roh,6.7272727272727275,2161.6969696969695,5.909090909090909,6.181818181818182,6.818181818181818,19.75,6330.0,15.75,15.666666666666666,20.0,79.0,25320.0,49.0,46.333333333333336,80.0,2,-0.6889083528122597,9.174920426744922,8.486012073932663,mit_Ereignissen_ABC
OECDResearchAug10,2026-06-20T03:46:54Z,2026-06-20T06:55:26Z,2026-06-20T05:21:10Z,11312.0,2917.0,0,0.2578677510608204,CB,dse~OECDEquityAug10Live@3,dse~OECDEquityAug10Live@4,dse~OECDEquityAug10Live,dse~OECDEquityAug10Live,,dse~OECDEquityAug10Live@3|delta|0|202|2c61d1000857|roh,,dse~OECDEquityAug10Live@4|delta|0|400|118e69dd3e0f|roh,3.871794871794872,1884.4358974358975,3.5128205128205128,3.7948717948717947,3.9743589743589745,11.615384615384615,5653.307692307692,9.692307692307692,10.461538461538462,11.923076923076923,48.5,22413.25,33.0,33.25,49.5,5,-1.3553084182686326,9.333619388136354,7.978310969867722,mit_Ereignissen_ABC
Oct12FinanceWatcher,2026-06-17T12:59:48Z,2026-06-17T13:28:55Z,2026-06-17T13:14:21Z,1747.0,10219.0,0,5.8494562106468235,CC,dse~FinanceSequenceOct12Slow77@2,dse~FinanceSequenceMar26OAI2@15,dse~FinanceSequenceOct12Slow77,dse~FinanceSequenceMar26OAI2,,dse~FinanceSequenceOct12Slow77@1|delta|0|400|e5f0464a1814|roh,,dse~FinanceSequenceMar26OAI2@15|delta|0|298|494cfcc37c8b|roh,1.5714285714285714,535.8571428571429,1.2857142857142858,1.8571428571428572,1.8571428571428572,5.666666666666667,1981.0,4.666666666666667,6.666666666666667,6.666666666666667,21.0,5354.0,11.0,21.0,23.0,13,1.7663487014781525,7.465655310134056,9.23200401161221,mit_Ereignissen_ABC
Oct28GroceryHelper,2026-06-16T19:42:15Z,2026-06-16T20:01:56Z,2026-06-16T19:52:05Z,1181.0,3548.0,0,3.004233700254022,CC,dse~DataUSAGroceryG5Mar06@26,dse~DataUSAGroceryG5StatusOct28@1,dse~DataUSAGroceryG5Mar06,dse~DataUSAGroceryG5StatusOct28,,dse~DataUSAGroceryG5Mar06@26|delta|0|137|db2776327fd0|roh,,dse~DataUSAGroceryG5StatusOct28@1|delta|32|198|75f01c2f3eeb|roh,43.0,19007.0,37.0,32.0,43.8,150.0,61699.0,104.66666666666667,67.0,151.33333333333334,567.5,185865.0,275.5,108.0,569.5,19,1.1000225272321078,7.074116816197362,8.17413934342947,mit_Ereignissen_ABC
OpenAIApr15Watcher,2026-06-16T21:59:00Z,2026-06-16T23:25:49Z,2026-06-16T22:42:24Z,5209.0,1741.0,0,0.33422921866001154,AB,dse~OpenAIApr15Maids205825@4,dse~MaidsJan06R3SignalJul03@9,dse~OpenAIApr15Maids205825,dse~MaidsJan06R3SignalJul03,,dse~OpenAIApr15Maids205825@4|delta|0|152|08c6a8a7d541|roh,,dse~MaidsJan06R3SignalJul03@9|delta|0|208|d37ece051b00|roh,16.42105263157895,3883.0526315789475,12.736842105263158,14.736842105263158,16.68421052631579,54.857142857142854,13016.42857142857,35.714285714285715,36.857142857142854,55.714285714285715,238.0,59587.666666666664,107.0,82.66666666666667,242.33333333333334,22,-1.0959282379770023,8.558143177745192,7.462214939768189,mit_Ereignissen_ABC
OpenAIDataBridge,2026-06-16T10:18:04Z,2026-06-16T10:50:23Z,2026-06-16T10:34:13Z,1939.0,3583.0,0,1.847859721505931,CA,dse~DataUSAClothingStateSequenceCollabOct10@11,dse~DataUSAClothingLive9m17@5,dse~DataUSAClothingStateSequenceCollabOct10,dse~DataUSAClothingLive9m17,,dse~DataUSAClothingStateSequenceCollabOct10@11|delta|0|374|d34db9627f97|roh,,dse~DataUSAClothingLive9m17@5|delta|0|251|def91b91f25f|roh,11.625,4511.75,7.625,11.375,12.125,34.333333333333336,13611.0,14.0,29.333333333333332,36.0,134.0,51681.0,25.0,70.0,143.0,10,0.614028062062302,7.569927655242652,8.183955717304954,mit_Ereignissen_ABC
OpenAIDataBridge,2026-06-16T10:50:23Z,2026-06-16T10:56:56Z,2026-06-16T10:53:39Z,393.0,100.0,0,0.2544529262086514,AA,dse~DataUSAClothingLive9m17@5,dse~ClothingFastCohortRelayMay29@3,dse~DataUSAClothingLive9m17,dse~ClothingFastCohortRelayMay29,,dse~DataUSAClothingLive9m17@5|delta|0|251|def91b91f25f|roh,,dse~ClothingFastCohortRelayMay29@3|delta|0|166|39f7c6bec321|roh,9.0,3545.5,7.5,9.5,10.0,31.0,11128.0,13.0,27.0,33.0,134.0,51681.0,25.0,70.0,143.0,10,-1.3686394258811698,5.973809611869261,4.605170185988092,mit_Ereignissen_ABC
OpenAIDataBridge,2026-06-16T10:56:56Z,2026-06-16T11:09:34Z,2026-06-16T11:03:15Z,758.0,319.0,0,0.420844327176781,AA,dse~ClothingFastCohortRelayMay29@3,dse~ClothingFastCohortRelayMay29@7,dse~ClothingFastCohortRelayMay29,dse~ClothingFastCohortRelayMay29,,dse~ClothingFastCohortRelayMay29@3|delta|0|166|39f7c6bec321|roh,,dse~ClothingFastCohortRelayMay29@7|delta|0|179|c16a660e6ff8|roh,10.0,2851.6666666666665,8.333333333333334,10.0,10.666666666666666,29.0,8706.0,13.0,25.5,30.5,102.5,33773.5,21.5,60.0,107.5,11,-0.8654922828575271,6.630683385642372,5.765191102784844,mit_Ereignissen_ABC
