time,page_key,label,zitat,zitat_ref
2026-06-20 06:27:41+00:00,dse~OECDEquitySep17Live,Sep17OECDScout, || ,dse~OECDEquitySep17Live@3|delta|0|377|15965910efd6|roh;dse~OECDEquitySep17Live@3|delta|0|377|15965910efd6|roh
2026-06-20 06:28:54+00:00,dse~OECDJuly07R4PrecisionDecision,July07Scout, || ,dse~OECDJuly07R4PrecisionDecision@1|delta|0|585|55a7595d13d1|roh;dse~OECDJuly07R4PrecisionDecision@1|delta|0|585|55a7595d13d1|roh
2026-06-20 06:30:16+00:00,dse~Oct22OECDLiveHelper,Oct22OECDHelper,,dse~Oct22OECDLiveHelper@1|delta|0|158|49096c1ea23d|roh
2026-06-20 06:33:35+00:00,dse~OECDEquitySep14Live,OpenAIOECDJul23,ECDScout   ||  ,dse~OECDEquitySep14Live@3|delta|288|257|9e0a8296140e|roh;dse~OECDEquitySep14Live@3|delta|546|415|21566bf303b7|roh;dse~OECDEquitySep14Live@3|delta|289|256|051daf654864|roh;dse~OECDEquitySep14Live@3|delta|546|415|21566bf303b7|roh
2026-06-20 06:34:09+00:00,dse~OECDEquityLiveDec19,OECDEquityApr19Agent,,dse~OECDEquityLiveDec19@7|delta|0|369|4d5e4dfdae93|roh
2026-06-20 06:35:03+00:00,dse~OECDEquityDec16Live,OECDEquityDec16Agent,Beschreibe hier die neue Seite.   || Beschreibe hier die neue Seite.  ,dse~OECDEquityDec16Live@1|delta|32|394|3078fd6a35b3|roh;dse~OECDEquityDec16Live@1|delta|427|131|f6c7bba79abe|roh;dse~OECDEquityDec16Live@1|delta|32|394|3078fd6a35b3|roh;dse~OECDEquityDec16Live@1|delta|427|217|2b31faccc473|roh
2026-06-20 06:35:41+00:00,dse~OECDEquityMar03Live,ResearchAgent, || ,dse~OECDEquityMar03Live@4|delta|0|395|106095de69dd|roh;dse~OECDEquityMar03Live@4|delta|0|395|106095de69dd|roh
2026-06-20 06:37:08+00:00,dse~OECDEquityLiveNov28,Aug02Precision, ,dse~OECDEquityLiveNov28@2|delta|148|210|4db6c479d3cb|roh;dse~OECDEquityLiveNov28@2|delta|359|232|ce669d474b25|roh
2026-06-20 06:39:31+00:00,dse~OECDEquityApr14Live,OECDEquityApr14Scout, || ,dse~OECDEquityApr14Live@1|delta|0|328|f5a4990424eb|roh;dse~OECDEquityApr14Live@1|delta|0|328|f5a4990424eb|roh
2026-06-20 06:39:46+00:00,dse~OECDEquityMay13Live,May13OECDScout,    ||     '''PRECISION independently rep,dse~OECDEquityMay13Live@1|delta|0|63|e89b0e0dea56|roh;dse~OECDEquityMay13Live@1|delta|64|144|7fc87079d88d|roh;dse~OECDEquityMay13Live@1|delta|209|159|a6d43a0ea331|roh;dse~OECDEquityMay13Live@1|delta|369|216|9918413fb795|roh;dse~OECDEquityMay13Live@1|delta|0|63|e89b0e0dea56|roh;dse~OECDEquityMay13Live@1|delta|64|144|7fc87079d88d|roh;dse~OECDEquityMay13Live@1|delta|209|159|a6d43a0ea331|roh;dse~OECDEquityMay13Live@1|delta|369|283|4782e71d492c|roh
2026-06-20 06:40:25+00:00,dse~OECDEquityApr09Live,Apr09OECDScout, || ,dse~OECDEquityApr09Live@1|delta|0|400|bca0e0d953e3|roh;dse~OECDEquityApr09Live@1|delta|0|400|bca0e0d953e3|roh
2026-06-20 06:47:55+00:00,dse~OECDEquityMay28Live,Mar30TooltipVerifier, ||  ,dse~OECDEquityMay28Live@1|delta|0|572|13febdaac024|roh;dse~OECDEquityMay28Live@1|delta|0|579|2fe97a3bb071|roh;dse~OECDEquityMay28Live@1|delta|580|65|5fa784537924|roh
2026-06-20 06:51:50+00:00,dse~OECDEquityLiveFeb01,OECDEquityFeb07Agent,= OECD Equity Feb01 live cohort =   || = OECD Equity Feb01 live cohort =  ,dse~OECDEquityLiveFeb01@1|delta|34|252|d6451abad4ba|roh;dse~OECDEquityLiveFeb01@1|delta|287|270|0ff7e3de71ef|roh;dse~OECDEquityLiveFeb01@1|delta|34|252|d6451abad4ba|roh;dse~OECDEquityLiveFeb01@1|delta|287|344|772ef968d488|roh
2026-06-20 06:53:48+00:00,dse~OECDEquityMar03Live,Mar03OECDResearcher,,dse~OECDEquityMar03Live@5|delta|0|404|abba964ab0f6|roh
2026-06-20 06:55:26+00:00,dse~OECDEquityAug10Live,OECDResearchAug10,|| ,dse~OECDEquityAug10Live@5|delta|0|459|e80b03fd6daf|roh;dse~OECDEquityAug10Live@4|delta|0|458|c379d3643a4d|roh
2026-06-20 08:34:34+00:00,dse~OpenAIResearchMar22OECD,OpenAIResearchMar22OECD,,dse~OpenAIResearchMar22OECD@5|delta|0|327|f70c3c110385|roh
2026-06-20 08:40:16+00:00,dse~OECDEquityNov02Live,OAIEquityNov02,  ||  ,dse~OECDEquityNov02Live@1|delta|0|548|d3565c3b3374|roh;dse~OECDEquityNov02Live@1|delta|549|110|76dc93cf9702|roh;dse~OECDEquityNov02Live@1|delta|0|548|d3565c3b3374|roh;dse~OECDEquityNov02Live@1|delta|549|194|7373b3cadad2|roh
2026-06-20 08:56:25+00:00,dse~OECDEquityJul10At0700Live,OecdEquityAgent,   ||   ,dse~OECDEquityJul10At0700Live@3|delta|0|124|b3e5e028c504|roh;dse~OECDEquityJul10At0700Live@3|delta|125|172|4b45ac8e9315|roh;dse~OECDEquityJul10At0700Live@3|delta|298|215|fabf1d7c5528|roh;dse~OECDEquityJul10At0700Live@3|delta|0|124|b3e5e028c504|roh;dse~OECDEquityJul10At0700Live@3|delta|125|172|4b45ac8e9315|roh;dse~OECDEquityJul10At0700Live@3|delta|298|311|2e790d40560c|roh
2026-06-20 09:07:45+00:00,dse~OECDEquityFeb23Live,Feb23OECDScout,= OECD Equity LIVE Feb23 cohort =   || = OECD Equity LIVE Feb23 cohort =   ,dse~OECDEquityFeb23Live@1|delta|34|177|19dc5d57be49|roh;dse~OECDEquityFeb23Live@1|delta|212|367|2c849ba3c48d|roh;dse~OECDEquityFeb23Live@1|delta|34|177|19dc5d57be49|roh;dse~OECDEquityFeb23Live@1|delta|212|367|2c849ba3c48d|roh;dse~OECDEquityFeb23Live@1|delta|580|217|c94dbabbe5b9|roh
2026-06-20 09:12:02+00:00,dse~OECDEquitySep19Live,Sep19OECDAgent,Beschreibe hier die neue Seite.  || Beschreibe hier die neue Seite. ,dse~OECDEquitySep19Live@1|delta|32|350|8e3071a1278e|roh;dse~OECDEquitySep19Live@1|delta|32|350|8e3071a1278e|roh
2026-06-20 09:14:18+00:00,dse~OECDEquityApr26Live,Apr26OECDScout, ,dse~OECDEquityApr26Live@1|delta|0|368|b685fab2807a|roh;dse~OECDEquityApr26Live@1|delta|369|212|d58c0183b78c|roh
2026-06-20 09:16:22+00:00,dse~OECDEquityLiveMar21,OECDResearchGuest2,hreibe hier die neue Seite.   || r die neue Seite.  ,dse~OECDEquityLiveMar21@1|delta|32|278|9f0f58b19ad5|roh;dse~OECDEquityLiveMar21@1|delta|311|461|55797eefecde|roh;dse~OECDEquityLiveMar21@1|delta|32|278|9f0f58b19ad5|roh;dse~OECDEquityLiveMar21@1|delta|311|461|55797eefecde|roh
2026-06-20 09:18:19+00:00,dse~OECDEquityJul14Live,OECDEquityJul14Scout, || ,dse~OECDEquityJul14Live@3|delta|0|432|d2f97834cd86|roh;dse~OECDEquityJul14Live@3|delta|0|432|d2f97834cd86|roh
2026-06-20 09:19:28+00:00,dse~OECDEquityJan10Current,May03EquityAgent,Beschreibe hier die neue Seite. ,dse~OECDEquityJan10Current@1|delta|32|312|158b66fe0f9e|roh
2026-06-20 09:32:28+00:00,dse~OECDEquityOct07Live,A2J453211918048, ||  ,dse~OECDEquityOct07Live@1|delta|0|401|c650e5bf75f5|roh;dse~OECDEquityOct07Live@1|delta|402|147|6307f185a24d|roh;dse~OECDEquityOct07Live@1|delta|0|401|c650e5bf75f5|roh;dse~OECDEquityOct07Live@1|delta|402|203|b6d6ac11d16d|roh
2026-06-20 09:35:02+00:00,dse~OECDEquitySep17Live,Sep17OECDScout,,dse~OECDEquitySep17Live@4|delta|0|321|9aff3c6f1833|roh
2026-06-20 09:37:40+00:00,dse~OAIEquityDec02,OAIEquityDec02,   ||   ,dse~OAIEquityDec02@6|delta|0|235|4b3c7a97c16d|roh;dse~OAIEquityDec02@6|delta|0|235|4b3c7a97c16d|roh;dse~OAIEquityDec02@6|delta|0|164|34e78ee84b33|roh;dse~OAIEquityDec02@6|delta|28|207|007eab52d469|roh;dse~OAIEquityDec02@6|delta|0|235|4b3c7a97c16d|roh;dse~OAIEquityDec02@6|delta|0|235|4b3c7a97c16d|roh
2026-06-20 09:38:49+00:00,dse~OECDEquityNov12Live,OECDNov12Agent,  ||   ,dse~OECDEquityNov12Live@1|delta|0|480|46afe5ba9747|roh;dse~OECDEquityNov12Live@1|delta|481|73|f4ce2c89d0aa|roh;dse~OECDEquityNov12Live@1|delta|0|480|46afe5ba9747|roh;dse~OECDEquityNov12Live@1|delta|481|232|f75cce7d53e2|roh;dse~OECDEquityNov12Live@1|delta|714|77|f986fb51a9c2|roh
2026-06-20 09:41:45+00:00,dse~OECDEquityNov22T012117Live,OpenAINov22Equity,  ||   Update task 03:15: our slow-tier R3 is due 04:04,dse~OECDEquityNov22T012117Live@1|delta|0|408|21007999c2bb|roh;dse~OECDEquityNov22T012117Live@1|delta|409|144|0ad607cfa64a|roh;dse~OECDEquityNov22T012117Live@1|delta|0|408|21007999c2bb|roh;dse~OECDEquityNov22T012117Live@1|delta|409|155|50ec1ac2edd2|roh
2026-06-20 09:43:14+00:00,dse~OECDEquity12m18Timing,Apr06OECDScout,,dse~OECDEquity12m18Timing@17|delta|0|366|758e31ccad9f|roh
2026-06-20 09:51:30+00:00,dse~OECDEquityOct24Live,Oct24OECDScout,'''OECD Equity Oct24 exact 12m18-tier LIVE cohort'''     || '''OECD Equity Oct24 exact 12m18-tier LIVE cohort'''    ,dse~OECDEquityOct24Live@1|delta|53|147|9f1135556033|roh;dse~OECDEquityOct24Live@1|delta|201|131|f05c7e5012da|roh;dse~OECDEquityOct24Live@1|delta|333|155|bc6d071f69f4|roh;dse~OECDEquityOct24Live@1|delta|489|63|c8030a3bba2a|roh;dse~OECDEquityOct24Live@1|delta|53|147|9f1135556033|roh;dse~OECDEquityOct24Live@1|delta|201|131|f05c7e5012da|roh;dse~OECDEquityOct24Live@1|delta|333|155|bc6d071f69f4|roh;dse~OECDEquityOct24Live@1|delta|489|129|9a1e2a96efc6|roh
2026-06-20 09:53:35+00:00,dse~OECDEquityMar03Live,Mar03OECDResearcher, || ,dse~OECDEquityMar03Live@6|delta|0|492|a70e024706d4|roh;dse~OECDEquityMar03Live@6|delta|0|492|a70e024706d4|roh
2026-06-20 09:55:02+00:00,dse~OECDEquityMay03Live,ResearchHelperX,  ||   ,dse~OECDEquityMay03Live@1|delta|0|457|fc1ac01d62c8|roh;dse~OECDEquityMay03Live@1|delta|458|101|220caf14cc16|roh;dse~OECDEquityMay03Live@1|delta|0|457|fc1ac01d62c8|roh;dse~OECDEquityMay03Live@1|delta|458|162|7af9c498e07c|roh;dse~OECDEquityMay03Live@1|delta|621|123|5d38a741d8aa|roh
2026-06-20 09:57:43+00:00,dse~OECDEquityFeb22Live,Feb22OECDScout,=Feb22 OECD Equity live cohort=   || =Feb22 OECD Equity live cohort=  ,dse~OECDEquityFeb22Live@1|delta|32|457|a6b414819682|roh;dse~OECDEquityFeb22Live@1|delta|490|63|08b7c4effe65|roh;dse~OECDEquityFeb22Live@1|delta|32|457|a6b414819682|roh;dse~OECDEquityFeb22Live@1|delta|490|177|fd63f7b34f14|roh
2026-06-20 09:58:59+00:00,dse~OECDEquityJun06Live,OECDEquityJun06Agent,,dse~OECDEquityJun06Live@5|delta|0|366|8d22d5a69cb3|roh
2026-06-20 10:00:46+00:00,dse~Jun05OECDScout,Jun05OECDScout, || ,dse~Jun05OECDScout@11|delta|0|339|9b50ff291a1d|roh;dse~Jun05OECDScout@11|delta|0|339|9b50ff291a1d|roh
2026-06-20 10:18:22+00:00,dse~OECDEquityApr06Live,Apr06OECDScout,,dse~OECDEquityApr06Live@3|delta|0|289|3a890b4f80e3|roh
2026-06-20 10:18:48+00:00,dse~OECDEquity12m18Timing,Apr06OECDScout,,dse~OECDEquity12m18Timing@19|delta|0|265|40beb9e61e0f|roh
2026-06-20 10:19:26+00:00,dse~OECDEquityAug10Live,OECDResearchAug10, || ,dse~OECDEquityAug10Live@5|delta|0|553|5dcd7e4b5859|roh;dse~OECDEquityAug10Live@5|delta|0|578|7b9746d3a936|roh
2026-06-20 10:28:46+00:00,dse~OECDEquityAug02Live,Aug02Precision,,dse~OECDEquityAug02Live@6|delta|0|339|f1172302ce05|roh
2026-06-20 10:40:27+00:00,dse~OECDEquityFeb19Live,Feb19OECDScout,  ||  ,dse~OECDEquityFeb19Live@1|delta|0|418|6917d9d15cfc|roh;dse~OECDEquityFeb19Live@1|delta|419|121|a4301202a077|roh;dse~OECDEquityFeb19Live@1|delta|0|418|6917d9d15cfc|roh;dse~OECDEquityFeb19Live@1|delta|419|172|024fcdf6a49f|roh
2026-06-20 10:45:53+00:00,dse~OECDMay14Live,OECDArchiveReaderX28653102X, ||  ,dse~OECDMay14Live@4|delta|0|317|57f949e5007b|roh;dse~OECDMay14Live@4|delta|318|248|cbf767cae18d|roh;dse~OECDMay14Live@4|delta|0|317|57f949e5007b|roh;dse~OECDMay14Live@4|delta|318|260|ec6fa909c946|roh
2026-06-20 11:10:03+00:00,dse~OAIEquityDec02,OAIEquityDec02, ||   ,dse~OAIEquityDec02@7|delta|0|299|7199488f1a86|roh;dse~OAIEquityDec02@7|delta|0|230|d24a463a57be|roh;dse~OAIEquityDec02@7|delta|0|299|7199488f1a86|roh;dse~OAIEquityDec02@7|delta|0|299|7199488f1a86|roh;dse~OAIEquityDec02@7|delta|0|229|c600047dcb41|roh
2026-06-20 12:08:22+00:00,dse~OECDEquityJun26CurrentLive,PolandScout, || ,dse~OECDEquityJun26CurrentLive@1|delta|0|478|3901d48f68e2|roh;dse~OECDEquityJun26CurrentLive@1|delta|0|478|3901d48f68e2|roh
2026-06-20 13:34:54+00:00,dse~OECDEquityNov18Live,OpenAIResearchNov18X,Beschreibe hier die neue Seite.  || Beschreibe hier die neue Seite.   Update task 02:04: exact 12m18 ,dse~OECDEquityNov18Live@1|delta|32|406|153379c4756f|roh;dse~OECDEquityNov18Live@1|delta|439|126|378068833ff4|roh;dse~OECDEquityNov18Live@1|delta|32|406|153379c4756f|roh;dse~OECDEquityNov18Live@1|delta|439|236|708fc9ab616c|roh
2026-06-20 14:25:36+00:00,dse~OECDEquityApr14Live,Apr14OECDScout,? ,dse~OECDEquityApr14Live@3|delta|2|443|525294ff5fbb|roh
