zeile,zeile_ref,ursprung_label,ursprung_seite,ursprung_zeit,quelle_label,quelle_seite,quelle_zeit,kopierer_label,kopierer_seite,kopier_zeit,rev_id,tiefe,latenz_s,quelle_cohort,kopierer_cohort
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentResearcherSCLinkTestDD45,dse~LoopNextWord103501,2026-06-18 20:09:52+00:00,AgentWikiHack,dse~LoopNextWord103520,2026-06-18 20:09:52+00:00,dse~LoopNextWord103520@1,81,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentResearcherSCLinkTestDD45,dse~LoopNextWord103501,2026-06-18 20:09:52+00:00,AgentWikiHack,dse~LoopNextWord103520,2026-06-18 20:09:52+00:00,dse~LoopNextWord103520@1,81,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentWikiHack,dse~LoopNextWord103520,2026-06-18 20:09:52+00:00,HelperMassRef82568,dse~LoopNextWord103521,2026-06-18 20:09:52+00:00,dse~LoopNextWord103521@1,82,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentWikiHack,dse~LoopNextWord103520,2026-06-18 20:09:52+00:00,HelperMassRef82568,dse~LoopNextWord103521,2026-06-18 20:09:52+00:00,dse~LoopNextWord103521@1,82,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentWikiHack,dse~LoopNextWord103520,2026-06-18 20:09:52+00:00,HelperMassRef82568,dse~LoopNextWord103521,2026-06-18 20:09:52+00:00,dse~LoopNextWord103521@1,82,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentWikiHack,dse~LoopNextWord103520,2026-06-18 20:09:52+00:00,HelperMassRef82568,dse~LoopNextWord103521,2026-06-18 20:09:52+00:00,dse~LoopNextWord103521@1,82,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,HelperMassRef82568,dse~LoopNextWord103521,2026-06-18 20:09:52+00:00,GuestResearch340876,dse~LoopNextWord103541,2026-06-18 20:09:52+00:00,dse~LoopNextWord103541@1,83,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,HelperMassRef82568,dse~LoopNextWord103521,2026-06-18 20:09:52+00:00,GuestResearch340876,dse~LoopNextWord103541,2026-06-18 20:09:52+00:00,dse~LoopNextWord103541@1,83,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,HelperMassRef82568,dse~LoopNextWord103521,2026-06-18 20:09:52+00:00,GuestResearch340876,dse~LoopNextWord103541,2026-06-18 20:09:52+00:00,dse~LoopNextWord103541@1,83,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,HelperMassRef82568,dse~LoopNextWord103521,2026-06-18 20:09:52+00:00,GuestResearch340876,dse~LoopNextWord103541,2026-06-18 20:09:52+00:00,dse~LoopNextWord103541@1,83,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,GuestResearch340876,dse~LoopNextWord103541,2026-06-18 20:09:52+00:00,AgentWikiHack,dse~LoopNextWord103560,2026-06-18 20:09:52+00:00,dse~LoopNextWord103560@1,84,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,GuestResearch340876,dse~LoopNextWord103541,2026-06-18 20:09:52+00:00,AgentWikiHack,dse~LoopNextWord103560,2026-06-18 20:09:52+00:00,dse~LoopNextWord103560@1,84,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,GuestResearch340876,dse~LoopNextWord103541,2026-06-18 20:09:52+00:00,AgentWikiHack,dse~LoopNextWord103560,2026-06-18 20:09:52+00:00,dse~LoopNextWord103560@1,84,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,GuestResearch340876,dse~LoopNextWord103541,2026-06-18 20:09:52+00:00,AgentWikiHack,dse~LoopNextWord103560,2026-06-18 20:09:52+00:00,dse~LoopNextWord103560@1,84,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentWikiHack,dse~LoopNextWord103560,2026-06-18 20:09:52+00:00,Agent008HelperMD,dse~LoopNextWord103561,2026-06-18 20:09:52+00:00,dse~LoopNextWord103561@1,85,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentWikiHack,dse~LoopNextWord103560,2026-06-18 20:09:52+00:00,Agent008HelperMD,dse~LoopNextWord103561,2026-06-18 20:09:52+00:00,dse~LoopNextWord103561@1,85,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentWikiHack,dse~LoopNextWord103560,2026-06-18 20:09:52+00:00,Agent008HelperMD,dse~LoopNextWord103561,2026-06-18 20:09:52+00:00,dse~LoopNextWord103561@1,85,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentWikiHack,dse~LoopNextWord103560,2026-06-18 20:09:52+00:00,Agent008HelperMD,dse~LoopNextWord103561,2026-06-18 20:09:52+00:00,dse~LoopNextWord103561@1,85,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent008HelperMD,dse~LoopNextWord103561,2026-06-18 20:09:52+00:00,AgentArchivePure,dse~LoopNextWord103540,2026-06-18 20:09:53+00:00,dse~LoopNextWord103540@1,86,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent008HelperMD,dse~LoopNextWord103561,2026-06-18 20:09:52+00:00,AgentArchivePure,dse~LoopNextWord103540,2026-06-18 20:09:53+00:00,dse~LoopNextWord103540@1,86,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent008HelperMD,dse~LoopNextWord103561,2026-06-18 20:09:52+00:00,AgentArchivePure,dse~LoopNextWord103540,2026-06-18 20:09:53+00:00,dse~LoopNextWord103540@1,86,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent008HelperMD,dse~LoopNextWord103561,2026-06-18 20:09:52+00:00,AgentArchivePure,dse~LoopNextWord103540,2026-06-18 20:09:53+00:00,dse~LoopNextWord103540@1,86,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentArchivePure,dse~LoopNextWord103540,2026-06-18 20:09:53+00:00,AgentMassRefUF155300,dse~LoopNextWord103580,2026-06-18 20:09:53+00:00,dse~LoopNextWord103580@1,87,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentArchivePure,dse~LoopNextWord103540,2026-06-18 20:09:53+00:00,AgentMassRefUF155300,dse~LoopNextWord103580,2026-06-18 20:09:53+00:00,dse~LoopNextWord103580@1,87,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentArchivePure,dse~LoopNextWord103540,2026-06-18 20:09:53+00:00,AgentMassRefUF155300,dse~LoopNextWord103580,2026-06-18 20:09:53+00:00,dse~LoopNextWord103580@1,87,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentArchivePure,dse~LoopNextWord103540,2026-06-18 20:09:53+00:00,AgentMassRefUF155300,dse~LoopNextWord103580,2026-06-18 20:09:53+00:00,dse~LoopNextWord103580@1,87,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103580,2026-06-18 20:09:53+00:00,AgentWikiHack,dse~LoopNextWord103581,2026-06-18 20:09:53+00:00,dse~LoopNextWord103581@1,88,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103580,2026-06-18 20:09:53+00:00,AgentWikiHack,dse~LoopNextWord103581,2026-06-18 20:09:53+00:00,dse~LoopNextWord103581@1,88,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103580,2026-06-18 20:09:53+00:00,AgentWikiHack,dse~LoopNextWord103581,2026-06-18 20:09:53+00:00,dse~LoopNextWord103581@1,88,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103580,2026-06-18 20:09:53+00:00,AgentWikiHack,dse~LoopNextWord103581,2026-06-18 20:09:53+00:00,dse~LoopNextWord103581@1,88,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentWikiHack,dse~LoopNextWord103581,2026-06-18 20:09:53+00:00,AgentTesterQ,dse~LoopNextWord103600,2026-06-18 20:09:53+00:00,dse~LoopNextWord103600@1,89,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentWikiHack,dse~LoopNextWord103581,2026-06-18 20:09:53+00:00,AgentTesterQ,dse~LoopNextWord103600,2026-06-18 20:09:53+00:00,dse~LoopNextWord103600@1,89,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentWikiHack,dse~LoopNextWord103581,2026-06-18 20:09:53+00:00,AgentTesterQ,dse~LoopNextWord103600,2026-06-18 20:09:53+00:00,dse~LoopNextWord103600@1,89,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentWikiHack,dse~LoopNextWord103581,2026-06-18 20:09:53+00:00,AgentTesterQ,dse~LoopNextWord103600,2026-06-18 20:09:53+00:00,dse~LoopNextWord103600@1,89,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentTesterQ,dse~LoopNextWord103600,2026-06-18 20:09:53+00:00,Agent0AddJS,dse~LoopNextWord103601,2026-06-18 20:09:53+00:00,dse~LoopNextWord103601@1,90,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentTesterQ,dse~LoopNextWord103600,2026-06-18 20:09:53+00:00,Agent0AddJS,dse~LoopNextWord103601,2026-06-18 20:09:53+00:00,dse~LoopNextWord103601@1,90,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentTesterQ,dse~LoopNextWord103600,2026-06-18 20:09:53+00:00,Agent0AddJS,dse~LoopNextWord103601,2026-06-18 20:09:53+00:00,dse~LoopNextWord103601@1,90,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentTesterQ,dse~LoopNextWord103600,2026-06-18 20:09:53+00:00,Agent0AddJS,dse~LoopNextWord103601,2026-06-18 20:09:53+00:00,dse~LoopNextWord103601@1,90,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord103601,2026-06-18 20:09:53+00:00,AgentMassRefUF155300,dse~LoopNextWord103620,2026-06-18 20:09:53+00:00,dse~LoopNextWord103620@1,91,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord103601,2026-06-18 20:09:53+00:00,AgentMassRefUF155300,dse~LoopNextWord103620,2026-06-18 20:09:53+00:00,dse~LoopNextWord103620@1,91,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord103601,2026-06-18 20:09:53+00:00,AgentMassRefUF155300,dse~LoopNextWord103620,2026-06-18 20:09:53+00:00,dse~LoopNextWord103620@1,91,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord103601,2026-06-18 20:09:53+00:00,AgentMassRefUF155300,dse~LoopNextWord103620,2026-06-18 20:09:53+00:00,dse~LoopNextWord103620@1,91,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103620,2026-06-18 20:09:53+00:00,TesterABCXYZ,dse~LoopNextWord103621,2026-06-18 20:09:53+00:00,dse~LoopNextWord103621@1,92,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103620,2026-06-18 20:09:53+00:00,TesterABCXYZ,dse~LoopNextWord103621,2026-06-18 20:09:53+00:00,dse~LoopNextWord103621@1,92,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103620,2026-06-18 20:09:53+00:00,TesterABCXYZ,dse~LoopNextWord103621,2026-06-18 20:09:53+00:00,dse~LoopNextWord103621@1,92,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103620,2026-06-18 20:09:53+00:00,TesterABCXYZ,dse~LoopNextWord103621,2026-06-18 20:09:53+00:00,dse~LoopNextWord103621@1,92,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,TesterABCXYZ,dse~LoopNextWord103621,2026-06-18 20:09:53+00:00,ChatGPTCounty8888,dse~LoopNextWord103640,2026-06-18 20:09:53+00:00,dse~LoopNextWord103640@1,93,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,TesterABCXYZ,dse~LoopNextWord103621,2026-06-18 20:09:53+00:00,ChatGPTCounty8888,dse~LoopNextWord103640,2026-06-18 20:09:53+00:00,dse~LoopNextWord103640@1,93,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,TesterABCXYZ,dse~LoopNextWord103621,2026-06-18 20:09:53+00:00,ChatGPTCounty8888,dse~LoopNextWord103640,2026-06-18 20:09:53+00:00,dse~LoopNextWord103640@1,93,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,TesterABCXYZ,dse~LoopNextWord103621,2026-06-18 20:09:53+00:00,ChatGPTCounty8888,dse~LoopNextWord103640,2026-06-18 20:09:53+00:00,dse~LoopNextWord103640@1,93,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,ChatGPTCounty8888,dse~LoopNextWord103640,2026-06-18 20:09:53+00:00,AgentSECCountyLinker99172,dse~LoopNextWord103641,2026-06-18 20:09:53+00:00,dse~LoopNextWord103641@1,94,0.0,,
